representation,metric,cutoff,field_a,field_b,class,positive_models,negative_models
original,pr,0.1,15,32,unresolved,7,0
original,pr,0.1,15,33,unresolved,7,0
original,pr,0.1,15,34,unresolved,5,0
original,pr,0.1,15,35,unresolved,4,0
original,pr,0.1,15,36,unresolved,7,0
original,pr,0.1,16,17,unresolved,9,0
original,pr,0.1,16,18,unresolved,8,0
original,pr,0.1,16,19,contradiction,5,2
original,pr,0.1,16,20,unresolved,6,0
original,pr,0.1,16,21,contradiction,1,6
original,pr,0.1,16,22,unresolved,8,0
original,pr,0.1,16,23,unresolved,6,0
original,pr,0.1,16,24,contradiction,5,1
original,pr,0.1,16,25,unresolved,6,0
original,pr,0.1,16,26,contradiction,2,4
original,pr,0.1,16,27,unanimous,10,0
original,pr,0.1,16,28,unresolved,6,0
original,pr,0.1,16,29,contradiction,4,3
original,pr,0.1,16,30,contradiction,3,2
original,pr,0.1,16,31,contradiction,6,1
original,pr,0.1,16,32,unresolved,7,0
original,pr,0.1,16,33,unresolved,7,0
original,pr,0.1,16,34,contradiction,5,2
original,pr,0.1,16,35,contradiction,4,3
original,pr,0.1,16,36,unresolved,8,0
original,pr,0.1,17,18,unresolved,0,2
original,pr,0.1,17,19,unresolved,0,5
original,pr,0.1,17,20,contradiction,3,3
original,pr,0.1,17,21,unanimous,0,10
original,pr,0.1,17,22,unresolved,1,0
original,pr,0.1,17,23,contradiction,1,4
original,pr,0.1,17,24,contradiction,1,7
original,pr,0.1,17,25,contradiction,1,4
original,pr,0.1,17,26,unanimous,0,10
original,pr,0.1,17,27,contradiction,2,1
original,pr,0.1,17,28,unresolved,0,4
original,pr,0.1,17,29,unresolved,0,7
original,pr,0.1,17,30,contradiction,1,8
original,pr,0.1,17,31,unresolved,0,6
original,pr,0.1,17,32,contradiction,1,5
original,pr,0.1,17,33,contradiction,3,4
original,pr,0.1,17,34,contradiction,1,5
original,pr,0.1,17,35,unresolved,0,6
original,pr,0.1,17,36,contradiction,2,4
original,pr,0.1,18,19,unresolved,0,6
original,pr,0.1,18,20,contradiction,1,1
original,pr,0.1,18,21,unanimous,0,10
original,pr,0.1,18,22,unresolved,2,0
original,pr,0.1,18,23,unresolved,0,3
original,pr,0.1,18,24,unresolved,0,6
original,pr,0.1,18,25,unresolved,0,2
original,pr,0.1,18,26,unresolved,0,9
original,pr,0.1,18,27,unresolved,3,0
original,pr,0.1,18,28,unresolved,0,3
original,pr,0.1,18,29,unresolved,0,8
original,pr,0.1,18,30,unresolved,0,8
original,pr,0.1,18,31,unresolved,0,4
original,pr,0.1,18,32,unresolved,0,1
original,pr,0.1,18,33,contradiction,4,2
original,pr,0.1,18,34,unresolved,0,6
original,pr,0.1,18,35,unresolved,0,6
original,pr,0.1,18,36,unresolved,0,2
original,pr,0.1,19,20,unresolved,7,0
original,pr,0.1,19,21,unanimous,0,10
original,pr,0.1,19,22,unresolved,8,0
original,pr,0.1,19,23,unresolved,6,0
original,pr,0.1,19,24,contradiction,3,2
original,pr,0.1,19,25,unresolved,6,0
original,pr,0.1,19,26,contradiction,2,4
original,pr,0.1,19,27,unresolved,8,0
original,pr,0.1,19,28,contradiction,4,1
original,pr,0.1,19,29,contradiction,1,1
original,pr,0.1,19,30,contradiction,2,2
original,pr,0.1,19,31,contradiction,5,1
original,pr,0.1,19,32,unresolved,6,0
original,pr,0.1,19,33,unresolved,8,0
original,pr,0.1,19,34,contradiction,3,1
original,pr,0.1,19,35,contradiction,1,3
original,pr,0.1,19,36,unresolved,5,0
original,pr,0.1,20,21,unanimous,0,10
original,pr,0.1,20,22,unresolved,4,0
original,pr,0.1,20,23,unresolved,0,1
original,pr,0.1,20,24,unresolved,0,4
original,pr,0.1,20,25,contradiction,1,3
original,pr,0.1,20,26,unresolved,0,7
original,pr,0.1,20,27,contradiction,4,1
original,pr,0.1,20,28,contradiction,1,4
original,pr,0.1,20,29,unresolved,0,5
original,pr,0.1,20,30,contradiction,1,5
original,pr,0.1,20,31,unresolved,0,5
original,pr,0.1,20,32,unresolved,1,0
original,pr,0.1,20,33,unresolved,0,0
original,pr,0.1,20,34,unresolved,0,5
original,pr,0.1,20,35,unresolved,0,6
original,pr,0.1,20,36,unresolved,2,0
original,pr,0.1,21,22,unanimous,10,0
original,pr,0.1,21,23,unanimous,10,0
original,pr,0.1,21,24,unresolved,8,0
original,pr,0.1,21,25,unanimous,10,0
original,pr,0.1,21,26,contradiction,7,2
original,pr,0.1,21,27,unanimous,10,0
original,pr,0.1,21,28,unanimous,10,0
original,pr,0.1,21,29,unanimous,10,0
original,pr,0.1,21,30,unanimous,10,0
original,pr,0.1,21,31,unanimous,10,0
original,pr,0.1,21,32,unanimous,10,0
original,pr,0.1,21,33,unanimous,10,0
original,pr,0.1,21,34,unresolved,9,0
original,pr,0.1,21,35,unresolved,9,0
original,pr,0.1,21,36,unanimous,10,0
original,pr,0.1,22,23,unresolved,0,4
original,pr,0.1,22,24,unresolved,0,6
original,pr,0.1,22,25,unresolved,0,4
original,pr,0.1,22,26,unanimous,0,10
original,pr,0.1,22,27,contradiction,3,2
original,pr,0.1,22,28,unresolved,0,3
original,pr,0.1,22,29,unresolved,0,8
original,pr,0.1,22,30,unresolved,0,9
original,pr,0.1,22,31,unresolved,0,7
original,pr,0.1,22,32,unresolved,0,5
original,pr,0.1,22,33,contradiction,2,3
original,pr,0.1,22,34,unresolved,0,7
original,pr,0.1,22,35,unresolved,0,8
original,pr,0.1,22,36,unresolved,0,3
original,pr,0.1,23,24,contradiction,1,3
original,pr,0.1,23,25,unresolved,1,0
original,pr,0.1,23,26,unresolved,0,6
original,pr,0.1,23,27,contradiction,6,1
original,pr,0.1,23,28,contradiction,1,1
original,pr,0.1,23,29,unresolved,0,4
original,pr,0.1,23,30,unresolved,0,4
original,pr,0.1,23,31,unresolved,0,3
original,pr,0.1,23,32,contradiction,2,1
original,pr,0.1,23,33,contradiction,4,1
original,pr,0.1,23,34,unresolved,0,4
original,pr,0.1,23,35,unresolved,0,6
original,pr,0.1,23,36,unresolved,4,0
original,pr,0.1,24,25,unresolved,3,0
original,pr,0.1,24,26,contradiction,2,5
original,pr,0.1,24,27,unresolved,7,0
original,pr,0.1,24,28,unresolved,2,0
original,pr,0.1,24,29,contradiction,1,3
original,pr,0.1,24,30,unresolved,0,3
original,pr,0.1,24,31,contradiction,3,2
original,pr,0.1,24,32,contradiction,4,1
original,pr,0.1,24,33,contradiction,4,1
original,pr,0.1,24,34,contradiction,2,3
original,pr,0.1,24,35,contradiction,1,3
original,pr,0.1,24,36,contradiction,5,1
original,pr,0.1,25,26,unresolved,0,8
original,pr,0.1,25,27,unresolved,5,0
original,pr,0.1,25,28,contradiction,1,1
original,pr,0.1,25,29,unresolved,0,6
original,pr,0.1,25,30,unresolved,0,6
original,pr,0.1,25,31,unresolved,0,2
original,pr,0.1,25,32,contradiction,1,1
original,pr,0.1,25,33,contradiction,4,3
original,pr,0.1,25,34,unresolved,0,4
original,pr,0.1,25,35,unresolved,0,7
original,pr,0.1,25,36,contradiction,4,1
original,pr,0.1,26,27,unanimous,10,0
original,pr,0.1,26,28,unresolved,7,0
original,pr,0.1,26,29,contradiction,4,2
original,pr,0.1,26,30,contradiction,5,1
original,pr,0.1,26,31,unresolved,5,0
original,pr,0.1,26,32,unresolved,7,0
original,pr,0.1,26,33,unresolved,8,0
original,pr,0.1,26,34,contradiction,5,2
original,pr,0.1,26,35,contradiction,4,2
original,pr,0.1,26,36,unresolved,8,0
original,pr,0.1,27,28,unresolved,0,5
original,pr,0.1,27,29,unresolved,0,9
original,pr,0.1,27,30,unanimous,0,10
original,pr,0.1,27,31,unresolved,0,6
original,pr,0.1,27,32,contradiction,1,5
original,pr,0.1,27,33,contradiction,2,4
original,pr,0.1,27,34,unresolved,0,5
original,pr,0.1,27,35,unresolved,0,9
original,pr,0.1,27,36,contradiction,1,4
original,pr,0.1,28,29,unresolved,0,5
original,pr,0.1,28,30,unresolved,0,5
original,pr,0.1,28,31,contradiction,1,3
original,pr,0.1,28,32,contradiction,3,1
original,pr,0.1,28,33,contradiction,5,3
original,pr,0.1,28,34,contradiction,1,3
original,pr,0.1,28,35,contradiction,1,6
original,pr,0.1,28,36,contradiction,5,2
original,pr,0.1,29,30,unresolved,2,0
original,pr,0.1,29,31,contradiction,5,2
original,pr,0.1,29,32,unresolved,6,0
original,pr,0.1,29,33,unresolved,6,0
original,pr,0.1,29,34,unresolved,1,0
original,pr,0.1,29,35,unresolved,1,0
original,pr,0.1,29,36,unresolved,7,0
original,pr,0.1,30,31,contradiction,5,1
original,pr,0.1,30,32,unresolved,6,0
original,pr,0.1,30,33,contradiction,6,1
original,pr,0.1,30,34,contradiction,2,4
original,pr,0.1,30,35,contradiction,1,3
original,pr,0.1,30,36,unresolved,5,0
original,pr,0.1,31,32,unresolved,4,0
original,pr,0.1,31,33,unresolved,5,0
original,pr,0.1,31,34,contradiction,1,2
original,pr,0.1,31,35,contradiction,2,6
original,pr,0.1,31,36,unresolved,7,0
original,pr,0.1,32,33,contradiction,2,1
original,pr,0.1,32,34,unresolved,0,6
original,pr,0.1,32,35,unresolved,0,6
original,pr,0.1,32,36,unresolved,0,0
original,pr,0.1,33,34,contradiction,1,5
original,pr,0.1,33,35,unresolved,0,5
original,pr,0.1,33,36,contradiction,2,1
original,pr,0.1,34,35,unresolved,0,1
original,pr,0.1,34,36,unresolved,7,0
original,pr,0.1,35,36,unresolved,6,0
original,erank,0.1,11,12,contradiction,4,1
original,erank,0.1,11,13,contradiction,4,1
original,erank,0.1,11,14,unresolved,0,0
original,erank,0.1,11,15,unresolved,0,5
original,erank,0.1,11,16,unresolved,0,5
original,erank,0.1,11,17,contradiction,4,1
original,erank,0.1,11,18,unresolved,2,0
original,erank,0.1,11,19,unresolved,0,3
original,erank,0.1,11,20,unresolved,1,0
original,erank,0.1,11,21,unanimous,0,10
original,erank,0.1,11,22,unresolved,4,0
original,erank,0.1,11,23,unresolved,0,0
original,erank,0.1,11,24,unresolved,0,2
original,erank,0.1,11,25,contradiction,1,1
original,erank,0.1,11,26,contradiction,1,4
original,erank,0.1,11,27,contradiction,3,1
original,erank,0.1,11,28,contradiction,1,1
original,erank,0.1,11,29,unresolved,0,3
original,erank,0.1,11,30,contradiction,1,3
original,erank,0.1,11,31,unresolved,0,2
original,erank,0.1,11,32,unresolved,2,0
original,erank,0.1,11,33,contradiction,4,1
original,erank,0.1,11,34,unresolved,0,2
original,erank,0.1,11,35,unresolved,0,4
original,erank,0.1,11,36,unresolved,2,0
original,erank,0.1,12,13,contradiction,5,2
original,erank,0.1,12,14,contradiction,1,1
original,erank,0.1,12,15,unresolved,0,7
original,erank,0.1,12,16,unresolved,0,5
original,erank,0.1,12,17,contradiction,4,3
original,erank,0.1,12,18,contradiction,2,2
original,erank,0.1,12,19,unresolved,0,6
original,erank,0.1,12,20,unresolved,0,1
original,erank,0.1,12,21,unresolved,0,9
original,erank,0.1,12,22,contradiction,3,2
original,erank,0.1,12,23,contradiction,1,4
original,erank,0.1,12,24,contradiction,2,4
original,erank,0.1,12,25,contradiction,2,4
original,erank,0.1,12,26,unresolved,0,4
original,erank,0.1,12,27,contradiction,4,2
original,erank,0.1,12,28,contradiction,3,4
original,erank,0.1,12,29,contradiction,1,4
original,erank,0.1,12,30,contradiction,1,4
original,erank,0.1,12,31,unresolved,0,5
original,erank,0.1,12,32,contradiction,1,2
original,erank,0.1,12,33,unresolved,0,0
original,erank,0.1,12,34,contradiction,1,4
original,erank,0.1,12,35,contradiction,1,5
original,erank,0.1,12,36,contradiction,1,2
original,erank,0.1,13,14,contradiction,2,5
original,erank,0.1,13,15,unresolved,0,8
original,erank,0.1,13,16,unresolved,0,5
original,erank,0.1,13,17,contradiction,2,3
original,erank,0.1,13,18,contradiction,2,4
original,erank,0.1,13,19,contradiction,1,6
original,erank,0.1,13,20,contradiction,2,5
original,erank,0.1,13,21,unresolved,0,8
original,erank,0.1,13,22,contradiction,2,1
original,erank,0.1,13,23,contradiction,2,4
original,erank,0.1,13,24,unresolved,0,5
original,erank,0.1,13,25,contradiction,1,5
original,erank,0.1,13,26,unresolved,0,6
original,erank,0.1,13,27,unresolved,1,0
original,erank,0.1,13,28,unresolved,0,3
original,erank,0.1,13,29,unresolved,0,8
original,erank,0.1,13,30,unresolved,0,6
original,erank,0.1,13,31,unresolved,0,6
original,erank,0.1,13,32,contradiction,2,5
original,erank,0.1,13,33,contradiction,2,5
original,erank,0.1,13,34,contradiction,1,8
original,erank,0.1,13,35,unresolved,0,7
original,erank,0.1,13,36,contradiction,2,4
original,erank,0.1,14,15,unresolved,0,6
original,erank,0.1,14,16,unresolved,0,3
original,erank,0.1,14,17,contradiction,3,1
original,erank,0.1,14,18,unresolved,1,0
original,erank,0.1,14,19,unresolved,0,5
original,erank,0.1,14,20,unresolved,0,0
original,erank,0.1,14,21,unanimous,0,10
original,erank,0.1,14,22,unresolved,2,0
original,erank,0.1,14,23,unresolved,0,0
original,erank,0.1,14,24,unresolved,0,4
original,erank,0.1,14,25,unresolved,0,2
original,erank,0.1,14,26,unresolved,0,5
original,erank,0.1,14,27,contradiction,3,1
original,erank,0.1,14,28,contradiction,1,2
original,erank,0.1,14,29,unresolved,0,5
original,erank,0.1,14,30,unresolved,0,3
original,erank,0.1,14,31,unresolved,0,3
original,erank,0.1,14,32,unresolved,0,0
original,erank,0.1,14,33,unresolved,1,0
original,erank,0.1,14,34,unresolved,0,4
original,erank,0.1,14,35,unresolved,0,5
original,erank,0.1,14,36,unresolved,0,0
original,erank,0.1,15,16,contradiction,4,2
original,erank,0.1,15,17,unresolved,7,0
original,erank,0.1,15,18,unresolved,7,0
original,erank,0.1,15,19,unresolved,3,0
original,erank,0.1,15,20,unresolved,5,0
original,erank,0.1,15,21,unresolved,0,3
original,erank,0.1,15,22,unresolved,7,0
original,erank,0.1,15,23,unresolved,6,0
original,erank,0.1,15,24,unresolved,3,0
original,erank,0.1,15,25,unresolved,5,0
original,erank,0.1,15,26,contradiction,4,3
original,erank,0.1,15,27,unanimous,10,0
original,erank,0.1,15,28,unresolved,8,0
original,erank,0.1,15,29,unresolved,0,0
original,erank,0.1,15,30,unresolved,4,0
original,erank,0.1,15,31,unresolved,6,0
original,erank,0.1,15,32,unresolved,6,0
original,erank,0.1,15,33,unresolved,6,0
original,erank,0.1,15,34,unresolved,5,0
original,erank,0.1,15,35,unresolved,1,0
original,erank,0.1,15,36,unresolved,6,0
original,erank,0.1,16,17,contradiction,8,1
original,erank,0.1,16,18,unresolved,7,0
original,erank,0.1,16,19,contradiction,2,2
original,erank,0.1,16,20,unresolved,4,0
original,erank,0.1,16,21,contradiction,1,5
original,erank,0.1,16,22,unresolved,8,0
original,erank,0.1,16,23,unresolved,5,0
original,erank,0.1,16,24,unresolved,3,0
original,erank,0.1,16,25,unresolved,4,0
original,erank,0.1,16,26,contradiction,2,3
original,erank,0.1,16,27,unresolved,6,0
original,erank,0.1,16,28,unresolved,6,0
original,erank,0.1,16,29,contradiction,2,3
original,erank,0.1,16,30,unresolved,2,0
original,erank,0.1,16,31,contradiction,3,1
original,erank,0.1,16,32,unresolved,4,0
original,erank,0.1,16,33,unresolved,3,0
original,erank,0.1,16,34,contradiction,4,2
original,erank,0.1,16,35,contradiction,2,3
original,erank,0.1,16,36,unresolved,3,0
original,erank,0.1,17,18,unresolved,0,1
original,erank,0.1,17,19,unresolved,0,5
original,erank,0.1,17,20,contradiction,2,2
original,erank,0.1,17,21,unresolved,0,9
original,erank,0.1,17,22,unresolved,1,0
original,erank,0.1,17,23,contradiction,1,4
original,erank,0.1,17,24,contradiction,1,5
original,erank,0.1,17,25,contradiction,1,4
original,erank,0.1,17,26,unresolved,0,6
original,erank,0.1,17,27,contradiction,2,1
original,erank,0.1,17,28,contradiction,1,3
original,erank,0.1,17,29,unresolved,0,5
original,erank,0.1,17,30,contradiction,1,7
original,erank,0.1,17,31,unresolved,0,5
original,erank,0.1,17,32,unresolved,0,2
original,erank,0.1,17,33,contradiction,3,3
original,erank,0.1,17,34,contradiction,1,4
original,erank,0.1,17,35,contradiction,1,6
original,erank,0.1,17,36,unresolved,0,3
original,erank,0.1,18,19,unresolved,0,5
original,erank,0.1,18,20,unresolved,0,1
original,erank,0.1,18,21,unanimous,0,10
original,erank,0.1,18,22,unresolved,0,0
original,erank,0.1,18,23,unresolved,0,1
original,erank,0.1,18,24,unresolved,0,4
original,erank,0.1,18,25,unresolved,0,2
original,erank,0.1,18,26,unresolved,0,4
original,erank,0.1,18,27,contradiction,1,1
original,erank,0.1,18,28,unresolved,0,2
original,erank,0.1,18,29,unresolved,0,6
original,erank,0.1,18,30,unresolved,0,4
original,erank,0.1,18,31,unresolved,0,3
original,erank,0.1,18,32,unresolved,0,0
original,erank,0.1,18,33,contradiction,2,2
original,erank,0.1,18,34,unresolved,0,3
original,erank,0.1,18,35,unresolved,0,7
original,erank,0.1,18,36,unresolved,0,0
original,erank,0.1,19,20,unresolved,5,0
original,erank,0.1,19,21,unresolved,0,5
original,erank,0.1,19,22,unresolved,7,0
original,erank,0.1,19,23,unresolved,5,0
original,erank,0.1,19,24,contradiction,3,2
original,erank,0.1,19,25,unresolved,4,0
original,erank,0.1,19,26,contradiction,2,2
original,erank,0.1,19,27,unresolved,7,0
original,erank,0.1,19,28,contradiction,6,1
original,erank,0.1,19,29,contradiction,2,1
original,erank,0.1,19,30,contradiction,1,1
original,erank,0.1,19,31,unresolved,2,0
original,erank,0.1,19,32,unresolved,7,0
original,erank,0.1,19,33,unresolved,6,0
original,erank,0.1,19,34,unresolved,2,0
original,erank,0.1,19,35,unresolved,0,0
original,erank,0.1,19,36,unresolved,6,0
original,erank,0.1,20,21,unresolved,0,8
original,erank,0.1,20,22,contradiction,2,1
original,erank,0.1,20,23,unresolved,0,0
original,erank,0.1,20,24,unresolved,0,4
original,erank,0.1,20,25,contradiction,1,3
original,erank,0.1,20,26,contradiction,1,4
original,erank,0.1,20,27,contradiction,4,1
original,erank,0.1,20,28,contradiction,3,2
original,erank,0.1,20,29,unresolved,0,4
original,erank,0.1,20,30,contradiction,1,3
original,erank,0.1,20,31,contradiction,1,2
original,erank,0.1,20,32,unresolved,1,0
original,erank,0.1,20,33,unresolved,0,0
original,erank,0.1,20,34,unresolved,0,4
original,erank,0.1,20,35,unresolved,0,5
original,erank,0.1,20,36,unresolved,1,0
original,erank,0.1,21,22,unanimous,10,0
original,erank,0.1,21,23,unanimous,10,0
original,erank,0.1,21,24,unresolved,6,0
original,erank,0.1,21,25,unresolved,9,0
original,erank,0.1,21,26,contradiction,5,2
original,erank,0.1,21,27,unanimous,10,0
original,erank,0.1,21,28,unresolved,8,0
original,erank,0.1,21,29,unresolved,6,0
original,erank,0.1,21,30,unresolved,6,0
original,erank,0.1,21,31,unresolved,7,0
original,erank,0.1,21,32,unanimous,10,0
original,erank,0.1,21,33,unresolved,8,0
original,erank,0.1,21,34,unresolved,6,0
original,erank,0.1,21,35,unresolved,6,0
original,erank,0.1,21,36,unanimous,10,0
original,erank,0.1,22,23,unresolved,0,3
original,erank,0.1,22,24,unresolved,0,4
original,erank,0.1,22,25,unresolved,0,2
original,erank,0.1,22,26,unresolved,0,6
original,erank,0.1,22,27,contradiction,1,1
original,erank,0.1,22,28,unresolved,0,3
original,erank,0.1,22,29,unresolved,0,5
original,erank,0.1,22,30,unresolved,0,5
original,erank,0.1,22,31,unresolved,0,5
original,erank,0.1,22,32,contradiction,1,2
original,erank,0.1,22,33,contradiction,2,3
original,erank,0.1,22,34,unresolved,0,4
original,erank,0.1,22,35,unresolved,0,6
original,erank,0.1,22,36,contradiction,1,2
original,erank,0.1,23,24,unresolved,0,2
original,erank,0.1,23,25,unresolved,0,1
original,erank,0.1,23,26,unresolved,0,4
original,erank,0.1,23,27,contradiction,4,1
original,erank,0.1,23,28,contradiction,1,1
original,erank,0.1,23,29,unresolved,0,4
original,erank,0.1,23,30,unresolved,0,2
original,erank,0.1,23,31,unresolved,0,3
original,erank,0.1,23,32,unresolved,0,0
original,erank,0.1,23,33,unresolved,3,0
original,erank,0.1,23,34,unresolved,0,3
original,erank,0.1,23,35,unresolved,0,5
original,erank,0.1,23,36,unresolved,0,0
original,erank,0.1,24,25,unresolved,1,0
original,erank,0.1,24,26,contradiction,2,4
original,erank,0.1,24,27,unresolved,5,0
original,erank,0.1,24,28,unresolved,1,0
original,erank,0.1,24,29,unresolved,0,1
original,erank,0.1,24,30,unresolved,0,0
original,erank,0.1,24,31,contradiction,1,1
original,erank,0.1,24,32,unresolved,4,0
original,erank,0.1,24,33,contradiction,4,2
original,erank,0.1,24,34,contradiction,1,1
original,erank,0.1,24,35,contradiction,1,3
original,erank,0.1,24,36,unresolved,4,0
original,erank,0.1,25,26,contradiction,1,4
original,erank,0.1,25,27,unresolved,4,0
original,erank,0.1,25,28,unresolved,0,1
original,erank,0.1,25,29,unresolved,0,3
original,erank,0.1,25,30,unresolved,0,2
original,erank,0.1,25,31,unresolved,0,1
original,erank,0.1,25,32,unresolved,3,0
original,erank,0.1,25,33,contradiction,4,2
original,erank,0.1,25,34,unresolved,0,2
original,erank,0.1,25,35,unresolved,0,3
original,erank,0.1,25,36,unresolved,2,0
original,erank,0.1,26,27,unresolved,6,0
original,erank,0.1,26,28,unresolved,4,0
original,erank,0.1,26,29,contradiction,3,2
original,erank,0.1,26,30,contradiction,2,1
original,erank,0.1,26,31,contradiction,3,1
original,erank,0.1,26,32,unresolved,4,0
original,erank,0.1,26,33,unresolved,3,0
original,erank,0.1,26,34,contradiction,3,2
original,erank,0.1,26,35,contradiction,4,3
original,erank,0.1,26,36,unresolved,5,0
original,erank,0.1,27,28,unresolved,0,2
original,erank,0.1,27,29,unresolved,0,6
original,erank,0.1,27,30,unresolved,0,8
original,erank,0.1,27,31,unresolved,0,5
original,erank,0.1,27,32,contradiction,1,4
original,erank,0.1,27,33,contradiction,2,4
original,erank,0.1,27,34,unresolved,0,6
original,erank,0.1,27,35,unresolved,0,8
original,erank,0.1,27,36,contradiction,1,2
original,erank,0.1,28,29,unresolved,0,3
original,erank,0.1,28,30,unresolved,0,3
original,erank,0.1,28,31,unresolved,0,3
original,erank,0.1,28,32,contradiction,2,1
original,erank,0.1,28,33,contradiction,4,3
original,erank,0.1,28,34,contradiction,1,3
original,erank,0.1,28,35,contradiction,1,5
original,erank,0.1,28,36,contradiction,2,1
original,erank,0.1,29,30,unresolved,1,0
original,erank,0.1,29,31,contradiction,2,1
original,erank,0.1,29,32,unresolved,4,0
original,erank,0.1,29,33,contradiction,4,1
original,erank,0.1,29,34,unresolved,1,0
original,erank,0.1,29,35,unresolved,0,0
original,erank,0.1,29,36,unresolved,6,0
original,erank,0.1,30,31,unresolved,1,0
original,erank,0.1,30,32,unresolved,3,0
original,erank,0.1,30,33,contradiction,4,1
original,erank,0.1,30,34,contradiction,2,2
original,erank,0.1,30,35,contradiction,1,1
original,erank,0.1,30,36,unresolved,3,0
original,erank,0.1,31,32,unresolved,3,0
original,erank,0.1,31,33,unresolved,3,0
original,erank,0.1,31,34,contradiction,1,2
original,erank,0.1,31,35,contradiction,1,4
original,erank,0.1,31,36,unresolved,3,0
original,erank,0.1,32,33,unresolved,1,0
original,erank,0.1,32,34,unresolved,0,4
original,erank,0.1,32,35,unresolved,0,6
original,erank,0.1,32,36,unresolved,0,0
original,erank,0.1,33,34,contradiction,1,4
original,erank,0.1,33,35,unresolved,0,5
original,erank,0.1,33,36,unresolved,1,0
original,erank,0.1,34,35,unresolved,0,0
original,erank,0.1,34,36,unresolved,5,0
original,erank,0.1,35,36,unresolved,6,0
original,d80,0.1,11,12,contradiction,4,1
original,d80,0.1,11,13,contradiction,3,1
original,d80,0.1,11,14,unresolved,0,0
original,d80,0.1,11,15,unresolved,0,3
original,d80,0.1,11,16,unresolved,0,3
original,d80,0.1,11,17,unresolved,2,0
original,d80,0.1,11,18,unresolved,1,0
original,d80,0.1,11,19,unresolved,0,1
original,d80,0.1,11,20,unresolved,0,0
original,d80,0.1,11,21,unresolved,0,2
original,d80,0.1,11,22,unresolved,3,0
original,d80,0.1,11,23,unresolved,0,0
original,d80,0.1,11,24,unresolved,0,1
original,d80,0.1,11,25,unresolved,0,1
original,d80,0.1,11,26,contradiction,2,2
original,d80,0.1,11,27,unresolved,1,0
original,d80,0.1,11,28,contradiction,1,1
original,d80,0.1,11,29,unresolved,0,0
original,d80,0.1,11,30,unresolved,0,1
original,d80,0.1,11,31,unresolved,0,2
original,d80,0.1,11,32,unresolved,0,0
original,d80,0.1,11,33,contradiction,2,1
original,d80,0.1,11,34,unresolved,0,2
original,d80,0.1,11,35,unresolved,0,2
original,d80,0.1,11,36,unresolved,0,0
original,d80,0.1,12,13,contradiction,3,2
original,d80,0.1,12,14,unresolved,0,1
original,d80,0.1,12,15,unresolved,0,4
original,d80,0.1,12,16,unresolved,0,4
original,d80,0.1,12,17,contradiction,1,3
original,d80,0.1,12,18,unresolved,0,2
original,d80,0.1,12,19,unresolved,0,5
original,d80,0.1,12,20,unresolved,0,2
original,d80,0.1,12,21,unresolved,0,5
original,d80,0.1,12,22,contradiction,1,2
original,d80,0.1,12,23,contradiction,1,3
original,d80,0.1,12,24,contradiction,1,4
original,d80,0.1,12,25,contradiction,1,4
original,d80,0.1,12,26,unresolved,0,2
original,d80,0.1,12,27,contradiction,2,3
original,d80,0.1,12,28,contradiction,2,3
original,d80,0.1,12,29,contradiction,1,4
original,d80,0.1,12,30,contradiction,1,4
original,d80,0.1,12,31,unresolved,0,3
original,d80,0.1,12,32,contradiction,1,1
original,d80,0.1,12,33,unresolved,0,0
original,d80,0.1,12,34,contradiction,1,4
original,d80,0.1,12,35,contradiction,1,4
original,d80,0.1,12,36,unresolved,0,2
original,d80,0.1,13,14,contradiction,2,4
original,d80,0.1,13,15,unresolved,0,6
original,d80,0.1,13,16,unresolved,0,3
original,d80,0.1,13,17,contradiction,2,2
original,d80,0.1,13,18,contradiction,1,3
original,d80,0.1,13,19,unresolved,0,6
original,d80,0.1,13,20,contradiction,2,4
original,d80,0.1,13,21,unresolved,0,6
original,d80,0.1,13,22,contradiction,1,2
original,d80,0.1,13,23,contradiction,2,3
original,d80,0.1,13,24,unresolved,0,5
original,d80,0.1,13,25,contradiction,1,3
original,d80,0.1,13,26,unresolved,0,2
original,d80,0.1,13,27,unresolved,1,0
original,d80,0.1,13,28,unresolved,0,0
original,d80,0.1,13,29,unresolved,0,5
original,d80,0.1,13,30,unresolved,0,3
original,d80,0.1,13,31,unresolved,0,4
original,d80,0.1,13,32,contradiction,2,4
original,d80,0.1,13,33,contradiction,2,4
original,d80,0.1,13,34,contradiction,1,5
original,d80,0.1,13,35,unresolved,0,7
original,d80,0.1,13,36,contradiction,2,4
original,d80,0.1,14,15,unresolved,0,3
original,d80,0.1,14,16,unresolved,0,2
original,d80,0.1,14,17,unresolved,2,0
original,d80,0.1,14,18,unresolved,0,0
original,d80,0.1,14,19,unresolved,0,2
original,d80,0.1,14,20,unresolved,0,0
original,d80,0.1,14,21,unresolved,0,3
original,d80,0.1,14,22,contradiction,1,1
original,d80,0.1,14,23,unresolved,0,0
original,d80,0.1,14,24,unresolved,0,4
original,d80,0.1,14,25,unresolved,0,2
original,d80,0.1,14,26,contradiction,1,1
original,d80,0.1,14,27,contradiction,3,1
original,d80,0.1,14,28,contradiction,3,2
original,d80,0.1,14,29,unresolved,0,2
original,d80,0.1,14,30,unresolved,0,2
original,d80,0.1,14,31,unresolved,0,2
original,d80,0.1,14,32,unresolved,0,0
original,d80,0.1,14,33,unresolved,1,0
original,d80,0.1,14,34,contradiction,1,3
original,d80,0.1,14,35,unresolved,0,4
original,d80,0.1,14,36,unresolved,0,0
