representation,metric,cutoff,field_a,field_b,class,positive_models,negative_models
global_centered,pr,0.0,14,19,unresolved,0,9
global_centered,pr,0.0,14,20,contradiction,2,2
global_centered,pr,0.0,14,21,unanimous,0,10
global_centered,pr,0.0,14,22,contradiction,5,2
global_centered,pr,0.0,14,23,unresolved,0,6
global_centered,pr,0.0,14,24,contradiction,1,5
global_centered,pr,0.0,14,25,contradiction,4,5
global_centered,pr,0.0,14,26,unresolved,0,9
global_centered,pr,0.0,14,27,contradiction,8,2
global_centered,pr,0.0,14,28,contradiction,2,6
global_centered,pr,0.0,14,29,unresolved,0,9
global_centered,pr,0.0,14,30,unresolved,0,8
global_centered,pr,0.0,14,31,contradiction,1,8
global_centered,pr,0.0,14,32,contradiction,1,5
global_centered,pr,0.0,14,33,contradiction,5,4
global_centered,pr,0.0,14,34,contradiction,1,7
global_centered,pr,0.0,14,35,unresolved,0,9
global_centered,pr,0.0,14,36,contradiction,4,5
global_centered,pr,0.0,15,16,contradiction,5,2
global_centered,pr,0.0,15,17,unanimous,10,0
global_centered,pr,0.0,15,18,unanimous,10,0
global_centered,pr,0.0,15,19,unresolved,8,0
global_centered,pr,0.0,15,20,unanimous,10,0
global_centered,pr,0.0,15,21,unresolved,0,9
global_centered,pr,0.0,15,22,unanimous,10,0
global_centered,pr,0.0,15,23,unanimous,10,0
global_centered,pr,0.0,15,24,contradiction,8,1
global_centered,pr,0.0,15,25,unanimous,10,0
global_centered,pr,0.0,15,26,contradiction,6,3
global_centered,pr,0.0,15,27,unanimous,10,0
global_centered,pr,0.0,15,28,unresolved,9,0
global_centered,pr,0.0,15,29,unresolved,7,0
global_centered,pr,0.0,15,30,contradiction,7,2
global_centered,pr,0.0,15,31,unresolved,7,0
global_centered,pr,0.0,15,32,contradiction,9,1
global_centered,pr,0.0,15,33,unresolved,9,0
global_centered,pr,0.0,15,34,unresolved,9,0
global_centered,pr,0.0,15,35,contradiction,7,1
global_centered,pr,0.0,15,36,contradiction,8,1
global_centered,pr,0.0,16,17,contradiction,9,1
global_centered,pr,0.0,16,18,unresolved,9,0
global_centered,pr,0.0,16,19,contradiction,4,4
global_centered,pr,0.0,16,20,unanimous,10,0
global_centered,pr,0.0,16,21,unanimous,0,10
global_centered,pr,0.0,16,22,unanimous,10,0
global_centered,pr,0.0,16,23,contradiction,7,1
global_centered,pr,0.0,16,24,contradiction,5,3
global_centered,pr,0.0,16,25,contradiction,9,1
global_centered,pr,0.0,16,26,contradiction,4,5
global_centered,pr,0.0,16,27,unanimous,10,0
global_centered,pr,0.0,16,28,contradiction,6,1
global_centered,pr,0.0,16,29,contradiction,3,4
global_centered,pr,0.0,16,30,contradiction,4,3
global_centered,pr,0.0,16,31,contradiction,6,1
global_centered,pr,0.0,16,32,contradiction,8,1
global_centered,pr,0.0,16,33,unresolved,8,0
global_centered,pr,0.0,16,34,contradiction,5,4
global_centered,pr,0.0,16,35,contradiction,2,3
global_centered,pr,0.0,16,36,contradiction,9,1
global_centered,pr,0.0,17,18,contradiction,4,4
global_centered,pr,0.0,17,19,contradiction,1,7
global_centered,pr,0.0,17,20,contradiction,4,5
global_centered,pr,0.0,17,21,unanimous,0,10
global_centered,pr,0.0,17,22,contradiction,5,3
global_centered,pr,0.0,17,23,contradiction,2,6
global_centered,pr,0.0,17,24,contradiction,2,7
global_centered,pr,0.0,17,25,contradiction,2,6
global_centered,pr,0.0,17,26,unanimous,0,10
global_centered,pr,0.0,17,27,contradiction,4,4
global_centered,pr,0.0,17,28,contradiction,2,7
global_centered,pr,0.0,17,29,contradiction,1,8
global_centered,pr,0.0,17,30,contradiction,1,8
global_centered,pr,0.0,17,31,unanimous,0,10
global_centered,pr,0.0,17,32,contradiction,3,6
global_centered,pr,0.0,17,33,contradiction,3,5
global_centered,pr,0.0,17,34,contradiction,1,8
global_centered,pr,0.0,17,35,contradiction,1,8
global_centered,pr,0.0,17,36,contradiction,3,5
global_centered,pr,0.0,18,19,unresolved,0,9
global_centered,pr,0.0,18,20,contradiction,4,4
global_centered,pr,0.0,18,21,unanimous,0,10
global_centered,pr,0.0,18,22,contradiction,5,1
global_centered,pr,0.0,18,23,unresolved,0,6
global_centered,pr,0.0,18,24,contradiction,2,7
global_centered,pr,0.0,18,25,contradiction,1,6
global_centered,pr,0.0,18,26,unanimous,0,10
global_centered,pr,0.0,18,27,contradiction,7,1
global_centered,pr,0.0,18,28,unresolved,0,6
global_centered,pr,0.0,18,29,unresolved,0,9
global_centered,pr,0.0,18,30,contradiction,1,9
global_centered,pr,0.0,18,31,unanimous,0,10
global_centered,pr,0.0,18,32,unresolved,0,4
global_centered,pr,0.0,18,33,contradiction,5,5
global_centered,pr,0.0,18,34,contradiction,1,9
global_centered,pr,0.0,18,35,unresolved,0,9
global_centered,pr,0.0,18,36,contradiction,3,4
global_centered,pr,0.0,19,20,unanimous,10,0
global_centered,pr,0.0,19,21,unanimous,0,10
global_centered,pr,0.0,19,22,unanimous,10,0
global_centered,pr,0.0,19,23,unresolved,9,0
global_centered,pr,0.0,19,24,contradiction,6,3
global_centered,pr,0.0,19,25,unanimous,10,0
global_centered,pr,0.0,19,26,contradiction,4,5
global_centered,pr,0.0,19,27,contradiction,9,1
global_centered,pr,0.0,19,28,contradiction,7,2
global_centered,pr,0.0,19,29,contradiction,4,5
global_centered,pr,0.0,19,30,contradiction,4,3
global_centered,pr,0.0,19,31,contradiction,6,2
global_centered,pr,0.0,19,32,contradiction,8,1
global_centered,pr,0.0,19,33,contradiction,9,1
global_centered,pr,0.0,19,34,contradiction,4,4
global_centered,pr,0.0,19,35,contradiction,3,4
global_centered,pr,0.0,19,36,contradiction,9,1
global_centered,pr,0.0,20,21,unanimous,0,10
global_centered,pr,0.0,20,22,contradiction,6,2
global_centered,pr,0.0,20,23,unresolved,0,7
global_centered,pr,0.0,20,24,contradiction,2,4
global_centered,pr,0.0,20,25,contradiction,3,5
global_centered,pr,0.0,20,26,unresolved,0,9
global_centered,pr,0.0,20,27,contradiction,8,2
global_centered,pr,0.0,20,28,contradiction,2,5
global_centered,pr,0.0,20,29,unanimous,0,10
global_centered,pr,0.0,20,30,contradiction,1,9
global_centered,pr,0.0,20,31,contradiction,1,7
global_centered,pr,0.0,20,32,contradiction,2,5
global_centered,pr,0.0,20,33,contradiction,4,3
global_centered,pr,0.0,20,34,unresolved,0,8
global_centered,pr,0.0,20,35,unanimous,0,10
global_centered,pr,0.0,20,36,contradiction,4,5
global_centered,pr,0.0,21,22,unanimous,10,0
global_centered,pr,0.0,21,23,unanimous,10,0
global_centered,pr,0.0,21,24,unanimous,10,0
global_centered,pr,0.0,21,25,unanimous,10,0
global_centered,pr,0.0,21,26,unresolved,9,0
global_centered,pr,0.0,21,27,unanimous,10,0
global_centered,pr,0.0,21,28,unanimous,10,0
global_centered,pr,0.0,21,29,unanimous,10,0
global_centered,pr,0.0,21,30,unanimous,10,0
global_centered,pr,0.0,21,31,unanimous,10,0
global_centered,pr,0.0,21,32,unanimous,10,0
global_centered,pr,0.0,21,33,unanimous,10,0
global_centered,pr,0.0,21,34,unanimous,10,0
global_centered,pr,0.0,21,35,unanimous,10,0
global_centered,pr,0.0,21,36,unanimous,10,0
global_centered,pr,0.0,22,23,contradiction,1,7
global_centered,pr,0.0,22,24,unresolved,0,8
global_centered,pr,0.0,22,25,unresolved,0,6
global_centered,pr,0.0,22,26,unanimous,0,10
global_centered,pr,0.0,22,27,contradiction,5,4
global_centered,pr,0.0,22,28,unresolved,0,8
global_centered,pr,0.0,22,29,unanimous,0,10
global_centered,pr,0.0,22,30,unanimous,0,10
global_centered,pr,0.0,22,31,unresolved,0,9
global_centered,pr,0.0,22,32,contradiction,1,8
global_centered,pr,0.0,22,33,contradiction,3,7
global_centered,pr,0.0,22,34,contradiction,1,9
global_centered,pr,0.0,22,35,unanimous,0,10
global_centered,pr,0.0,22,36,contradiction,3,6
global_centered,pr,0.0,23,24,contradiction,4,4
global_centered,pr,0.0,23,25,contradiction,5,1
global_centered,pr,0.0,23,26,contradiction,1,6
global_centered,pr,0.0,23,27,contradiction,8,1
global_centered,pr,0.0,23,28,contradiction,3,5
global_centered,pr,0.0,23,29,unresolved,0,9
global_centered,pr,0.0,23,30,contradiction,1,8
global_centered,pr,0.0,23,31,contradiction,3,4
global_centered,pr,0.0,23,32,contradiction,4,1
global_centered,pr,0.0,23,33,contradiction,6,3
global_centered,pr,0.0,23,34,contradiction,1,5
global_centered,pr,0.0,23,35,unresolved,0,9
global_centered,pr,0.0,23,36,contradiction,5,2
global_centered,pr,0.0,24,25,contradiction,8,1
global_centered,pr,0.0,24,26,contradiction,3,6
global_centered,pr,0.0,24,27,unanimous,10,0
global_centered,pr,0.0,24,28,contradiction,5,2
global_centered,pr,0.0,24,29,contradiction,1,6
global_centered,pr,0.0,24,30,contradiction,3,5
global_centered,pr,0.0,24,31,contradiction,5,4
global_centered,pr,0.0,24,32,contradiction,5,2
global_centered,pr,0.0,24,33,contradiction,5,4
global_centered,pr,0.0,24,34,contradiction,2,6
global_centered,pr,0.0,24,35,contradiction,2,7
global_centered,pr,0.0,24,36,contradiction,7,2
global_centered,pr,0.0,25,26,contradiction,1,9
global_centered,pr,0.0,25,27,contradiction,8,1
global_centered,pr,0.0,25,28,contradiction,2,6
global_centered,pr,0.0,25,29,unanimous,0,10
global_centered,pr,0.0,25,30,unanimous,0,10
global_centered,pr,0.0,25,31,contradiction,1,7
global_centered,pr,0.0,25,32,contradiction,4,4
global_centered,pr,0.0,25,33,contradiction,6,4
global_centered,pr,0.0,25,34,contradiction,1,8
global_centered,pr,0.0,25,35,unanimous,0,10
global_centered,pr,0.0,25,36,contradiction,7,3
global_centered,pr,0.0,26,27,unanimous,10,0
global_centered,pr,0.0,26,28,contradiction,7,2
global_centered,pr,0.0,26,29,contradiction,5,3
global_centered,pr,0.0,26,30,contradiction,6,4
global_centered,pr,0.0,26,31,contradiction,8,1
global_centered,pr,0.0,26,32,unresolved,9,0
global_centered,pr,0.0,26,33,unresolved,8,0
global_centered,pr,0.0,26,34,contradiction,5,2
global_centered,pr,0.0,26,35,contradiction,4,5
global_centered,pr,0.0,26,36,contradiction,9,1
global_centered,pr,0.0,27,28,unresolved,0,9
global_centered,pr,0.0,27,29,unanimous,0,10
global_centered,pr,0.0,27,30,unanimous,0,10
global_centered,pr,0.0,27,31,unresolved,0,9
global_centered,pr,0.0,27,32,contradiction,1,8
global_centered,pr,0.0,27,33,contradiction,3,6
global_centered,pr,0.0,27,34,unresolved,0,9
global_centered,pr,0.0,27,35,unresolved,0,9
global_centered,pr,0.0,27,36,contradiction,2,7
global_centered,pr,0.0,28,29,unresolved,0,9
global_centered,pr,0.0,28,30,contradiction,2,7
global_centered,pr,0.0,28,31,contradiction,3,5
global_centered,pr,0.0,28,32,contradiction,6,4
global_centered,pr,0.0,28,33,contradiction,5,4
global_centered,pr,0.0,28,34,contradiction,2,7
global_centered,pr,0.0,28,35,contradiction,2,8
global_centered,pr,0.0,28,36,contradiction,6,4
global_centered,pr,0.0,29,30,contradiction,5,3
global_centered,pr,0.0,29,31,contradiction,8,2
global_centered,pr,0.0,29,32,contradiction,8,1
global_centered,pr,0.0,29,33,contradiction,8,1
global_centered,pr,0.0,29,34,unresolved,5,0
global_centered,pr,0.0,29,35,contradiction,2,2
global_centered,pr,0.0,29,36,contradiction,7,1
global_centered,pr,0.0,30,31,contradiction,7,2
global_centered,pr,0.0,30,32,unresolved,8,0
global_centered,pr,0.0,30,33,contradiction,7,1
global_centered,pr,0.0,30,34,contradiction,6,4
global_centered,pr,0.0,30,35,contradiction,2,5
global_centered,pr,0.0,30,36,unresolved,9,0
global_centered,pr,0.0,31,32,contradiction,8,2
global_centered,pr,0.0,31,33,contradiction,6,3
global_centered,pr,0.0,31,34,contradiction,2,6
global_centered,pr,0.0,31,35,contradiction,2,8
global_centered,pr,0.0,31,36,contradiction,8,2
global_centered,pr,0.0,32,33,contradiction,5,2
global_centered,pr,0.0,32,34,contradiction,2,7
global_centered,pr,0.0,32,35,contradiction,1,7
global_centered,pr,0.0,32,36,contradiction,4,1
global_centered,pr,0.0,33,34,contradiction,2,6
global_centered,pr,0.0,33,35,unresolved,0,8
global_centered,pr,0.0,33,36,contradiction,3,4
global_centered,pr,0.0,34,35,contradiction,1,6
global_centered,pr,0.0,34,36,contradiction,7,3
global_centered,pr,0.0,35,36,contradiction,7,1
original,angle_p50,0.01,11,12,contradiction,4,3
original,angle_p50,0.01,11,13,contradiction,4,3
original,angle_p50,0.01,11,14,contradiction,2,4
original,angle_p50,0.01,11,15,unresolved,0,8
original,angle_p50,0.01,11,16,contradiction,2,5
original,angle_p50,0.01,11,17,contradiction,4,2
original,angle_p50,0.01,11,18,contradiction,3,3
original,angle_p50,0.01,11,19,contradiction,1,3
original,angle_p50,0.01,11,20,contradiction,5,2
original,angle_p50,0.01,11,21,contradiction,5,1
original,angle_p50,0.01,11,22,unresolved,4,0
original,angle_p50,0.01,11,23,contradiction,5,1
original,angle_p50,0.01,11,24,unresolved,0,6
original,angle_p50,0.01,11,25,contradiction,1,7
original,angle_p50,0.01,11,26,contradiction,6,1
original,angle_p50,0.01,11,27,contradiction,4,3
original,angle_p50,0.01,11,28,contradiction,3,3
original,angle_p50,0.01,11,29,contradiction,2,1
original,angle_p50,0.01,11,30,unresolved,0,5
original,angle_p50,0.01,11,31,contradiction,3,3
original,angle_p50,0.01,11,32,contradiction,4,2
original,angle_p50,0.01,11,33,contradiction,6,2
original,angle_p50,0.01,11,34,unresolved,0,8
original,angle_p50,0.01,11,35,unanimous,0,10
original,angle_p50,0.01,11,36,contradiction,3,2
original,angle_p50,0.01,12,13,contradiction,4,3
original,angle_p50,0.01,12,14,contradiction,2,6
original,angle_p50,0.01,12,15,contradiction,2,6
original,angle_p50,0.01,12,16,contradiction,3,6
original,angle_p50,0.01,12,17,contradiction,5,5
original,angle_p50,0.01,12,18,contradiction,5,3
original,angle_p50,0.01,12,19,contradiction,2,5
original,angle_p50,0.01,12,20,contradiction,3,3
original,angle_p50,0.01,12,21,contradiction,4,3
original,angle_p50,0.01,12,22,contradiction,5,3
original,angle_p50,0.01,12,23,contradiction,4,3
original,angle_p50,0.01,12,24,contradiction,3,6
original,angle_p50,0.01,12,25,contradiction,2,5
original,angle_p50,0.01,12,26,contradiction,6,2
original,angle_p50,0.01,12,27,contradiction,6,3
original,angle_p50,0.01,12,28,contradiction,3,3
original,angle_p50,0.01,12,29,contradiction,4,3
original,angle_p50,0.01,12,30,contradiction,4,5
original,angle_p50,0.01,12,31,contradiction,5,3
original,angle_p50,0.01,12,32,contradiction,3,3
original,angle_p50,0.01,12,33,contradiction,4,1
original,angle_p50,0.01,12,34,contradiction,2,6
original,angle_p50,0.01,12,35,unresolved,0,9
original,angle_p50,0.01,12,36,contradiction,4,3
original,angle_p50,0.01,13,14,contradiction,3,7
original,angle_p50,0.01,13,15,unresolved,0,7
original,angle_p50,0.01,13,16,contradiction,2,5
original,angle_p50,0.01,13,17,contradiction,6,3
original,angle_p50,0.01,13,18,contradiction,5,3
original,angle_p50,0.01,13,19,contradiction,3,6
original,angle_p50,0.01,13,20,contradiction,3,5
original,angle_p50,0.01,13,21,contradiction,3,2
original,angle_p50,0.01,13,22,contradiction,7,2
original,angle_p50,0.01,13,23,contradiction,3,2
original,angle_p50,0.01,13,24,unanimous,0,10
original,angle_p50,0.01,13,25,unresolved,0,8
original,angle_p50,0.01,13,26,contradiction,5,1
original,angle_p50,0.01,13,27,contradiction,3,2
original,angle_p50,0.01,13,28,contradiction,1,2
original,angle_p50,0.01,13,29,contradiction,1,2
original,angle_p50,0.01,13,30,contradiction,1,5
original,angle_p50,0.01,13,31,contradiction,2,4
original,angle_p50,0.01,13,32,contradiction,3,2
original,angle_p50,0.01,13,33,contradiction,3,3
original,angle_p50,0.01,13,34,unresolved,0,9
original,angle_p50,0.01,13,35,unanimous,0,10
original,angle_p50,0.01,13,36,contradiction,3,3
original,angle_p50,0.01,14,15,contradiction,1,5
original,angle_p50,0.01,14,16,contradiction,4,5
original,angle_p50,0.01,14,17,contradiction,5,2
original,angle_p50,0.01,14,18,unresolved,4,0
original,angle_p50,0.01,14,19,contradiction,2,3
original,angle_p50,0.01,14,20,contradiction,7,1
original,angle_p50,0.01,14,21,unresolved,7,0
original,angle_p50,0.01,14,22,contradiction,7,1
original,angle_p50,0.01,14,23,unresolved,7,0
original,angle_p50,0.01,14,24,contradiction,1,5
original,angle_p50,0.01,14,25,contradiction,1,6
original,angle_p50,0.01,14,26,contradiction,7,2
original,angle_p50,0.01,14,27,contradiction,7,3
original,angle_p50,0.01,14,28,contradiction,6,3
original,angle_p50,0.01,14,29,contradiction,4,1
original,angle_p50,0.01,14,30,contradiction,3,5
original,angle_p50,0.01,14,31,contradiction,5,2
original,angle_p50,0.01,14,32,unresolved,5,0
original,angle_p50,0.01,14,33,unresolved,8,0
original,angle_p50,0.01,14,34,contradiction,1,6
original,angle_p50,0.01,14,35,unanimous,0,10
original,angle_p50,0.01,14,36,unresolved,7,0
original,angle_p50,0.01,15,16,contradiction,4,3
original,angle_p50,0.01,15,17,unanimous,10,0
original,angle_p50,0.01,15,18,unresolved,8,0
original,angle_p50,0.01,15,19,contradiction,6,1
original,angle_p50,0.01,15,20,contradiction,7,1
original,angle_p50,0.01,15,21,unresolved,9,0
original,angle_p50,0.01,15,22,unanimous,10,0
original,angle_p50,0.01,15,23,unanimous,10,0
original,angle_p50,0.01,15,24,contradiction,4,5
original,angle_p50,0.01,15,25,unresolved,0,3
original,angle_p50,0.01,15,26,contradiction,8,1
original,angle_p50,0.01,15,27,unresolved,8,0
original,angle_p50,0.01,15,28,unresolved,7,0
original,angle_p50,0.01,15,29,unresolved,7,0
original,angle_p50,0.01,15,30,contradiction,5,3
original,angle_p50,0.01,15,31,unresolved,8,0
original,angle_p50,0.01,15,32,unresolved,7,0
original,angle_p50,0.01,15,33,contradiction,8,1
original,angle_p50,0.01,15,34,contradiction,3,4
original,angle_p50,0.01,15,35,unresolved,0,9
original,angle_p50,0.01,15,36,unresolved,7,0
original,angle_p50,0.01,16,17,contradiction,6,3
original,angle_p50,0.01,16,18,contradiction,4,3
original,angle_p50,0.01,16,19,contradiction,5,2
original,angle_p50,0.01,16,20,contradiction,5,2
original,angle_p50,0.01,16,21,contradiction,7,1
original,angle_p50,0.01,16,22,contradiction,7,2
original,angle_p50,0.01,16,23,contradiction,7,2
original,angle_p50,0.01,16,24,contradiction,3,4
original,angle_p50,0.01,16,25,contradiction,3,5
original,angle_p50,0.01,16,26,contradiction,6,1
original,angle_p50,0.01,16,27,contradiction,6,3
original,angle_p50,0.01,16,28,contradiction,6,3
original,angle_p50,0.01,16,29,contradiction,5,2
original,angle_p50,0.01,16,30,contradiction,3,2
original,angle_p50,0.01,16,31,contradiction,4,2
original,angle_p50,0.01,16,32,contradiction,4,1
original,angle_p50,0.01,16,33,unresolved,6,0
original,angle_p50,0.01,16,34,contradiction,2,5
original,angle_p50,0.01,16,35,unanimous,0,10
original,angle_p50,0.01,16,36,unresolved,6,0
original,angle_p50,0.01,17,18,contradiction,1,5
original,angle_p50,0.01,17,19,contradiction,1,5
original,angle_p50,0.01,17,20,contradiction,4,5
original,angle_p50,0.01,17,21,contradiction,4,5
original,angle_p50,0.01,17,22,contradiction,1,1
original,angle_p50,0.01,17,23,contradiction,5,5
original,angle_p50,0.01,17,24,unresolved,0,7
original,angle_p50,0.01,17,25,unresolved,0,9
original,angle_p50,0.01,17,26,contradiction,4,3
original,angle_p50,0.01,17,27,contradiction,3,5
original,angle_p50,0.01,17,28,contradiction,1,7
original,angle_p50,0.01,17,29,contradiction,2,4
original,angle_p50,0.01,17,30,contradiction,3,6
original,angle_p50,0.01,17,31,unresolved,0,6
original,angle_p50,0.01,17,32,contradiction,3,5
original,angle_p50,0.01,17,33,contradiction,5,5
original,angle_p50,0.01,17,34,unresolved,0,8
original,angle_p50,0.01,17,35,unanimous,0,10
original,angle_p50,0.01,17,36,contradiction,4,5
original,angle_p50,0.01,18,19,contradiction,1,5
original,angle_p50,0.01,18,20,contradiction,2,4
original,angle_p50,0.01,18,21,contradiction,4,1
original,angle_p50,0.01,18,22,contradiction,5,1
original,angle_p50,0.01,18,23,contradiction,6,1
original,angle_p50,0.01,18,24,contradiction,1,7
original,angle_p50,0.01,18,25,unresolved,0,9
original,angle_p50,0.01,18,26,contradiction,6,3
original,angle_p50,0.01,18,27,contradiction,3,3
original,angle_p50,0.01,18,28,contradiction,2,4
original,angle_p50,0.01,18,29,contradiction,2,4
original,angle_p50,0.01,18,30,contradiction,3,5
original,angle_p50,0.01,18,31,contradiction,1,3
original,angle_p50,0.01,18,32,contradiction,1,3
original,angle_p50,0.01,18,33,contradiction,5,1
original,angle_p50,0.01,18,34,contradiction,1,7
original,angle_p50,0.01,18,35,unanimous,0,10
original,angle_p50,0.01,18,36,contradiction,5,3
original,angle_p50,0.01,19,20,contradiction,4,1
original,angle_p50,0.01,19,21,unresolved,5,0
original,angle_p50,0.01,19,22,unresolved,5,0
original,angle_p50,0.01,19,23,unresolved,7,0
original,angle_p50,0.01,19,24,contradiction,2,5
original,angle_p50,0.01,19,25,contradiction,1,4
original,angle_p50,0.01,19,26,contradiction,6,3
original,angle_p50,0.01,19,27,contradiction,6,2
original,angle_p50,0.01,19,28,contradiction,4,2
original,angle_p50,0.01,19,29,contradiction,3,3
original,angle_p50,0.01,19,30,contradiction,3,5
original,angle_p50,0.01,19,31,contradiction,5,2
original,angle_p50,0.01,19,32,contradiction,4,1
original,angle_p50,0.01,19,33,contradiction,7,1
original,angle_p50,0.01,19,34,contradiction,1,6
original,angle_p50,0.01,19,35,unanimous,0,10
original,angle_p50,0.01,19,36,contradiction,6,1
original,angle_p50,0.01,20,21,contradiction,4,1
original,angle_p50,0.01,20,22,contradiction,5,3
original,angle_p50,0.01,20,23,unresolved,4,0
original,angle_p50,0.01,20,24,contradiction,1,6
original,angle_p50,0.01,20,25,contradiction,1,8
original,angle_p50,0.01,20,26,contradiction,7,2
original,angle_p50,0.01,20,27,contradiction,6,3
original,angle_p50,0.01,20,28,contradiction,3,3
original,angle_p50,0.01,20,29,contradiction,4,3
original,angle_p50,0.01,20,30,contradiction,3,4
original,angle_p50,0.01,20,31,contradiction,3,3
original,angle_p50,0.01,20,32,contradiction,2,2
original,angle_p50,0.01,20,33,unresolved,6,0
original,angle_p50,0.01,20,34,contradiction,1,5
original,angle_p50,0.01,20,35,unanimous,0,10
original,angle_p50,0.01,20,36,unresolved,3,0
original,angle_p50,0.01,21,22,contradiction,5,1
original,angle_p50,0.01,21,23,unresolved,1,0
original,angle_p50,0.01,21,24,contradiction,1,8
original,angle_p50,0.01,21,25,unresolved,0,8
original,angle_p50,0.01,21,26,contradiction,5,3
original,angle_p50,0.01,21,27,contradiction,4,3
original,angle_p50,0.01,21,28,contradiction,1,4
original,angle_p50,0.01,21,29,contradiction,1,5
original,angle_p50,0.01,21,30,contradiction,2,6
original,angle_p50,0.01,21,31,contradiction,1,4
original,angle_p50,0.01,21,32,contradiction,1,4
original,angle_p50,0.01,21,33,contradiction,3,2
original,angle_p50,0.01,21,34,unresolved,0,8
original,angle_p50,0.01,21,35,unanimous,0,10
original,angle_p50,0.01,21,36,contradiction,3,4
original,angle_p50,0.01,22,23,contradiction,4,5
original,angle_p50,0.01,22,24,unresolved,0,9
original,angle_p50,0.01,22,25,unanimous,0,10
original,angle_p50,0.01,22,26,contradiction,4,4
original,angle_p50,0.01,22,27,contradiction,2,7
original,angle_p50,0.01,22,28,unresolved,0,8
original,angle_p50,0.01,22,29,contradiction,1,5
original,angle_p50,0.01,22,30,contradiction,2,6
original,angle_p50,0.01,22,31,unresolved,0,6
original,angle_p50,0.01,22,32,contradiction,1,5
original,angle_p50,0.01,22,33,contradiction,4,5
original,angle_p50,0.01,22,34,unresolved,0,9
original,angle_p50,0.01,22,35,unanimous,0,10
original,angle_p50,0.01,22,36,contradiction,4,5
original,angle_p50,0.01,23,24,contradiction,1,9
original,angle_p50,0.01,23,25,unresolved,0,9
original,angle_p50,0.01,23,26,contradiction,5,3
original,angle_p50,0.01,23,27,contradiction,2,3
original,angle_p50,0.01,23,28,contradiction,1,3
original,angle_p50,0.01,23,29,contradiction,1,6
original,angle_p50,0.01,23,30,contradiction,1,6
original,angle_p50,0.01,23,31,contradiction,1,3
original,angle_p50,0.01,23,32,contradiction,1,3
original,angle_p50,0.01,23,33,contradiction,3,2
original,angle_p50,0.01,23,34,contradiction,1,9
original,angle_p50,0.01,23,35,unanimous,0,10
original,angle_p50,0.01,23,36,contradiction,2,3
original,angle_p50,0.01,24,25,contradiction,4,3
original,angle_p50,0.01,24,26,contradiction,9,1
original,angle_p50,0.01,24,27,unanimous,10,0
original,angle_p50,0.01,24,28,unresolved,8,0
original,angle_p50,0.01,24,29,unresolved,9,0
original,angle_p50,0.01,24,30,contradiction,5,1
original,angle_p50,0.01,24,31,contradiction,8,1
original,angle_p50,0.01,24,32,contradiction,8,1
original,angle_p50,0.01,24,33,contradiction,8,1
original,angle_p50,0.01,24,34,contradiction,3,2
original,angle_p50,0.01,24,35,unresolved,0,8
original,angle_p50,0.01,24,36,contradiction,8,1
original,angle_p50,0.01,25,26,contradiction,8,1
original,angle_p50,0.01,25,27,unresolved,9,0
original,angle_p50,0.01,25,28,unresolved,8,0
original,angle_p50,0.01,25,29,unresolved,7,0
original,angle_p50,0.01,25,30,contradiction,7,3
original,angle_p50,0.01,25,31,unanimous,10,0
original,angle_p50,0.01,25,32,unresolved,7,0
original,angle_p50,0.01,25,33,contradiction,9,1
original,angle_p50,0.01,25,34,contradiction,2,3
original,angle_p50,0.01,25,35,unanimous,0,10
original,angle_p50,0.01,25,36,contradiction,7,1
original,angle_p50,0.01,26,27,contradiction,3,6
original,angle_p50,0.01,26,28,contradiction,3,7
original,angle_p50,0.01,26,29,contradiction,1,6
original,angle_p50,0.01,26,30,contradiction,1,8
original,angle_p50,0.01,26,31,contradiction,2,8
original,angle_p50,0.01,26,32,contradiction,3,6
original,angle_p50,0.01,26,33,contradiction,3,4
original,angle_p50,0.01,26,34,contradiction,1,9
original,angle_p50,0.01,26,35,unanimous,0,10
original,angle_p50,0.01,26,36,contradiction,2,4
original,angle_p50,0.01,27,28,unresolved,0,4
original,angle_p50,0.01,27,29,contradiction,3,5
original,angle_p50,0.01,27,30,contradiction,2,5
original,angle_p50,0.01,27,31,contradiction,3,3
original,angle_p50,0.01,27,32,contradiction,3,5
original,angle_p50,0.01,27,33,contradiction,3,4
original,angle_p50,0.01,27,34,unresolved,0,7
original,angle_p50,0.01,27,35,unanimous,0,10
original,angle_p50,0.01,27,36,contradiction,3,5
original,angle_p50,0.01,28,29,contradiction,5,3
original,angle_p50,0.01,28,30,contradiction,4,4
original,angle_p50,0.01,28,31,contradiction,3,2
original,angle_p50,0.01,28,32,contradiction,3,2
original,angle_p50,0.01,28,33,contradiction,5,3
original,angle_p50,0.01,28,34,unresolved,0,6
original,angle_p50,0.01,28,35,unanimous,0,10
original,angle_p50,0.01,28,36,contradiction,4,3
original,angle_p50,0.01,29,30,contradiction,1,5
original,angle_p50,0.01,29,31,contradiction,3,3
original,angle_p50,0.01,29,32,contradiction,3,1
original,angle_p50,0.01,29,33,contradiction,6,1
original,angle_p50,0.01,29,34,unanimous,0,10
original,angle_p50,0.01,29,35,unanimous,0,10
original,angle_p50,0.01,29,36,contradiction,5,1
original,angle_p50,0.01,30,31,contradiction,4,3
original,angle_p50,0.01,30,32,contradiction,5,2
original,angle_p50,0.01,30,33,contradiction,6,1
original,angle_p50,0.01,30,34,unresolved,0,6
original,angle_p50,0.01,30,35,unanimous,0,10
