design,grouping,model_a,model_b,n,mean,median,p025,p975,min,max
repeat256_field,observed,scibert,mpnet,50,0.9302597396168483,0.9303609053976389,0.9226748528116172,0.9366135546304886,0.9220375109510659,0.9376286090735146
repeat256_field,observed,scibert,minilm,50,0.9378727081307988,0.9380988576268836,0.9297254000097748,0.9428018061373515,0.9282138086884568,0.9439640785452065
repeat256_field,observed,scibert,pubmedbert,50,0.9626465981265427,0.9625675962898259,0.9586454026637232,0.9665875642325299,0.9580434994793193,0.9667505841706454
repeat256_field,observed,scibert,biobert,50,0.9713869552007088,0.9718702485667852,0.9678724585968452,0.974448776286278,0.9650712176803297,0.9745798788748831
repeat256_field,observed,scibert,simcse,50,0.982264675966785,0.9823479982126635,0.9799969816975959,0.9841357625201467,0.9797456683029833,0.984366229653403
repeat256_field,observed,bert,mpnet,50,0.9225048734408259,0.922006042799427,0.9170537770406619,0.9287189750048699,0.9131154805708624,0.9323820581840765
repeat256_field,observed,bert,minilm,50,0.912313375275512,0.912401103506518,0.904814997103749,0.9200533131623291,0.9033907977990396,0.9208534322009397
repeat256_field,observed,bert,pubmedbert,50,0.947908406082488,0.9481748173086936,0.9407852185614389,0.9527747871159702,0.9387830642166132,0.9548539443545478
repeat256_field,observed,bert,biobert,50,0.9611652739829033,0.9612785049185033,0.9576344056059621,0.9639729000202458,0.9562720670527178,0.9641593450122291
repeat256_field,observed,bert,simcse,50,0.9669687037466018,0.9671402083150309,0.964801794057092,0.9696302337908437,0.96427979858485,0.9700758859246458
repeat256_field,observed,mpnet,minilm,50,0.9832165436073761,0.9835403883589392,0.9810653004099038,0.9849287476960521,0.9805965620913315,0.9851604554599785
repeat256_field,observed,mpnet,pubmedbert,50,0.8763803136194798,0.8761668728737672,0.8664177626220416,0.8867469766909214,0.8645607975260624,0.8874882104807815
repeat256_field,observed,mpnet,biobert,50,0.9011328899488703,0.9018409600627959,0.8936853580321342,0.9087142174027457,0.8912366869364341,0.9107346760853626
repeat256_field,observed,mpnet,simcse,50,0.9260392288046192,0.925993531631643,0.9196766236684978,0.9315953573509609,0.9190589281820124,0.9322186254613026
repeat256_field,observed,minilm,pubmedbert,50,0.8786103084626259,0.878990410306174,0.8666273040447718,0.888303202955362,0.8633948391662376,0.8893211633866136
repeat256_field,observed,minilm,biobert,50,0.9029590115598539,0.9027800688803144,0.8950292897424819,0.90996620311789,0.8909698439908289,0.9110909670996368
repeat256_field,observed,minilm,simcse,50,0.9288696954369635,0.9286726501822198,0.924165854473525,0.9338735006924022,0.921670444423791,0.9339480198038145
repeat256_field,observed,pubmedbert,biobert,50,0.9885280564361539,0.9884574033301061,0.987396484702202,0.9902147569453671,0.9873378049680975,0.990312994402008
repeat256_field,observed,pubmedbert,simcse,50,0.9540048561933624,0.9545252718817028,0.9480190724990604,0.9594935767575515,0.9460237932270813,0.9603823185934761
repeat256_field,observed,biobert,simcse,50,0.965397053994389,0.9653691782013547,0.9618050473904745,0.9692846831475881,0.9612948666586052,0.9694920364430691
repeat256_field,random,specter,specter2,50,0.7182934952750738,0.714727991354414,0.6177175857919985,0.7854661387648454,0.5921395026527614,0.8452951269886391
repeat256_field,random,specter,scincl,50,0.7709728396180009,0.7741518794962527,0.690413040552799,0.8416195849900606,0.631873212258724,0.8504988588089809
repeat256_field,random,specter,scibert,50,0.5785310326650868,0.5871587402567557,0.4539169923143378,0.7032843107403494,0.43688570402033006,0.7250096024476982
repeat256_field,random,specter,bert,50,0.6165667236706152,0.6229967146787498,0.48166733591691185,0.7485575808228001,0.4524575634130264,0.7734249329923331
repeat256_field,random,specter,mpnet,50,0.7016525864355384,0.7015439711017939,0.6284503157055639,0.7776546179424327,0.6135671633681025,0.7899346153625901
repeat256_field,random,specter,minilm,50,0.6433333205374584,0.647658340077065,0.5568422919078747,0.7425976594201967,0.5132430463597469,0.7514484337924108
repeat256_field,random,specter,pubmedbert,50,0.5554898296647074,0.566551119675182,0.42106564549274755,0.7173771315951922,0.4008241371221308,0.7356800570356582
repeat256_field,random,specter,biobert,50,0.5842375093709532,0.5880418664527058,0.43833678802362047,0.7197590978623347,0.4001622754933507,0.7639105384516353
repeat256_field,random,specter,simcse,50,0.5823892031127853,0.5817779153304556,0.45084022443687993,0.6944920889460017,0.4316114945118878,0.7334957126501549
repeat256_field,random,specter2,scincl,50,0.7927824852139937,0.7966177366641554,0.7370705429427865,0.8541468156865034,0.6987598698655066,0.8575567064472439
repeat256_field,random,specter2,scibert,50,0.5749210000456881,0.573705570603052,0.4450308320536156,0.6880282735837567,0.43815700883985664,0.7372072948424493
repeat256_field,random,specter2,bert,50,0.5945321398832857,0.59156061518242,0.4498657027442059,0.714584280655923,0.41054609973755046,0.7292215847581754
repeat256_field,random,specter2,mpnet,50,0.689749534803545,0.6937065924858118,0.6089678847542294,0.7655903581927671,0.4759346299424189,0.7953363011476307
repeat256_field,random,specter2,minilm,50,0.6224464340415655,0.6314442622219374,0.5360551737743554,0.7245761318315046,0.44563465527055324,0.7483195272568934
repeat256_field,random,specter2,pubmedbert,50,0.5420684829067356,0.5350617376279561,0.43297086594316,0.6616100325198113,0.414862180181747,0.7134701730147509
repeat256_field,random,specter2,biobert,50,0.5705871082998475,0.5592950017990828,0.4574862481031435,0.6741282169896452,0.43709727104666507,0.7394558093673529
repeat256_field,random,specter2,simcse,50,0.5531210063380118,0.5455755669752358,0.4523602545139976,0.6554067073680125,0.3669343546602149,0.6683585626542125
repeat256_field,random,scincl,scibert,50,0.5531961812219385,0.549775481266125,0.441244115529484,0.676400459305222,0.4169946173488251,0.7205613565509461
repeat256_field,random,scincl,bert,50,0.6137040872715751,0.6077137168496269,0.49849455157436867,0.7168680091329129,0.49449660666106726,0.7296811300730228
repeat256_field,random,scincl,mpnet,50,0.7017739553715381,0.7133992617242184,0.6076184665297537,0.7848684412427239,0.5599742628930173,0.8008395870124947
repeat256_field,random,scincl,minilm,50,0.6455491409407014,0.6397419244689897,0.5530831317752306,0.7354555889472008,0.5210212344221405,0.7501362991975057
repeat256_field,random,scincl,pubmedbert,50,0.5359290404700592,0.5270795397135886,0.4104809252340814,0.6740624921709218,0.39370682944597385,0.6943433838104373
repeat256_field,random,scincl,biobert,50,0.5675763637353429,0.5725662587418668,0.4316828082492402,0.6868803559907113,0.39315271536366664,0.718397303941421
repeat256_field,random,scincl,simcse,50,0.5675382675695706,0.5606056239012758,0.46004545812410064,0.6635478843645347,0.44146276424154257,0.6924718021004769
repeat256_field,random,scibert,bert,50,0.6986785590106398,0.709848609855426,0.5913206773609029,0.7796352869595717,0.5586277660257284,0.7972739606040115
repeat256_field,random,scibert,mpnet,50,0.5149837842609045,0.5167543264733713,0.3776028446610741,0.6295651633395194,0.3192317952301778,0.6541176157667236
repeat256_field,random,scibert,minilm,50,0.47668223609583976,0.4769274041392445,0.33203361423501326,0.594548383705385,0.3050678729414406,0.6079760086753414
repeat256_field,random,scibert,pubmedbert,50,0.8293756949363694,0.831561120193753,0.7777631542109297,0.8819173966260982,0.7346819098636136,0.8834757390836496
repeat256_field,random,scibert,biobert,50,0.8114377482980072,0.812296091003295,0.7501628661765354,0.8561430556522001,0.7441805256129093,0.8729347524708599
repeat256_field,random,scibert,simcse,50,0.6113466461290349,0.6194497723689577,0.47920886069587987,0.6997782551251364,0.47335751178566426,0.7118721386454686
repeat256_field,random,bert,mpnet,50,0.5787172761322733,0.579187560806776,0.4670566247074389,0.6910327428306471,0.43648533613712387,0.7044433029775643
repeat256_field,random,bert,minilm,50,0.5520748478825207,0.5557979962480983,0.41143738509447136,0.6876554031214694,0.39697571780688296,0.7029123517911823
repeat256_field,random,bert,pubmedbert,50,0.7306130714284891,0.737121652164612,0.6155598235543048,0.8104226611950958,0.6051683402415786,0.8207591189752502
repeat256_field,random,bert,biobert,50,0.7727826635023156,0.7820433215237477,0.6889189979078181,0.8374269775290145,0.6684643418870405,0.8550224991965965
repeat256_field,random,bert,simcse,50,0.7984534759279792,0.8048470420787959,0.7038809236367635,0.8717619282598202,0.6876992701375387,0.8785259558022593
repeat256_field,random,mpnet,minilm,50,0.7496095060624074,0.751347116291339,0.6694074379346322,0.8101256276523995,0.6552678150526513,0.8182463377369118
repeat256_field,random,mpnet,pubmedbert,50,0.49177755853551935,0.47700591969835077,0.3867028047927903,0.6280753783307021,0.27160457547450995,0.6477824586090424
repeat256_field,random,mpnet,biobert,50,0.5264659647533656,0.52294786820328,0.40728992614095405,0.6493033974244191,0.32042322601808326,0.701993086814953
repeat256_field,random,mpnet,simcse,50,0.5521518396891442,0.5482115265158739,0.3936436730721421,0.6706404749994836,0.37713320492390073,0.678900721440735
repeat256_field,random,minilm,pubmedbert,50,0.45155579423466746,0.4549506725927913,0.32329662065140774,0.5724212204657014,0.2385733889290838,0.6185615394579305
repeat256_field,random,minilm,biobert,50,0.4895455474984188,0.4770276228987066,0.343640053032526,0.6142193205408165,0.31465508745385457,0.6632555163462946
repeat256_field,random,minilm,simcse,50,0.5412837213629994,0.5445919547730815,0.4164246532992793,0.6261051379284893,0.3947665940462461,0.6809872854908166
repeat256_field,random,pubmedbert,biobert,50,0.8599133618410582,0.8613360798765272,0.804553806834954,0.9056586535035857,0.7660667155642472,0.9078449452701193
repeat256_field,random,pubmedbert,simcse,50,0.6269539686835824,0.6413918020990225,0.49724467552057855,0.722862172849967,0.4757641002584822,0.7327821880616268
repeat256_field,random,biobert,simcse,50,0.6550544468509065,0.6557463067359783,0.5717484451358816,0.7478740784879091,0.5482926297034697,0.7623228217138891
repeat256_subfield217,observed,specter,specter2,50,0.9412542999510524,0.9411996208174029,0.9404792539393855,0.94195393989183,0.94025717181021,0.9421815475300632
repeat256_subfield217,observed,specter,scincl,50,0.9558824471163642,0.9559188573231063,0.9552097181385681,0.9564813873548234,0.9550796449327503,0.9565911702601576
repeat256_subfield217,observed,specter,scibert,50,0.90886606311116,0.9089256201622702,0.9066241946115614,0.9102610853136451,0.9057580681810377,0.9104896892274624
repeat256_subfield217,observed,specter,bert,50,0.861851095448126,0.861875747099371,0.8597962424467877,0.8634889676272893,0.8591379334109729,0.8637645248893308
repeat256_subfield217,observed,specter,mpnet,50,0.9300705282710895,0.9300031039696381,0.9293644156989268,0.9309461876231919,0.9291889879314119,0.9313298900215791
repeat256_subfield217,observed,specter,minilm,50,0.9299121554729968,0.9299077592119687,0.9291072737799551,0.9307268126102763,0.9290948498901778,0.930799002118368
repeat256_subfield217,observed,specter,pubmedbert,50,0.8374775084817689,0.8376323752749764,0.8342051960757195,0.839664342241135,0.8336837109476722,0.8399655899858781
repeat256_subfield217,observed,specter,biobert,50,0.8613641647953046,0.8613507068868349,0.8582562035782769,0.8631609031119524,0.8577084628922382,0.8633517058415361
repeat256_subfield217,observed,specter,simcse,50,0.9017213409900675,0.901768050195553,0.9002323315061685,0.9031705251615942,0.8995677363497747,0.9036299483263539
repeat256_subfield217,observed,specter2,scincl,50,0.9661790301307653,0.9661534256549158,0.9657938282372596,0.966576172082966,0.9657833027633844,0.9666725671650113
repeat256_subfield217,observed,specter2,scibert,50,0.924748073935611,0.9248044375283259,0.9229742387348863,0.926031408336253,0.9218554259479532,0.9266554811613711
repeat256_subfield217,observed,specter2,bert,50,0.9002509672738142,0.9002104777420586,0.8988965815210213,0.9016784259966955,0.8982823886348267,0.9019855041758356
repeat256_subfield217,observed,specter2,mpnet,50,0.9368840334175088,0.9368976578645092,0.9360872586258021,0.9375446895918231,0.9360449517208569,0.9383851686818585
repeat256_subfield217,observed,specter2,minilm,50,0.9291983342593988,0.9291950237444037,0.9282589271221531,0.9302023543167033,0.9280749510605139,0.9308562435188849
repeat256_subfield217,observed,specter2,pubmedbert,50,0.8719622357587882,0.871974232590643,0.8689524611861938,0.8740918988577475,0.8688765762757417,0.8742822852859442
repeat256_subfield217,observed,specter2,biobert,50,0.8954570557694984,0.8955693888327974,0.8933298958174529,0.8969146596052545,0.8926041715128011,0.8970413796191025
repeat256_subfield217,observed,specter2,simcse,50,0.9178160529713066,0.9177643068640342,0.9166919124733408,0.9188773911766673,0.916184770388159,0.9190928514193218
repeat256_subfield217,observed,scincl,scibert,50,0.916619596143633,0.9167481480240494,0.9146894497382907,0.918185247626073,0.9138796452279683,0.9184756298204758
repeat256_subfield217,observed,scincl,bert,50,0.8825326788495974,0.8826463989734501,0.8808428758193708,0.884258253541546,0.8806182509131358,0.8850918368465723
repeat256_subfield217,observed,scincl,mpnet,50,0.936570646287062,0.9366452253498365,0.9356665440958651,0.937444051563005,0.935315457817753,0.93749181586928
repeat256_subfield217,observed,scincl,minilm,50,0.9339194578411976,0.9338326438006801,0.9329266297317527,0.934952696539247,0.9327484423848466,0.935145387069192
repeat256_subfield217,observed,scincl,pubmedbert,50,0.8642299793546492,0.8642296283613726,0.86132588437718,0.8661316255358779,0.8610563868505408,0.8668020199789148
repeat256_subfield217,observed,scincl,biobert,50,0.8851971579547613,0.8853230119100404,0.88303430963931,0.886915575321817,0.8826763191903632,0.8874404924523374
repeat256_subfield217,observed,scincl,simcse,50,0.914789723143558,0.9147802233838027,0.9135584321868487,0.9159304681813223,0.9132663926587711,0.9160844816162593
repeat256_subfield217,observed,scibert,bert,50,0.9537815391136121,0.9538249259725773,0.9524700453404111,0.9550131395893428,0.9519829931241307,0.9552894446973967
repeat256_subfield217,observed,scibert,mpnet,50,0.8855973480884437,0.8858145853036516,0.8830581210586271,0.8874420093286142,0.8820008163558777,0.8879087953856152
repeat256_subfield217,observed,scibert,minilm,50,0.8923253115572433,0.8924687862300613,0.889782652652146,0.8939517827521531,0.8895859366356078,0.8939634703532297
repeat256_subfield217,observed,scibert,pubmedbert,50,0.962560560715472,0.9625627675942261,0.9616113224651714,0.9632992145015049,0.9615118468797168,0.9634405142619785
repeat256_subfield217,observed,scibert,biobert,50,0.9675862465115334,0.9675389104512865,0.9666651315594618,0.9684676302239488,0.9665180696097625,0.9687097078946811
repeat256_subfield217,observed,scibert,simcse,50,0.9648043820779394,0.9648388685415854,0.9638008601757926,0.9655445244495061,0.9634521022609788,0.9655528034136523
repeat256_subfield217,observed,bert,mpnet,50,0.866252064320438,0.8662125444263769,0.8642199813871554,0.8682666528536738,0.8638881169214813,0.8686135773665722
repeat256_subfield217,observed,bert,minilm,50,0.8592906540559916,0.8593509981413396,0.8572585990123769,0.8617830634803717,0.8569890401518131,0.8620080883570977
repeat256_subfield217,observed,bert,pubmedbert,50,0.9448304899870689,0.9449602875483103,0.943347122549956,0.9459029843331568,0.9422206089480134,0.9459115727812833
repeat256_subfield217,observed,bert,biobert,50,0.9508786193308127,0.9509915157434861,0.9494626682778174,0.9517370368014173,0.9485357754285633,0.9518432861401142
repeat256_subfield217,observed,bert,simcse,50,0.9610434850986361,0.960968384716165,0.9602528097514368,0.9619800691461284,0.960174880794685,0.9620984597437395
repeat256_subfield217,observed,mpnet,minilm,50,0.9791704651374249,0.9791889971708588,0.9788395860353679,0.9794910714456627,0.9788032677448003,0.9795319408637989
repeat256_subfield217,observed,mpnet,pubmedbert,50,0.8247471280647755,0.8249360235750696,0.8209164209870796,0.8266856182303235,0.8202353898989099,0.8287674295515611
repeat256_subfield217,observed,mpnet,biobert,50,0.8477663496022264,0.8477597421091027,0.8449971919622679,0.8501212609759847,0.8436568572768367,0.8503347870513447
repeat256_subfield217,observed,mpnet,simcse,50,0.891887717257582,0.8918948824152186,0.8900241790805735,0.8934942254229518,0.8898773867519087,0.8936024144589655
repeat256_subfield217,observed,minilm,pubmedbert,50,0.8299791682745504,0.830193752229589,0.8276299423657559,0.8324570980318455,0.8259480798746708,0.8332470672298081
repeat256_subfield217,observed,minilm,biobert,50,0.8524738831405884,0.8524008966856637,0.8501067229730879,0.8547758323901461,0.8487414366452105,0.8550708467840266
repeat256_subfield217,observed,minilm,simcse,50,0.8958906366475525,0.8958599484163521,0.8946834280875248,0.8972195350180143,0.8945459561138706,0.8974664093164939
repeat256_subfield217,observed,pubmedbert,biobert,50,0.9842209467450109,0.9842002808662511,0.9837722159321217,0.9846238276886596,0.9836912921044765,0.984689618360176
repeat256_subfield217,observed,pubmedbert,simcse,50,0.9423696017055266,0.9422926899266025,0.9406853279226042,0.9438366366886394,0.9404860669316389,0.9442519835102539
repeat256_subfield217,observed,biobert,simcse,50,0.9496520077672677,0.9495879377693275,0.948621782210015,0.9510274336228199,0.9477679405207258,0.9514644645608893
repeat256_subfield217,random,specter,specter2,50,0.7312897645487907,0.7301269810972035,0.7063641911770983,0.7585605925175563,0.7036927358996297,0.7595618122205815
repeat256_subfield217,random,specter,scincl,50,0.7755484540068135,0.7740908353871081,0.7552793383068876,0.7980666540987718,0.7515086918873328,0.8055379375525037
repeat256_subfield217,random,specter,scibert,50,0.5982312054569568,0.597994744215834,0.5587880325232562,0.6297190410659073,0.5579954980825339,0.6310393958588414
repeat256_subfield217,random,specter,bert,50,0.6272808954022067,0.6259869238855197,0.6032291305031742,0.6637364127214094,0.5978837223948982,0.6693738789314293
repeat256_subfield217,random,specter,mpnet,50,0.7053322806943172,0.7052858290129462,0.6844444009914749,0.7338711877181484,0.6794012437992274,0.7356881743961666
repeat256_subfield217,random,specter,minilm,50,0.6333100462887846,0.6322990991877571,0.6123086047111971,0.6598943540604442,0.6031263567692847,0.6631477424047091
repeat256_subfield217,random,specter,pubmedbert,50,0.578554108166172,0.5774957431412573,0.5457788762552831,0.6138940609464502,0.5415574391341659,0.6184851470560235
repeat256_subfield217,random,specter,biobert,50,0.6036783717642875,0.6018195900204883,0.5701576108879112,0.6417621657871102,0.5595240570743968,0.6489421990857983
repeat256_subfield217,random,specter,simcse,50,0.5908452362164841,0.5912379593094125,0.5647626867068735,0.6283562363210172,0.5596319623966225,0.6292025674593291
repeat256_subfield217,random,specter2,scincl,50,0.8010172090801558,0.8009545531831193,0.7837683277411795,0.8224203853883306,0.7812755447507636,0.8237089751366151
repeat256_subfield217,random,specter2,scibert,50,0.5898741901417734,0.5875924229529288,0.5454030832902725,0.6241164981532983,0.5330279768723347,0.6334278651678338
repeat256_subfield217,random,specter2,bert,50,0.6139220440549832,0.6116398147486303,0.585505917400299,0.6454334627356386,0.5785857371130269,0.6607758642845187
repeat256_subfield217,random,specter2,mpnet,50,0.7004681625504398,0.700540437532732,0.6767523812403259,0.7302687278531936,0.6712227857315697,0.7351039346746574
repeat256_subfield217,random,specter2,minilm,50,0.6204824092581387,0.6200431568852217,0.5934562594449214,0.6549378655586056,0.5892335960441738,0.6573720998786677
repeat256_subfield217,random,specter2,pubmedbert,50,0.5570886783962837,0.557248564709204,0.5211856767190762,0.5911480412598827,0.5117692635682296,0.6065226127112107
repeat256_subfield217,random,specter2,biobert,50,0.5928385609343482,0.5937982797581205,0.5596439740171482,0.6294013118037038,0.5586748326677028,0.6363936447813632
repeat256_subfield217,random,specter2,simcse,50,0.5676739005556026,0.5673764162699253,0.5336840202741585,0.6006532469657986,0.5292374575401808,0.6028691904196188
repeat256_subfield217,random,scincl,scibert,50,0.5601791996948687,0.5577068805504755,0.5161626223396725,0.5960866862575231,0.5006459701909389,0.6015367137143501
repeat256_subfield217,random,scincl,bert,50,0.62844795464876,0.6273162153530086,0.5937134885215045,0.6662353694560025,0.5893812745265348,0.6711070234239297
repeat256_subfield217,random,scincl,mpnet,50,0.7147195668414926,0.7164776615199572,0.6898611609758953,0.7401037626707611,0.6875840052700206,0.7449185019144449
repeat256_subfield217,random,scincl,minilm,50,0.6455053875710337,0.644098803913665,0.6230099787264881,0.6751213952854449,0.6145511757570878,0.6765611525935973
repeat256_subfield217,random,scincl,pubmedbert,50,0.5455863926973824,0.5475617669373795,0.502049390436265,0.5819651603921175,0.48134728297503526,0.5870697230757602
repeat256_subfield217,random,scincl,biobert,50,0.5835872811879252,0.5848155046159644,0.5409413636902238,0.6148802222586183,0.5360076736012619,0.6265678615509711
repeat256_subfield217,random,scincl,simcse,50,0.5860542912038977,0.5871713511947602,0.552047439514211,0.6245549417704829,0.5477077480186857,0.626621745560546
repeat256_subfield217,random,scibert,bert,50,0.7122888780869147,0.7117650079172047,0.6882704576688867,0.739216204374403,0.6862825829011961,0.75298408907586
repeat256_subfield217,random,scibert,mpnet,50,0.5206962142505066,0.5219121892837515,0.475245933561114,0.5661022524031097,0.4606535771537296,0.5703692804705324
repeat256_subfield217,random,scibert,minilm,50,0.45657932231750126,0.4525004955573856,0.41725512857686764,0.5035212547165603,0.4074436470078608,0.5114669185526096
repeat256_subfield217,random,scibert,pubmedbert,50,0.8577819626457535,0.8586154133440431,0.8351328514077203,0.8736148236164801,0.8274160771208762,0.8802924926894722
repeat256_subfield217,random,scibert,biobert,50,0.8390985268247989,0.8397070016294299,0.8137481843763008,0.8566537235042239,0.8118725816866534,0.8572955403656375
repeat256_subfield217,random,scibert,simcse,50,0.6188314090230936,0.6198494352264525,0.5932550103241908,0.6608499216901994,0.5892755446366662,0.6618069286725891
repeat256_subfield217,random,bert,mpnet,50,0.5841150737101359,0.5833904519602316,0.5491098858423844,0.6278026477149922,0.541537956986365,0.6313659951461342
repeat256_subfield217,random,bert,minilm,50,0.5436234471380181,0.5409089790056621,0.5100628746834974,0.5770206145648075,0.4887120371955331,0.5784418428818163
repeat256_subfield217,random,bert,pubmedbert,50,0.7429014558967941,0.7412138543416725,0.7196997593549548,0.7733177256724635,0.7121086022614971,0.7779507096283936
repeat256_subfield217,random,bert,biobert,50,0.7848180999890544,0.782671840860544,0.7651353326267001,0.8097407485047967,0.7564745953529485,0.8237729272916596
repeat256_subfield217,random,bert,simcse,50,0.8133154503620221,0.8115610212634157,0.7955426797611684,0.8412297178962252,0.7950885524951209,0.8434443593700383
repeat256_subfield217,random,mpnet,minilm,50,0.754603782567303,0.7536668159057345,0.7402055390406403,0.7716038291035717,0.735114529010449,0.7796332952111134
repeat256_subfield217,random,mpnet,pubmedbert,50,0.4989266151923328,0.5020511455270821,0.4613607833439685,0.5397687872449287,0.4417592020116597,0.5463180242932512
repeat256_subfield217,random,mpnet,biobert,50,0.5379627670245677,0.5391401906053234,0.500700932623262,0.5801394398005281,0.4942638988946387,0.5837616848469432
repeat256_subfield217,random,mpnet,simcse,50,0.5647736244774197,0.5634224930651068,0.5313137706466168,0.599703170415859,0.5230771702087575,0.6124266157413083
repeat256_subfield217,random,minilm,pubmedbert,50,0.4391977096437877,0.4409624808971251,0.40902356471491536,0.4837690212313426,0.3913655845301068,0.4934820316257044
repeat256_subfield217,random,minilm,biobert,50,0.48331149303175325,0.4820492172680696,0.45082260409116615,0.5275481547559787,0.43426537016049294,0.5306653652023919
repeat256_subfield217,random,minilm,simcse,50,0.5474362857150339,0.5454341446420639,0.515986738724965,0.5832563562195032,0.5126027077358802,0.5924487243082999
repeat256_subfield217,random,pubmedbert,biobert,50,0.8806492976771859,0.880953984904556,0.8647980213389053,0.8956544098172132,0.8588035232331837,0.8963045168891942
repeat256_subfield217,random,pubmedbert,simcse,50,0.6361104604411068,0.6332705101102514,0.6109959575628306,0.6681389420139012,0.6101561431946154,0.6881944798278025
repeat256_subfield217,random,biobert,simcse,50,0.6698373783551926,0.6673765447113409,0.6464535556246724,0.7008116393187012,0.6432651067397943,0.7178521744940214
size128_field,observed,specter,specter2,50,0.9589487430604261,0.959457740348515,0.954665670516903,0.9623706590237934,0.9522031830253331,0.9631870676962584
size128_field,observed,specter,scincl,50,0.965462171823879,0.9657286341548098,0.9622426689186162,0.9683780868696925,0.9608935012176444,0.96865519553735
size128_field,observed,specter,scibert,50,0.9370102788366844,0.936842438892326,0.9285021013568729,0.9449867200440228,0.9266727939815748,0.9466025136153581
size128_field,observed,specter,bert,50,0.9002705494648768,0.90043487449576,0.8934294244550314,0.9069478943696794,0.8923867596840295,0.9126490623465112
size128_field,observed,specter,mpnet,50,0.951164187638851,0.9513284591807085,0.946334223813091,0.9587674585039714,0.9458552694050916,0.9599493644516082
size128_field,observed,specter,minilm,50,0.955323628810509,0.9548670413408689,0.9489161065141695,0.9624873028354358,0.9467788640613479,0.9633086848073824
size128_field,observed,specter,pubmedbert,50,0.8672129060520598,0.8679187000912274,0.853455535835996,0.8812352381491553,0.8523709673167829,0.8872525408507355
size128_field,observed,specter,biobert,50,0.8943434588879424,0.8939944016641512,0.8855684076699941,0.9038147976573458,0.8765480623322381,0.9142043244310372
size128_field,observed,specter,simcse,50,0.930539700242024,0.9304261404472604,0.9230854973028119,0.9383342455499901,0.9211361573941518,0.9424121813552173
size128_field,observed,specter2,scincl,50,0.9730503221177854,0.9732100353459994,0.970507915467185,0.9757265172389332,0.9696103894488286,0.9759815285778506
size128_field,observed,specter2,scibert,50,0.9558706073321254,0.955388513576636,0.9489103773344506,0.962733845099924,0.9480539297148237,0.9628045804493222
size128_field,observed,specter2,bert,50,0.9386180177177472,0.9382100325797122,0.9345499765483327,0.9445959042783216,0.931500899766002,0.9471972876318709
size128_field,observed,specter2,mpnet,50,0.9614011391435107,0.9612383730059977,0.9568513727527812,0.9652921504830965,0.954503685145301,0.9669790432743122
size128_field,observed,specter2,minilm,50,0.95288214891726,0.9531873324588213,0.9473734582165744,0.957768981427006,0.9432241530004217,0.9586559220464237
size128_field,observed,specter2,pubmedbert,50,0.9047677948381174,0.9051794759320752,0.8950463643201437,0.9176618670157012,0.8901271336196919,0.9186229654063969
size128_field,observed,specter2,biobert,50,0.9281982801569835,0.9274865848971046,0.9189833864738355,0.9382925400016421,0.9166128088069395,0.9389041316378225
size128_field,observed,specter2,simcse,50,0.9467451941693125,0.9470078720903113,0.9413461041842239,0.9521972137916066,0.9401864586330505,0.9534275433515756
size128_field,observed,scincl,scibert,50,0.9510961345964737,0.950490286026142,0.945183071884076,0.9576886417076736,0.9436380647088389,0.9585875616068759
size128_field,observed,scincl,bert,50,0.9265573045667586,0.9264711179107104,0.9205440605083385,0.932927711995492,0.9177641365839808,0.9336986957041635
size128_field,observed,scincl,mpnet,50,0.9472458853654867,0.9474291070863183,0.9406757763315581,0.9540611168848335,0.9397926650006695,0.9550915446323667
size128_field,observed,scincl,minilm,50,0.9482144670917724,0.9485753173641028,0.9418640954898859,0.9542431338052333,0.9383078012748878,0.9551348477323559
size128_field,observed,scincl,pubmedbert,50,0.905969198196524,0.9061564204799953,0.8951777435516463,0.9187956283265645,0.8947419701136322,0.9241127569017652
size128_field,observed,scincl,biobert,50,0.9239202759340324,0.9248010837751122,0.917195778887383,0.9338412935563027,0.9107694709387145,0.9373692025018897
size128_field,observed,scincl,simcse,50,0.9469593807855263,0.9466234931334863,0.939680968896504,0.952592288675632,0.9394885245472158,0.9546572699353045
size128_field,observed,scibert,bert,50,0.9701128316339844,0.9700605217452145,0.9658927353734948,0.9744883251630683,0.9648638239019806,0.9748784674813062
size128_field,observed,scibert,mpnet,50,0.9276431923408647,0.9273819371051064,0.9180938179923888,0.9361102633077637,0.9170218039304425,0.9419131789868924
size128_field,observed,scibert,minilm,50,0.9344569734429703,0.9344414554503253,0.9244476690088941,0.9422279022921093,0.9226270226883828,0.9429288817406258
size128_field,observed,scibert,pubmedbert,50,0.9614630209925853,0.9616717936723703,0.9566902368569697,0.9668306342082764,0.9556819354510653,0.9678021682459308
size128_field,observed,scibert,biobert,50,0.9693764469168455,0.9690131292758911,0.9640439546753186,0.9746395839634707,0.9635891445752808,0.9754216219821443
size128_field,observed,scibert,simcse,50,0.9795607676196966,0.9802940474573324,0.9752948728170397,0.9834113723568549,0.9742615694693469,0.9838699496434646
size128_field,observed,bert,mpnet,50,0.9204382575508242,0.9213808580912773,0.9121332011721789,0.9275473177019622,0.9105627395197533,0.9300219260858889
size128_field,observed,bert,minilm,50,0.9096626880260206,0.9096432660535996,0.8994715835871061,0.919051370814221,0.8984958362567186,0.9233764095027144
