omitted_field,model_a,model_b,n,mean,median,p025,p975,min,max,largest_absolute_change
11,scibert,bert,51,0.001052148453251185,0.0010224509839398266,0.0006685634287082742,0.0015371748518870354,0.0005702305520017825,0.002055923030041762,0.002055923030041762
11,scibert,mpnet,51,0.0024872815096258255,0.0024568826192783444,0.001601381630003701,0.0036601443881721374,0.0013171493240315968,0.004196638199912783,0.004196638199912783
11,scibert,minilm,51,0.002805569441759982,0.0028502250300710408,0.0017428647840677935,0.003911457921019823,0.0015399849150146139,0.004428321651693379,0.004428321651693379
11,scibert,pubmedbert,51,-0.0008284999608719169,-0.0008512451437717727,-0.0012049111674709567,-0.0004838487475505304,-0.0012788490410959863,-0.0004571741737918744,0.0012788490410959863
11,scibert,biobert,51,3.086927728570511e-05,3.26606046474609e-06,-0.00021281765543837428,0.00033941604909121237,-0.0002802018115699578,0.0005730570074364838,0.0005730570074364838
11,scibert,simcse,51,0.00033305078460496085,0.00031110477318374574,2.5829923233799956e-05,0.0007715977263774154,-1.8080282948362836e-05,0.0010510831348652383,0.0010510831348652383
11,bert,mpnet,51,0.0037233351254538855,0.0037286576756562217,0.002976175285105964,0.004811831520610627,0.0021734502324561866,0.005000023205624871,0.005000023205624871
11,bert,minilm,51,0.004510841565733572,0.004484863601265654,0.0035469030411800218,0.005677134113932447,0.0027891233139356597,0.005732027073233503,0.005732027073233503
11,bert,pubmedbert,51,-0.000534316018498045,-0.0005369415772998876,-0.0008820010293641434,-4.534073670930949e-05,-0.0009321270142705895,8.938650565104567e-05,0.0009321270142705895
11,bert,biobert,51,-0.0005755847543959644,-0.0005834603750813905,-0.0008017822594110491,-0.0003029327207288157,-0.0008461264325889672,-0.0002520122144312742,0.0008461264325889672
11,bert,simcse,51,0.0005809900704824469,0.0005875425225004838,3.66494367490533e-05,0.0012459890911621085,-4.075645457113364e-05,0.0012866845358538992,0.0012866845358538992
11,mpnet,minilm,51,0.0001558961107141847,0.00016315948936185265,-7.113868133226675e-05,0.00038127392804057636,-8.427756203965853e-05,0.0004303173182423903,0.0004303173182423903
11,mpnet,pubmedbert,51,0.0023143132157866417,0.002253317152546397,0.0014648592387308257,0.003597944710187123,0.00137083241477165,0.003934423199857928,0.003934423199857928
11,mpnet,biobert,51,0.0018731188788466146,0.001867587124888881,0.0010499403228892978,0.0025500670974784034,0.0008101628682768425,0.00288868388392971,0.00288868388392971
11,mpnet,simcse,51,0.0037863227213792666,0.003700900863161549,0.002579332909235371,0.005018489647202973,0.0022897932031450408,0.005110007668372218,0.005110007668372218
11,minilm,pubmedbert,51,0.0025172776778766095,0.0025371319972158357,0.0014977083033577143,0.0037666827172126716,0.0008415091408702224,0.00406697329955219,0.00406697329955219
11,minilm,biobert,51,0.0026830034241904516,0.0026736208939964756,0.001843865881841933,0.003648437174635727,0.0012783285515090004,0.003909567405117276,0.003909567405117276
11,minilm,simcse,51,0.0038966056278749105,0.003961140431501864,0.0027003751883183102,0.005141940993419997,0.002632304506047456,0.005592275697386184,0.005592275697386184
11,pubmedbert,biobert,51,0.0001346206231354847,0.00011783387855068828,-8.705515955192977e-05,0.00048047064997427946,-0.0001410239689489945,0.0005206541507227769,0.0005206541507227769
11,pubmedbert,simcse,51,-0.001062689607743592,-0.001000534259975594,-0.0016813382731681314,-0.0005613664835564247,-0.0017553720893486169,-0.0004802758002158125,0.0017553720893486169
11,biobert,simcse,51,-2.5430407662016922e-05,-2.5476749054287318e-05,-0.0005254806812374779,0.0006018982658498595,-0.0006014390458737306,0.0006805235565138235,0.0006805235565138235
12,specter,specter2,51,-0.0020018558372650657,-0.0020099727159472724,-0.0025986348781479873,-0.0014263646027466437,-0.00263600104335715,-0.0014037528589154746,0.00263600104335715
12,specter,scincl,51,0.0004938087342917165,0.0006117782525163484,-0.00035884869702365596,0.001320271909290488,-0.0005875130070148726,0.001423595901488106,0.001423595901488106
12,specter,scibert,51,0.00047624566098330664,0.0005488598720857496,-0.0014569118954628202,0.002156401903778943,-0.001584957790100705,0.002270038991141643,0.002270038991141643
12,specter,bert,51,-0.0013578676302986635,-0.0015242109398151404,-0.0027460059799668257,0.00035900346703798824,-0.0028127386937119025,0.0009767256638132382,0.0028127386937119025
12,specter,mpnet,51,-0.0005641005717406656,-0.0006072986699396932,-0.0014960530874826572,0.0005264516027020938,-0.0016216112796180182,0.0009712358243126884,0.0016216112796180182
12,specter,minilm,51,-0.0010179158989606302,-0.0010088705808467546,-0.0017324416635796647,-0.0001455555025240418,-0.001806871681603206,0.00021524625784574702,0.001806871681603206
12,specter,pubmedbert,51,0.009147457216289177,0.009013610880394873,0.005498274556916344,0.01370142123307233,0.0038611498741132344,0.013800129339522016,0.013800129339522016
12,specter,biobert,51,-0.00021033155076964925,-0.0003347401600968247,-0.0025401417321583852,0.002812766353119195,-0.00335160415164959,0.0034582574227312035,0.0034582574227312035
12,specter,simcse,51,-0.0010356725983133557,-0.0009778561301126976,-0.002628276765212656,0.0009190616686630126,-0.002752625468373293,0.0010626111742468858,0.002752625468373293
12,specter2,scincl,51,0.0014090000931226013,0.001379398809018051,0.000838040445588828,0.002412427010134055,0.0007795471887889205,0.002561736229835798,0.002561736229835798
12,specter2,scibert,51,0.001556908834389016,0.0017044105014969446,3.733831378560648e-05,0.0032293392513019215,-0.00029860033479656156,0.0033307642139233096,0.0033307642139233096
12,specter2,bert,51,0.00013666209004186268,4.463287809086669e-05,-0.001124029067039678,0.0015258976953511638,-0.0013542960856830488,0.002099392449128823,0.002099392449128823
12,specter2,mpnet,51,0.00012348044585318594,0.00019417497511453607,-0.0010926286175982902,0.0016558283732678314,-0.0012386632100874762,0.001743224165463908,0.001743224165463908
