representation,metric,cutoff,field_a,field_b,model,direction,smallest_relative_difference,largest_relative_difference
global_centered,angle_p50,0.01,29,34,minilm,-1,-0.06318727277253047,-0.05240604647323717
global_centered,angle_p50,0.01,29,34,pubmedbert,-1,-0.05487306446860189,-0.03442273192606602
global_centered,angle_p50,0.01,29,34,biobert,-1,-0.051256587662287786,-0.03840403325710776
global_centered,angle_p50,0.01,29,34,simcse,-1,-0.06200400903086136,-0.04690488782837045
global_centered,angle_p50,0.01,29,35,specter,-1,-0.24311339331218024,-0.21217632776160059
global_centered,angle_p50,0.01,29,35,specter2,-1,-0.13049263261551117,-0.11806313916255576
global_centered,angle_p50,0.01,29,35,scincl,-1,-0.24123623097712296,-0.22433498503847932
global_centered,angle_p50,0.01,29,35,scibert,-1,-0.10419226433340494,-0.08930269378898806
global_centered,angle_p50,0.01,29,35,bert,-1,-0.08354597511945266,-0.06646791209262361
global_centered,angle_p50,0.01,29,35,mpnet,-1,-0.16111908463780522,-0.14576257642495055
global_centered,angle_p50,0.01,29,35,minilm,-1,-0.13867396889580264,-0.12724269986824546
global_centered,angle_p50,0.01,29,35,pubmedbert,-1,-0.10304776831956358,-0.08636470467039563
global_centered,angle_p50,0.01,29,35,biobert,-1,-0.1098914512450687,-0.09667373443273021
global_centered,angle_p50,0.01,29,35,simcse,-1,-0.10495486374567416,-0.08433190199554919
global_centered,angle_p50,0.01,29,36,specter,-1,-0.03640604429565926,-0.023872633356711335
global_centered,angle_p50,0.01,29,36,specter2,0,-0.012347713068347366,-0.0034791524781648585
global_centered,angle_p50,0.01,29,36,scincl,0,-0.010458494308909952,0.0009869759055477633
global_centered,angle_p50,0.01,29,36,scibert,-1,-0.016108459811537062,-0.010057318991180304
global_centered,angle_p50,0.01,29,36,bert,-1,-0.03382981727937538,-0.021972834848838704
global_centered,angle_p50,0.01,29,36,mpnet,0,-0.019862237566373737,-0.008754515677233987
global_centered,angle_p50,0.01,29,36,minilm,-1,-0.020543002283368125,-0.013087056129236467
global_centered,angle_p50,0.01,29,36,pubmedbert,1,0.013235370209402778,0.022540947452292015
global_centered,angle_p50,0.01,29,36,biobert,0,0.004362606919456346,0.011174659028647976
global_centered,angle_p50,0.01,29,36,simcse,0,-0.013115461281080478,-0.0039154313622466646
global_centered,angle_p50,0.01,30,31,specter,-1,-0.04702757086857617,-0.03462132503289754
global_centered,angle_p50,0.01,30,31,specter2,0,-0.005258833173120546,0.00454335019008628
global_centered,angle_p50,0.01,30,31,scincl,-1,-0.06170881928095351,-0.04837608082534926
global_centered,angle_p50,0.01,30,31,scibert,-1,-0.06814634097339121,-0.05630458166820346
global_centered,angle_p50,0.01,30,31,bert,-1,-0.10808357780733703,-0.08131264479209294
global_centered,angle_p50,0.01,30,31,mpnet,0,-0.0019365468539216228,0.010134694968606986
global_centered,angle_p50,0.01,30,31,minilm,0,-0.0032159007506479794,0.00882948722600482
global_centered,angle_p50,0.01,30,31,pubmedbert,-1,-0.08788713022333022,-0.07407368175028962
global_centered,angle_p50,0.01,30,31,biobert,-1,-0.08376678060597073,-0.07066130339681512
global_centered,angle_p50,0.01,30,31,simcse,-1,-0.058207729021737736,-0.04166965424684903
global_centered,angle_p50,0.01,30,32,specter,-1,-0.04233709715913652,-0.031378040290951766
global_centered,angle_p50,0.01,30,32,specter2,0,-0.006732392827332171,0.0010323916462655616
global_centered,angle_p50,0.01,30,32,scincl,0,-0.017117583691762552,-0.008559147072710946
global_centered,angle_p50,0.01,30,32,scibert,-1,-0.027849482287225023,-0.01666002758891533
global_centered,angle_p50,0.01,30,32,bert,-1,-0.04393340944560686,-0.014103959958776056
global_centered,angle_p50,0.01,30,32,mpnet,1,0.0166037875632217,0.025152031774062847
global_centered,angle_p50,0.01,30,32,minilm,1,0.010619939529635225,0.017493018040887962
global_centered,angle_p50,0.01,30,32,pubmedbert,0,-0.014426549808194553,-0.0012036102429576296
global_centered,angle_p50,0.01,30,32,biobert,0,-0.021976835738164942,-0.0083527351593425
global_centered,angle_p50,0.01,30,32,simcse,0,-0.02694353432181307,-0.008414952253287198
global_centered,angle_p50,0.01,30,33,specter,-1,-0.05076877845751995,-0.03643839910189255
global_centered,angle_p50,0.01,30,33,specter2,0,-0.003504958037604375,0.004284320602586589
global_centered,angle_p50,0.01,30,33,scincl,0,-0.009466137851663982,-0.00019297286104162214
global_centered,angle_p50,0.01,30,33,scibert,-1,-0.03969106022948452,-0.030416338154898834
global_centered,angle_p50,0.01,30,33,bert,0,-0.02074797502986229,-0.004205285618832762
global_centered,angle_p50,0.01,30,33,mpnet,1,0.030028124580655072,0.0377895925195244
global_centered,angle_p50,0.01,30,33,minilm,1,0.022188811976877085,0.02847016539250062
global_centered,angle_p50,0.01,30,33,pubmedbert,-1,-0.048717842041817776,-0.038600933641162974
global_centered,angle_p50,0.01,30,33,biobert,-1,-0.033827534704257374,-0.024810030560518878
global_centered,angle_p50,0.01,30,33,simcse,0,-0.019343306804096762,-0.007173512929296875
global_centered,angle_p50,0.01,30,34,specter,-1,-0.04195214639695033,-0.03151181501967129
global_centered,angle_p50,0.01,30,34,specter2,-1,-0.024007223673509447,-0.016124559715328352
global_centered,angle_p50,0.01,30,34,scincl,-1,-0.029834470122044807,-0.023037401017969746
global_centered,angle_p50,0.01,30,34,scibert,-1,-0.03669495431632754,-0.02303083448724707
global_centered,angle_p50,0.01,30,34,bert,0,-0.02852514485856028,-0.004578186318237388
global_centered,angle_p50,0.01,30,34,mpnet,-1,-0.02000080409754876,-0.015001680358660318
global_centered,angle_p50,0.01,30,34,minilm,-1,-0.029311669140061024,-0.02201514074508767
global_centered,angle_p50,0.01,30,34,pubmedbert,-1,-0.05401594533483707,-0.03606213652489013
global_centered,angle_p50,0.01,30,34,biobert,-1,-0.047313193986803205,-0.034044761204463383
global_centered,angle_p50,0.01,30,34,simcse,-1,-0.04989492075570986,-0.030429100084659624
global_centered,angle_p50,0.01,30,35,specter,-1,-0.22707224622346825,-0.19750159132571576
global_centered,angle_p50,0.01,30,35,specter2,-1,-0.09662881167557623,-0.08228767311513306
global_centered,angle_p50,0.01,30,35,scincl,-1,-0.21737107662384947,-0.19733217385533547
global_centered,angle_p50,0.01,30,35,scibert,-1,-0.09537212300557125,-0.07860644814584335
global_centered,angle_p50,0.01,30,35,bert,-1,-0.040664546496326025,-0.019959389308516217
global_centered,angle_p50,0.01,30,35,mpnet,-1,-0.1270200521152852,-0.11014979161920055
global_centered,angle_p50,0.01,30,35,minilm,-1,-0.1075579252514429,-0.09143783145161881
global_centered,angle_p50,0.01,30,35,pubmedbert,-1,-0.1017808757031874,-0.08601664899868527
global_centered,angle_p50,0.01,30,35,biobert,-1,-0.10260131081609278,-0.08990859655080237
global_centered,angle_p50,0.01,30,35,simcse,-1,-0.09073407740708293,-0.0693043412024935
global_centered,angle_p50,0.01,30,36,specter,0,-0.020801091756051257,-0.007410991026918079
global_centered,angle_p50,0.01,30,36,specter2,1,0.02177794155989153,0.032768109760064834
global_centered,angle_p50,0.01,30,36,scincl,1,0.0159413743302599,0.02738981585910823
global_centered,angle_p50,0.01,30,36,scibert,0,-0.0085469007442223,0.0023873386948140797
global_centered,angle_p50,0.01,30,36,bert,0,0.007414613035200077,0.025264599355342497
global_centered,angle_p50,0.01,30,36,mpnet,1,0.014653663380083058,0.026081721379672605
global_centered,angle_p50,0.01,30,36,minilm,1,0.010367491007562141,0.020254015243019365
global_centered,angle_p50,0.01,30,36,pubmedbert,1,0.01106148339997235,0.024566763463359034
global_centered,angle_p50,0.01,30,36,biobert,0,0.008313238652278858,0.01959487350069287
global_centered,angle_p50,0.01,30,36,simcse,0,-0.00010060825140846548,0.012392406860320589
global_centered,angle_p50,0.01,31,32,specter,0,-0.002827565450723548,0.009425528672621733
global_centered,angle_p50,0.01,31,32,specter2,0,-0.006903933797506558,0.001328827748488693
global_centered,angle_p50,0.01,31,32,scincl,1,0.03447214582606657,0.045726241196789474
global_centered,angle_p50,0.01,31,32,scibert,1,0.03515271310748798,0.04550586194338397
global_centered,angle_p50,0.01,31,32,bert,1,0.060612742186312706,0.08067530744957932
global_centered,angle_p50,0.01,31,32,mpnet,1,0.012722749171069437,0.02151410955291027
global_centered,angle_p50,0.01,31,32,minilm,0,0.007608066278779672,0.01608813371143316
global_centered,angle_p50,0.01,31,32,pubmedbert,1,0.0663701362223849,0.07925801498626997
global_centered,angle_p50,0.01,31,32,biobert,1,0.05620839128093789,0.06706815958422184
global_centered,angle_p50,0.01,31,32,simcse,1,0.026500818814607155,0.03837588353504311
global_centered,angle_p50,0.01,31,33,specter,0,-0.01315962509464903,0.0038036297392246322
global_centered,angle_p50,0.01,31,33,specter2,0,-0.0029848055957790356,0.005107153946352742
global_centered,angle_p50,0.01,31,33,scincl,1,0.038914398036494685,0.05371041626693602
global_centered,angle_p50,0.01,31,33,scibert,1,0.019662836083836358,0.03348320601830125
global_centered,angle_p50,0.01,31,33,bert,1,0.07144985109605193,0.09310721549007897
global_centered,angle_p50,0.01,31,33,mpnet,1,0.025258931474710727,0.034618248521684034
global_centered,angle_p50,0.01,31,33,minilm,1,0.016667801006878345,0.028003171654772938
global_centered,angle_p50,0.01,31,33,pubmedbert,1,0.027458231783156907,0.04459570466532714
global_centered,angle_p50,0.01,31,33,biobert,1,0.039511309952076905,0.05216732063576484
global_centered,angle_p50,0.01,31,33,simcse,1,0.02724496174749597,0.042736627352538546
global_centered,angle_p50,0.01,31,34,specter,0,-0.003101554143172906,0.008723953206453547
global_centered,angle_p50,0.01,31,34,specter2,-1,-0.02337426273722834,-0.01693302553956081
global_centered,angle_p50,0.01,31,34,scincl,1,0.021857716685931478,0.034428744405758174
global_centered,angle_p50,0.01,31,34,scibert,1,0.022567091176585178,0.03664535924239517
global_centered,angle_p50,0.01,31,34,bert,1,0.06386246560336771,0.08616663145762586
global_centered,angle_p50,0.01,31,34,mpnet,-1,-0.026634682472723166,-0.017011776234198105
global_centered,angle_p50,0.01,31,34,minilm,-1,-0.034726683337399714,-0.02321416964283026
global_centered,angle_p50,0.01,31,34,pubmedbert,1,0.02548111250377978,0.04291519884623766
global_centered,angle_p50,0.01,31,34,biobert,1,0.026085992360499233,0.04169327960913116
global_centered,angle_p50,0.01,31,34,simcse,0,-0.0031543719775227307,0.01559795134092506
global_centered,angle_p50,0.01,31,35,specter,-1,-0.1851570053653654,-0.16148863110011766
global_centered,angle_p50,0.01,31,35,specter2,-1,-0.09496080553734812,-0.0830948120267871
global_centered,angle_p50,0.01,31,35,scincl,-1,-0.16440567190835984,-0.14530816010979902
global_centered,angle_p50,0.01,31,35,scibert,-1,-0.03198588148489017,-0.016064106629071546
global_centered,angle_p50,0.01,31,35,bert,1,0.05441517492009668,0.07626350561102052
global_centered,angle_p50,0.01,31,35,mpnet,-1,-0.1301431673139039,-0.11541380496776382
global_centered,angle_p50,0.01,31,35,minilm,-1,-0.109942692310531,-0.09581465552124604
global_centered,angle_p50,0.01,31,35,pubmedbert,0,-0.020525499413286588,-0.0033418080371822234
global_centered,angle_p50,0.01,31,35,biobert,-1,-0.027653550542546326,-0.011829588559888584
global_centered,angle_p50,0.01,31,35,simcse,-1,-0.040141116389695815,-0.021445439457895524
global_centered,angle_p50,0.01,31,36,specter,1,0.017701411279917284,0.03063127881894451
global_centered,angle_p50,0.01,31,36,specter2,1,0.02388178621513215,0.03195980043006045
global_centered,angle_p50,0.01,31,36,scincl,1,0.071092438666405,0.08089202269701527
global_centered,angle_p50,0.01,31,36,scibert,1,0.053288943552806035,0.06233124837091488
global_centered,angle_p50,0.01,31,36,bert,1,0.10100058138726585,0.11764395868317327
global_centered,angle_p50,0.01,31,36,mpnet,1,0.011590368162868904,0.021706919718885036
global_centered,angle_p50,0.01,31,36,minilm,0,0.0072862152912558575,0.018537204424463667
global_centered,angle_p50,0.01,31,36,pubmedbert,1,0.09178076665433811,0.10249149914036493
global_centered,angle_p50,0.01,31,36,biobert,1,0.08467966468576407,0.09545040028726222
global_centered,angle_p50,0.01,31,36,simcse,1,0.04675605404758144,0.058107205841862006
global_centered,angle_p50,0.01,32,33,specter,0,-0.013745565526591067,0.002089537992501107
global_centered,angle_p50,0.01,32,33,specter2,0,-0.0005905350931598148,0.008658317044151929
global_centered,angle_p50,0.01,32,33,scincl,0,0.002843795643149353,0.014418401518879029
global_centered,angle_p50,0.01,32,33,scibert,0,-0.023034840611605142,-0.007936733864744763
global_centered,angle_p50,0.01,32,33,bert,0,0.00422696748087093,0.023656374926177094
global_centered,angle_p50,0.01,32,33,mpnet,1,0.01018032444370127,0.017666081672926128
global_centered,angle_p50,0.01,32,33,minilm,0,0.009037613253880096,0.015205889396616606
global_centered,angle_p50,0.01,32,33,pubmedbert,-1,-0.046898214024148836,-0.031085777206304583
global_centered,angle_p50,0.01,32,33,biobert,-1,-0.023268394514747815,-0.0103781533868555
global_centered,angle_p50,0.01,32,33,simcse,0,-0.0014852852325507673,0.009278573380686434
global_centered,angle_p50,0.01,32,34,specter,0,-0.004895897877242204,0.006191546107325751
global_centered,angle_p50,0.01,32,34,specter2,-1,-0.020405909653316855,-0.01300708803216058
global_centered,angle_p50,0.01,32,34,scincl,0,-0.017778936871233792,-0.007659270887531705
global_centered,angle_p50,0.01,32,34,scibert,0,-0.015559690183626742,0.0008114282987166566
global_centered,angle_p50,0.01,32,34,bert,0,-0.004916764216691442,0.01892023478914442
global_centered,angle_p50,0.01,32,34,mpnet,-1,-0.042492070010737924,-0.03513555401343072
global_centered,angle_p50,0.01,32,34,minilm,-1,-0.043130821761061554,-0.03619042134610025
global_centered,angle_p50,0.01,32,34,pubmedbert,-1,-0.046600651842428925,-0.023471650879146377
global_centered,angle_p50,0.01,32,34,biobert,-1,-0.03430094855334909,-0.01573324373949257
global_centered,angle_p50,0.01,32,34,simcse,-1,-0.03459533785917727,-0.0166970586369236
global_centered,angle_p50,0.01,32,35,specter,-1,-0.1880208834776555,-0.16179291484014052
global_centered,angle_p50,0.01,32,35,specter2,-1,-0.09252754442000727,-0.08187336741211727
global_centered,angle_p50,0.01,32,35,scincl,-1,-0.20567425172738113,-0.1855860901467975
global_centered,angle_p50,0.01,32,35,scibert,-1,-0.07130617032245046,-0.0546911864229272
global_centered,angle_p50,0.01,32,35,bert,0,-0.014192875276686535,0.007536585387768934
global_centered,angle_p50,0.01,32,35,mpnet,-1,-0.14606240156762074,-0.13388384295156597
global_centered,angle_p50,0.01,32,35,minilm,-1,-0.11917945828299731,-0.10694247798615122
global_centered,angle_p50,0.01,32,35,pubmedbert,-1,-0.0933051316209815,-0.07500496865859937
global_centered,angle_p50,0.01,32,35,biobert,-1,-0.08848449104591488,-0.0714759205908386
global_centered,angle_p50,0.01,32,35,simcse,-1,-0.07292366250289282,-0.05437619738487787
global_centered,angle_p50,0.01,32,36,specter,1,0.014972470305892304,0.028864258397426658
global_centered,angle_p50,0.01,32,36,specter2,1,0.026135796943018784,0.034988847234431006
global_centered,angle_p50,0.01,32,36,scincl,1,0.030138318120147157,0.04071854621689981
global_centered,angle_p50,0.01,32,36,scibert,1,0.012668124998346656,0.022319719208260622
global_centered,angle_p50,0.01,32,36,bert,1,0.03188009127076298,0.051343841176620234
global_centered,angle_p50,0.01,32,36,mpnet,0,-0.0048909461834473296,0.004855806567669683
global_centered,angle_p50,0.01,32,36,minilm,0,-0.002744130845818532,0.005711145650544887
global_centered,angle_p50,0.01,32,36,pubmedbert,1,0.018443623448497717,0.029043847533540605
global_centered,angle_p50,0.01,32,36,biobert,1,0.023370481375275188,0.03368169006961995
global_centered,angle_p50,0.01,32,36,simcse,1,0.015544641335933983,0.02719266454864566
global_centered,angle_p50,0.01,33,34,specter,0,-0.0024952536239855614,0.014917161464318648
global_centered,angle_p50,0.01,33,34,specter2,-1,-0.02541846029383052,-0.016974723184051188
global_centered,angle_p50,0.01,33,34,scincl,-1,-0.027135667727331735,-0.014429070251725932
global_centered,angle_p50,0.01,33,34,scibert,0,-0.00018790359130110927,0.010389677993776927
global_centered,angle_p50,0.01,33,34,bert,0,-0.018721275154000343,-0.00037290249423850325
global_centered,angle_p50,0.01,33,34,mpnet,-1,-0.05577879941262445,-0.0485558382027221
global_centered,angle_p50,0.01,33,34,minilm,-1,-0.05534808464620353,-0.0476958724085834
global_centered,angle_p50,0.01,33,34,pubmedbert,0,-0.009058518988501227,0.007860926892715208
global_centered,angle_p50,0.01,33,34,biobert,0,-0.01721037465452206,-0.004721126290678841
global_centered,angle_p50,0.01,33,34,simcse,-1,-0.037818652719832736,-0.020653151257792504
global_centered,angle_p50,0.01,33,35,specter,-1,-0.17930766007800922,-0.15667159666840835
global_centered,angle_p50,0.01,33,35,specter2,-1,-0.09671798516325811,-0.08570828557069404
global_centered,angle_p50,0.01,33,35,scincl,-1,-0.21221418060321284,-0.19336216276436752
global_centered,angle_p50,0.01,33,35,scibert,-1,-0.05762752407080047,-0.043866327678360205
global_centered,angle_p50,0.01,33,35,bert,-1,-0.02945548257905543,-0.010694763558462031
global_centered,angle_p50,0.01,33,35,mpnet,-1,-0.15824440448315685,-0.14731041404934372
global_centered,angle_p50,0.01,33,35,minilm,-1,-0.1298867786834375,-0.11918261829964229
global_centered,angle_p50,0.01,33,35,pubmedbert,-1,-0.055601012393688615,-0.042880081723344746
global_centered,angle_p50,0.01,33,35,biobert,-1,-0.07127928217428976,-0.060118788612390714
global_centered,angle_p50,0.01,33,35,simcse,-1,-0.0735153767535511,-0.05957573691650518
global_centered,angle_p50,0.01,33,36,specter,1,0.020620760498498,0.03804476558877459
global_centered,angle_p50,0.01,33,36,specter2,1,0.023266440244316868,0.03260815581710761
global_centered,angle_p50,0.01,33,36,scincl,1,0.022057296970735517,0.034699720913096706
global_centered,angle_p50,0.01,33,36,scibert,1,0.024970597433424675,0.036664716283186384
global_centered,angle_p50,0.01,33,36,bert,1,0.018519108574500627,0.03271688568948643
global_centered,angle_p50,0.01,33,36,mpnet,0,-0.01831597351865014,-0.00799822693795309
global_centered,angle_p50,0.01,33,36,minilm,0,-0.013353636611985045,-0.0058765769323876615
global_centered,angle_p50,0.01,33,36,pubmedbert,1,0.0552058024157473,0.06812449793731531
global_centered,angle_p50,0.01,33,36,biobert,1,0.0386471773031665,0.0489126602566076
global_centered,angle_p50,0.01,33,36,simcse,1,0.012489479842869914,0.02238325245454071
global_centered,angle_p50,0.01,34,35,specter,-1,-0.18909544400047335,-0.16384495942677774
global_centered,angle_p50,0.01,34,35,specter2,-1,-0.07651957494414136,-0.06465399404638096
global_centered,angle_p50,0.01,34,35,scincl,-1,-0.19169545714532904,-0.1740774195755403
global_centered,angle_p50,0.01,34,35,scibert,-1,-0.06391619775057793,-0.04793286794404109
global_centered,angle_p50,0.01,34,35,bert,0,-0.022593792095675354,-0.0003668449724099455
global_centered,angle_p50,0.01,34,35,mpnet,-1,-0.1088369315648664,-0.09285003492690982
global_centered,angle_p50,0.01,34,35,minilm,-1,-0.08207926680956694,-0.06511388183225142
global_centered,angle_p50,0.01,34,35,pubmedbert,-1,-0.05670865903141252,-0.04040947511530982
global_centered,angle_p50,0.01,34,35,biobert,-1,-0.06413079248890502,-0.04747924254843443
global_centered,angle_p50,0.01,34,35,simcse,-1,-0.04781557377045242,-0.028390264889705894
global_centered,angle_p50,0.01,34,36,specter,1,0.016405806316058976,0.029053669439695975
global_centered,angle_p50,0.01,34,36,specter2,1,0.04411935739744732,0.051215769697725684
global_centered,angle_p50,0.01,34,36,scincl,1,0.041212771632403236,0.05192770626236931
global_centered,angle_p50,0.01,34,36,scibert,1,0.02000814416842087,0.033760539688491645
global_centered,angle_p50,0.01,34,36,bert,1,0.025906859911032754,0.045036683931189585
global_centered,angle_p50,0.01,34,36,mpnet,1,0.03309903060900119,0.04333442132790058
global_centered,angle_p50,0.01,34,36,minilm,1,0.0374639629631436,0.045709049911871955
global_centered,angle_p50,0.01,34,36,pubmedbert,1,0.051381954533268645,0.07039260553916944
global_centered,angle_p50,0.01,34,36,biobert,1,0.047277447185414746,0.06181540537834791
global_centered,angle_p50,0.01,34,36,simcse,1,0.038441101932682374,0.05607292060280628
global_centered,angle_p50,0.01,35,36,specter,1,0.1818230117220817,0.21158979044939633
global_centered,angle_p50,0.01,35,36,specter2,1,0.11147307552890126,0.12376146403121974
global_centered,angle_p50,0.01,35,36,scincl,1,0.22213192011974595,0.23769311762730871
global_centered,angle_p50,0.01,35,36,scibert,1,0.07463205711303765,0.09019897687530887
global_centered,angle_p50,0.01,35,36,bert,1,0.03720608725159679,0.05319483946673448
global_centered,angle_p50,0.01,35,36,mpnet,1,0.1323263273633777,0.14734060923210632
global_centered,angle_p50,0.01,35,36,minilm,1,0.10897827563457911,0.12131910411502617
global_centered,angle_p50,0.01,35,36,pubmedbert,1,0.10286983648139753,0.11782439837618533
global_centered,angle_p50,0.01,35,36,biobert,1,0.10242570491468714,0.11766031330507441
global_centered,angle_p50,0.01,35,36,simcse,1,0.07733587364241239,0.09510447509451762
global_centered,pr,0.01,11,12,specter,1,0.04400060750112835,0.10747225805029004
global_centered,pr,0.01,11,12,specter2,0,-0.006342691468167347,0.059568166297285494
global_centered,pr,0.01,11,12,scincl,0,-0.02868574871061276,0.07023715523817357
global_centered,pr,0.01,11,12,scibert,-1,-0.08698860258217928,-0.0294413167328461
global_centered,pr,0.01,11,12,bert,1,0.26024704706025503,0.32367255764170244
global_centered,pr,0.01,11,12,mpnet,1,0.2413746711844756,0.3065504679743046
global_centered,pr,0.01,11,12,minilm,1,0.20757913833126257,0.28141253963172347
global_centered,pr,0.01,11,12,pubmedbert,0,-0.07395241991333279,-0.00018326890056626403
global_centered,pr,0.01,11,12,biobert,-1,-0.2545166826208875,-0.19030583272646656
global_centered,pr,0.01,11,12,simcse,1,0.26377076206862793,0.3182375948056821
global_centered,pr,0.01,11,13,specter,1,0.47455833890038557,0.5442099034464394
global_centered,pr,0.01,11,13,specter2,1,0.11728098931864453,0.17107321950872773
global_centered,pr,0.01,11,13,scincl,1,0.3106879332617784,0.3825206410433731
global_centered,pr,0.01,11,13,scibert,1,0.06194827256640986,0.11312076554233043
global_centered,pr,0.01,11,13,bert,-1,-0.28825365874975417,-0.20948039237246713
global_centered,pr,0.01,11,13,mpnet,1,0.1719509240855577,0.24998492983413256
global_centered,pr,0.01,11,13,minilm,1,0.08317365170742573,0.1606039585254021
global_centered,pr,0.01,11,13,pubmedbert,1,0.09511044667916582,0.182205033427675
global_centered,pr,0.01,11,13,biobert,1,0.12172198880474584,0.18578197211679753
global_centered,pr,0.01,11,13,simcse,-1,-0.18906341158639886,-0.11552859668864761
global_centered,pr,0.01,11,14,specter,1,0.10733893701011837,0.16673617008373634
global_centered,pr,0.01,11,14,specter2,-1,-0.06849453182658602,-0.02272038513865992
global_centered,pr,0.01,11,14,scincl,1,0.19034340666707802,0.24400070770759405
global_centered,pr,0.01,11,14,scibert,-1,-0.1357856600098658,-0.050430830419060706
global_centered,pr,0.01,11,14,bert,1,0.09515287248017375,0.18398672137623634
global_centered,pr,0.01,11,14,mpnet,1,0.14290589455129352,0.215390460649862
global_centered,pr,0.01,11,14,minilm,1,0.10630552724328307,0.16079576672298607
global_centered,pr,0.01,11,14,pubmedbert,0,-0.04109136749671541,0.05075031869900021
global_centered,pr,0.01,11,14,biobert,-1,-0.10178021453022479,-0.04057269424493046
global_centered,pr,0.01,11,14,simcse,1,0.025390600584674794,0.07888577567492161
global_centered,pr,0.01,11,15,specter,-1,-0.3309309372041162,-0.2342464405113156
global_centered,pr,0.01,11,15,specter2,-1,-0.35150585686072794,-0.2651597908178813
global_centered,pr,0.01,11,15,scincl,-1,-0.35121273363085515,-0.23735773419380607
global_centered,pr,0.01,11,15,scibert,-1,-0.2196015039896524,-0.13720127235581597
global_centered,pr,0.01,11,15,bert,-1,-0.420013809157167,-0.3339903439804136
global_centered,pr,0.01,11,15,mpnet,-1,-0.5318431013425305,-0.4154290967325646
global_centered,pr,0.01,11,15,minilm,-1,-0.4046943042257326,-0.30069003580094744
global_centered,pr,0.01,11,15,pubmedbert,-1,-0.15108738313936232,-0.07942792311807785
global_centered,pr,0.01,11,15,biobert,-1,-0.2879991229166955,-0.21766016419374107
global_centered,pr,0.01,11,15,simcse,-1,-0.32407474694209176,-0.2527627654463531
global_centered,pr,0.01,11,16,specter,0,-0.09156058226609862,-0.008119129916087556
global_centered,pr,0.01,11,16,specter2,-1,-0.09304104089378985,-0.044092144505249155
global_centered,pr,0.01,11,16,scincl,1,0.04402255351475674,0.10765647572418205
global_centered,pr,0.01,11,16,scibert,-1,-0.2569007319689825,-0.175250741327438
global_centered,pr,0.01,11,16,bert,-1,-0.4136431788982779,-0.3509925459506905
global_centered,pr,0.01,11,16,mpnet,0,-0.05579626520145658,0.020759460527367036
global_centered,pr,0.01,11,16,minilm,0,-0.060325263849945146,0.007320529027048843
global_centered,pr,0.01,11,16,pubmedbert,-1,-0.1470620821394871,-0.04598481123626661
global_centered,pr,0.01,11,16,biobert,-1,-0.31972544506897704,-0.2566645586137761
global_centered,pr,0.01,11,16,simcse,-1,-0.3228241040727749,-0.24700320937135714
global_centered,pr,0.01,11,17,specter,1,0.43571670468654655,0.5003079067258267
global_centered,pr,0.01,11,17,specter2,-1,-0.19551012770042234,-0.14498341474653537
global_centered,pr,0.01,11,17,scincl,1,0.29209191193140716,0.34507840411549495
global_centered,pr,0.01,11,17,scibert,1,0.016845670541927572,0.0957727387604771
global_centered,pr,0.01,11,17,bert,-1,-0.09358871806145069,-0.013318390911092132
global_centered,pr,0.01,11,17,mpnet,1,0.3713082991624631,0.42894261445855725
global_centered,pr,0.01,11,17,minilm,1,0.1874826202218843,0.23713596524347097
global_centered,pr,0.01,11,17,pubmedbert,0,-0.029453947006444697,0.04484004710537077
global_centered,pr,0.01,11,17,biobert,-1,-0.2106151562982617,-0.1499453950541845
global_centered,pr,0.01,11,17,simcse,0,-0.07139174751681204,-0.0008012453197840975
global_centered,pr,0.01,11,18,specter,1,0.2983813367825542,0.37002438980037256
global_centered,pr,0.01,11,18,specter2,-1,-0.10724536087862706,-0.0536208830313877
global_centered,pr,0.01,11,18,scincl,1,0.17515129963061246,0.2508399467106456
global_centered,pr,0.01,11,18,scibert,0,0.002364467429182136,0.07773686687573696
global_centered,pr,0.01,11,18,bert,0,-0.06555362281642986,0.02817681045264822
global_centered,pr,0.01,11,18,mpnet,1,0.14636750856083452,0.21773658450518157
global_centered,pr,0.01,11,18,minilm,1,0.10551231929589051,0.1711509170119426
global_centered,pr,0.01,11,18,pubmedbert,0,0.006302795119229598,0.09018208355923626
global_centered,pr,0.01,11,18,biobert,-1,-0.14004298162165255,-0.06638280124379337
global_centered,pr,0.01,11,18,simcse,0,-0.04635580175402911,0.02730431789653169
global_centered,pr,0.01,11,19,specter,-1,-0.1816191329384883,-0.10127517608172559
global_centered,pr,0.01,11,19,specter2,-1,-0.10919752554685305,-0.059398693856148
global_centered,pr,0.01,11,19,scincl,-1,-0.23177191159905855,-0.16446148131106525
global_centered,pr,0.01,11,19,scibert,-1,-0.23366345138229,-0.16714957189961693
global_centered,pr,0.01,11,19,bert,-1,-0.1194821580301801,-0.051818731289132794
global_centered,pr,0.01,11,19,mpnet,-1,-0.20014851196944708,-0.13143799382091534
global_centered,pr,0.01,11,19,minilm,-1,-0.13670057553738943,-0.08668875844716664
global_centered,pr,0.01,11,19,pubmedbert,-1,-0.1330486398211562,-0.04236683272369641
global_centered,pr,0.01,11,19,biobert,-1,-0.2603438958103631,-0.19206210462581277
global_centered,pr,0.01,11,19,simcse,-1,-0.15059045759990744,-0.09936840325758806
global_centered,pr,0.01,11,20,specter,0,0.009421444568361276,0.08411216048650538
global_centered,pr,0.01,11,20,specter2,0,-0.04985004133398511,0.011138447313120569
