representation,metric,cutoff,field_a,field_b,model,direction,smallest_relative_difference,largest_relative_difference
global_centered,angle_p50,0.0,19,31,mpnet,0,-0.0026773746376787255,0.008167991051189158
global_centered,angle_p50,0.0,19,31,minilm,1,0.005095580430894137,0.014508947733643503
global_centered,angle_p50,0.0,19,31,pubmedbert,-1,-0.057122095814504115,-0.04529333726341878
global_centered,angle_p50,0.0,19,31,biobert,-1,-0.05971921473943586,-0.048124245399517665
global_centered,angle_p50,0.0,19,31,simcse,-1,-0.06145260012149839,-0.048773794793864574
global_centered,angle_p50,0.0,19,32,specter,1,0.03080767809238842,0.04630434801233682
global_centered,angle_p50,0.0,19,32,specter2,0,-0.012043714430197795,0.0014299774053789839
global_centered,angle_p50,0.0,19,32,scincl,1,0.03818286979964207,0.055838911217969786
global_centered,angle_p50,0.0,19,32,scibert,0,-9.238845386862072e-05,0.00791739909542944
global_centered,angle_p50,0.0,19,32,bert,-1,-0.05834973577755619,-0.04583186546231025
global_centered,angle_p50,0.0,19,32,mpnet,1,0.016398511213372675,0.025621187531533945
global_centered,angle_p50,0.0,19,32,minilm,1,0.017700641224170515,0.026510159015209457
global_centered,angle_p50,0.0,19,32,pubmedbert,1,0.01718525315842207,0.02759715520502244
global_centered,angle_p50,0.0,19,32,biobert,1,0.002101120144768181,0.012094076669382935
global_centered,angle_p50,0.0,19,32,simcse,-1,-0.026873214443347844,-0.019030646686475226
global_centered,angle_p50,0.0,19,33,specter,1,0.0208494319533042,0.038695838172925594
global_centered,angle_p50,0.0,19,33,specter2,0,-0.007424212990169814,0.002348520951850557
global_centered,angle_p50,0.0,19,33,scincl,1,0.042074775080686404,0.06102237236146278
global_centered,angle_p50,0.0,19,33,scibert,-1,-0.018948682535730208,-0.005744272167375222
global_centered,angle_p50,0.0,19,33,bert,-1,-0.04695723391364711,-0.03157423876034092
global_centered,angle_p50,0.0,19,33,mpnet,1,0.02929604774274457,0.03602252225999108
global_centered,angle_p50,0.0,19,33,minilm,1,0.027977888636992028,0.035679190392268946
global_centered,angle_p50,0.0,19,33,pubmedbert,-1,-0.025411681828253832,-0.009647354331590294
global_centered,angle_p50,0.0,19,33,biobert,-1,-0.015745306888036763,-0.0050021435693500685
global_centered,angle_p50,0.0,19,33,simcse,-1,-0.025144689511935412,-0.0139487982337116
global_centered,angle_p50,0.0,19,34,specter,1,0.029852024904637217,0.04573545622798597
global_centered,angle_p50,0.0,19,34,specter2,-1,-0.026887028425192024,-0.0189760706783248
global_centered,angle_p50,0.0,19,34,scincl,1,0.021614695379008807,0.03910463337230366
global_centered,angle_p50,0.0,19,34,scibert,0,-0.01498207483828776,0.0015962934376288647
global_centered,angle_p50,0.0,19,34,bert,-1,-0.059577158581107924,-0.03214332472799666
global_centered,angle_p50,0.0,19,34,mpnet,-1,-0.022801726615030982,-0.015571880989135813
global_centered,angle_p50,0.0,19,34,minilm,-1,-0.022951309913923388,-0.012397870561215924
global_centered,angle_p50,0.0,19,34,pubmedbert,-1,-0.027571434048886616,-0.005127669964613733
global_centered,angle_p50,0.0,19,34,biobert,-1,-0.02926335792957152,-0.011490733461016624
global_centered,angle_p50,0.0,19,34,simcse,-1,-0.05898317872454369,-0.03842745741720648
global_centered,angle_p50,0.0,19,35,specter,-1,-0.15234061850413397,-0.12348652974248372
global_centered,angle_p50,0.0,19,35,specter2,-1,-0.10052908081413771,-0.0879136305848154
global_centered,angle_p50,0.0,19,35,scincl,-1,-0.1661432637329689,-0.14351743253262894
global_centered,angle_p50,0.0,19,35,scibert,-1,-0.07082837733248722,-0.053136338320623075
global_centered,angle_p50,0.0,19,35,bert,-1,-0.06738785469028008,-0.047538493447155154
global_centered,angle_p50,0.0,19,35,mpnet,-1,-0.12899381837827392,-0.11511850616052918
global_centered,angle_p50,0.0,19,35,minilm,-1,-0.10062560844548643,-0.08696133524397223
global_centered,angle_p50,0.0,19,35,pubmedbert,-1,-0.07393564366172738,-0.05444054213885521
global_centered,angle_p50,0.0,19,35,biobert,-1,-0.08246252844295217,-0.06755782035581029
global_centered,angle_p50,0.0,19,35,simcse,-1,-0.09728067653060846,-0.07918132763962846
global_centered,angle_p50,0.0,19,36,specter,1,0.05064684185212046,0.06992051325320633
global_centered,angle_p50,0.0,19,36,specter2,1,0.020055856031866225,0.03143467516783415
global_centered,angle_p50,0.0,19,36,scincl,1,0.07204144360233816,0.08998526303173059
global_centered,angle_p50,0.0,19,36,scibert,1,0.01675451216068857,0.027013843219455578
global_centered,angle_p50,0.0,19,36,bert,-1,-0.01636323981976399,-0.002301953997978068
global_centered,angle_p50,0.0,19,36,mpnet,1,0.014732456992391904,0.025813988326805277
global_centered,angle_p50,0.0,19,36,minilm,1,0.018286051453287662,0.028958942261128193
global_centered,angle_p50,0.0,19,36,pubmedbert,1,0.04076856895411001,0.053361827893495146
global_centered,angle_p50,0.0,19,36,biobert,1,0.029864812582579,0.04214645019872536
global_centered,angle_p50,0.0,19,36,simcse,0,-0.005590134711541864,0.0028502190477096073
global_centered,angle_p50,0.0,20,21,specter,1,0.03788345524683487,0.056461723052634076
global_centered,angle_p50,0.0,20,21,specter2,1,0.002387710558295609,0.012546723235372741
global_centered,angle_p50,0.0,20,21,scincl,1,0.023260974461245438,0.03854072658830425
global_centered,angle_p50,0.0,20,21,scibert,1,0.030041924797162584,0.04187591184541265
global_centered,angle_p50,0.0,20,21,bert,1,0.04138075710649659,0.05969048454525141
global_centered,angle_p50,0.0,20,21,mpnet,1,0.007172670440012383,0.016852427859074818
global_centered,angle_p50,0.0,20,21,minilm,1,0.008847037500959715,0.01771597470041363
global_centered,angle_p50,0.0,20,21,pubmedbert,1,0.04775768453510838,0.058916455099541534
global_centered,angle_p50,0.0,20,21,biobert,1,0.03554593859885554,0.045541357805103704
global_centered,angle_p50,0.0,20,21,simcse,1,0.028475056052378378,0.04107034823458858
global_centered,angle_p50,0.0,20,22,specter,1,0.07000672897224755,0.08089879460493701
global_centered,angle_p50,0.0,20,22,specter2,1,0.02122238105370749,0.030378661291614185
global_centered,angle_p50,0.0,20,22,scincl,1,0.05798617366800859,0.07040033753292411
global_centered,angle_p50,0.0,20,22,scibert,1,0.019357346583783516,0.03009835499976412
global_centered,angle_p50,0.0,20,22,bert,1,0.005722213498833897,0.02258354863395093
global_centered,angle_p50,0.0,20,22,mpnet,1,0.03148677474254049,0.03735476083913922
global_centered,angle_p50,0.0,20,22,minilm,1,0.03234885374411593,0.039013768096797866
global_centered,angle_p50,0.0,20,22,pubmedbert,1,0.014551821941081596,0.027904835909145297
global_centered,angle_p50,0.0,20,22,biobert,1,0.011235329761544507,0.021532651698388444
global_centered,angle_p50,0.0,20,22,simcse,1,0.021338423440296347,0.032888768440113
global_centered,angle_p50,0.0,20,23,specter,1,0.050687692613028495,0.064366370227195
global_centered,angle_p50,0.0,20,23,specter2,1,0.047087147484281715,0.054603183050499014
global_centered,angle_p50,0.0,20,23,scincl,1,0.047388879407294526,0.06418317386822382
global_centered,angle_p50,0.0,20,23,scibert,1,0.052927594336836276,0.06108068906160373
global_centered,angle_p50,0.0,20,23,bert,1,0.08739312645234656,0.10130672718312952
global_centered,angle_p50,0.0,20,23,mpnet,1,0.02478160918778759,0.03367009255572978
global_centered,angle_p50,0.0,20,23,minilm,1,0.019570996285236474,0.02879294857478274
global_centered,angle_p50,0.0,20,23,pubmedbert,1,0.07002274911330668,0.0787688580029258
global_centered,angle_p50,0.0,20,23,biobert,1,0.057083710657544556,0.06492448066219209
global_centered,angle_p50,0.0,20,23,simcse,1,0.06282392760623641,0.07472717621617335
global_centered,angle_p50,0.0,20,24,specter,1,0.010162570228493624,0.023681820661982534
global_centered,angle_p50,0.0,20,24,specter2,-1,-0.018867099740647358,-0.009056340084678146
global_centered,angle_p50,0.0,20,24,scincl,-1,-0.025105052150562916,-0.013187143316173447
global_centered,angle_p50,0.0,20,24,scibert,-1,-0.01901771227454299,-0.008601989146709219
global_centered,angle_p50,0.0,20,24,bert,-1,-0.13045854779238392,-0.10504419013147766
global_centered,angle_p50,0.0,20,24,mpnet,-1,-0.025784203658417597,-0.017698366823097528
global_centered,angle_p50,0.0,20,24,minilm,-1,-0.029407933346098585,-0.020767564823425105
global_centered,angle_p50,0.0,20,24,pubmedbert,-1,-0.03771874054740442,-0.02125830366456836
global_centered,angle_p50,0.0,20,24,biobert,-1,-0.04665834683555842,-0.031208347444771422
global_centered,angle_p50,0.0,20,24,simcse,-1,-0.03208825716624608,-0.014684067099045425
global_centered,angle_p50,0.0,20,25,specter,0,-0.012583396751035853,0.0016032766672378022
global_centered,angle_p50,0.0,20,25,specter2,0,-0.008313064888006708,0.00012535317144834275
global_centered,angle_p50,0.0,20,25,scincl,0,-0.004490468618764842,0.006535834603588742
global_centered,angle_p50,0.0,20,25,scibert,-1,-0.024878101692359104,-0.013936316414099557
global_centered,angle_p50,0.0,20,25,bert,-1,-0.09306498697548499,-0.0745015496841953
global_centered,angle_p50,0.0,20,25,mpnet,-1,-0.025359081050420226,-0.019467696771138823
global_centered,angle_p50,0.0,20,25,minilm,-1,-0.009484395104784486,-0.00464381452982244
global_centered,angle_p50,0.0,20,25,pubmedbert,-1,-0.01953892400871379,-0.0066261427693557915
global_centered,angle_p50,0.0,20,25,biobert,-1,-0.02667454323672707,-0.01572481174109428
global_centered,angle_p50,0.0,20,25,simcse,-1,-0.04207509134037715,-0.03027219238532783
global_centered,angle_p50,0.0,20,26,specter,0,-0.012996879727773759,0.00808286761917592
global_centered,angle_p50,0.0,20,26,specter2,0,-0.008194107914346107,0.00700669209418739
global_centered,angle_p50,0.0,20,26,scincl,0,-0.006609257866582334,0.014082883730229399
global_centered,angle_p50,0.0,20,26,scibert,-1,-0.042676259753170756,-0.029163984715050786
global_centered,angle_p50,0.0,20,26,bert,-1,-0.1875690140923048,-0.14999671953046392
global_centered,angle_p50,0.0,20,26,mpnet,1,0.016883955745432805,0.024697510523584185
global_centered,angle_p50,0.0,20,26,minilm,1,0.011326440397972634,0.019952574952256105
global_centered,angle_p50,0.0,20,26,pubmedbert,-1,-0.11908144266299568,-0.09377248166807418
global_centered,angle_p50,0.0,20,26,biobert,-1,-0.13867889795918115,-0.11097938158112933
global_centered,angle_p50,0.0,20,26,simcse,-1,-0.059951430966060267,-0.043587598733143426
global_centered,angle_p50,0.0,20,27,specter,1,0.07426099875735592,0.08500762273871272
global_centered,angle_p50,0.0,20,27,specter2,1,0.03778751759753202,0.044608628451855856
global_centered,angle_p50,0.0,20,27,scincl,1,0.06089150027621864,0.0705702952148784
global_centered,angle_p50,0.0,20,27,scibert,1,0.021004558779156024,0.0322768470928298
global_centered,angle_p50,0.0,20,27,bert,-1,-0.025431984382483497,-0.010062482610304712
global_centered,angle_p50,0.0,20,27,mpnet,1,0.03043257915011501,0.0370970028783643
global_centered,angle_p50,0.0,20,27,minilm,1,0.02449149214613948,0.030295250562192056
global_centered,angle_p50,0.0,20,27,pubmedbert,1,0.0029583267832083487,0.017522126911612007
global_centered,angle_p50,0.0,20,27,biobert,1,0.0005356935297608725,0.013651043223870308
global_centered,angle_p50,0.0,20,27,simcse,0,-0.00785154635172109,0.0037138585706298134
global_centered,angle_p50,0.0,20,28,specter,1,0.04755467112191358,0.05898215617113753
global_centered,angle_p50,0.0,20,28,specter2,1,0.006592720129611198,0.01223121880745062
global_centered,angle_p50,0.0,20,28,scincl,1,0.037736775497176224,0.047001415607985805
global_centered,angle_p50,0.0,20,28,scibert,1,0.02118783075494007,0.02982985722882687
global_centered,angle_p50,0.0,20,28,bert,0,-0.010114082083727192,0.007170764443860269
global_centered,angle_p50,0.0,20,28,mpnet,1,0.0015771493532062285,0.00661280865977802
global_centered,angle_p50,0.0,20,28,minilm,0,-0.005141151710219949,0.002000656890946251
global_centered,angle_p50,0.0,20,28,pubmedbert,1,0.0264668077282791,0.03695885089737678
global_centered,angle_p50,0.0,20,28,biobert,1,0.016437071879089337,0.026285410790587715
global_centered,angle_p50,0.0,20,28,simcse,1,0.0049512532964050915,0.01707291021909305
global_centered,angle_p50,0.0,20,29,specter,1,0.06968533693987686,0.08351646053870015
global_centered,angle_p50,0.0,20,29,specter2,1,0.03088524430609065,0.04059944760930121
global_centered,angle_p50,0.0,20,29,scincl,1,0.047670381725798225,0.06133147413681392
global_centered,angle_p50,0.0,20,29,scibert,1,0.034619823804729104,0.047461616901139404
global_centered,angle_p50,0.0,20,29,bert,1,0.03937034118413132,0.06055487828778819
global_centered,angle_p50,0.0,20,29,mpnet,1,0.009350043213782987,0.01857155355189328
global_centered,angle_p50,0.0,20,29,minilm,1,0.01498815733700672,0.024463536309564583
global_centered,angle_p50,0.0,20,29,pubmedbert,1,0.02336070638479151,0.042909982989391804
global_centered,angle_p50,0.0,20,29,biobert,1,0.02788843862618377,0.04191544698424529
global_centered,angle_p50,0.0,20,29,simcse,1,0.027517069838542196,0.042075235013700224
global_centered,angle_p50,0.0,20,30,specter,1,0.053673498437443776,0.0656557152057374
global_centered,angle_p50,0.0,20,30,specter2,0,-0.008852147040566855,0.0034164633651457554
global_centered,angle_p50,0.0,20,30,scincl,1,0.019136821429185477,0.03403744357189282
global_centered,angle_p50,0.0,20,30,scibert,1,0.027510692946669687,0.03927624590596805
global_centered,angle_p50,0.0,20,30,bert,1,0.0019335174397087519,0.020125784112098498
global_centered,angle_p50,0.0,20,30,mpnet,-1,-0.02779028564815798,-0.017750046017247303
global_centered,angle_p50,0.0,20,30,minilm,-1,-0.01884249448774543,-0.010604339390916056
global_centered,angle_p50,0.0,20,30,pubmedbert,1,0.028998465933168825,0.04342364766369445
global_centered,angle_p50,0.0,20,30,biobert,1,0.025222998963628226,0.03823965691484608
global_centered,angle_p50,0.0,20,30,simcse,1,0.016911839932172473,0.02938547923041001
global_centered,angle_p50,0.0,20,31,specter,1,0.014643494471440035,0.026015367224690687
global_centered,angle_p50,0.0,20,31,specter2,0,-0.004439927595352787,0.0033143555942602592
global_centered,angle_p50,0.0,20,31,scincl,-1,-0.03283761295909738,-0.021105680440195295
global_centered,angle_p50,0.0,20,31,scibert,-1,-0.034109724598805534,-0.02335702292926428
global_centered,angle_p50,0.0,20,31,bert,-1,-0.09710479189044434,-0.07515543512091499
global_centered,angle_p50,0.0,20,31,mpnet,-1,-0.020554435198316737,-0.013411274579946978
global_centered,angle_p50,0.0,20,31,minilm,-1,-0.01417085581823532,-0.0074083349704106485
global_centered,angle_p50,0.0,20,31,pubmedbert,-1,-0.050751083870428586,-0.039967786244700994
global_centered,angle_p50,0.0,20,31,biobert,-1,-0.04988161023723191,-0.03999577183236298
global_centered,angle_p50,0.0,20,31,simcse,-1,-0.03219875200966435,-0.017094716367769942
global_centered,angle_p50,0.0,20,32,specter,1,0.016909882858859682,0.02858119395199003
global_centered,angle_p50,0.0,20,32,specter2,0,-0.00845962499698947,0.0015145335972407217
global_centered,angle_p50,0.0,20,32,scincl,1,0.01057810751640857,0.02321487363676289
global_centered,angle_p50,0.0,20,32,scibert,1,0.005030509695482325,0.01738780243093188
global_centered,angle_p50,0.0,20,32,bert,-1,-0.0256873202635781,-0.004124539476756681
global_centered,angle_p50,0.0,20,32,mpnet,0,-0.0032305549386481705,0.004001375139452307
global_centered,angle_p50,0.0,20,32,minilm,0,-0.002052065468956099,0.005176407827663221
global_centered,angle_p50,0.0,20,32,pubmedbert,1,0.022288985926387252,0.036996208401640376
global_centered,angle_p50,0.0,20,32,biobert,1,0.010791174843117432,0.02295572690986262
global_centered,angle_p50,0.0,20,32,simcse,1,0.0012050630556463453,0.01532803037577566
global_centered,angle_p50,0.0,20,33,specter,1,0.008745382019539635,0.025853791349011626
