metric,cutoff,field_a,field_b,model_a,model_b,original_direction_a,original_direction_b,centered_direction_a,centered_direction_b,same_directions,both_reversed
angle_p50,0.0,11,12,specter,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter2,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter2,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter2,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scincl,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scincl,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scincl,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scincl,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scincl,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scibert,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scibert,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scibert,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scibert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,12,scibert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,13,specter,specter2,1,-1,1,0,False,False
angle_p50,0.0,11,13,specter,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,specter,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,specter,simcse,1,-1,1,0,False,False
angle_p50,0.0,11,13,specter2,scincl,-1,1,0,1,False,False
angle_p50,0.0,11,13,specter2,mpnet,-1,1,0,1,False,False
angle_p50,0.0,11,13,specter2,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,13,scincl,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,scincl,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,scincl,simcse,1,-1,1,0,False,False
angle_p50,0.0,11,13,bert,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,13,bert,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,13,mpnet,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,mpnet,simcse,1,-1,1,0,False,False
angle_p50,0.0,11,13,minilm,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,13,minilm,simcse,1,-1,1,0,False,False
angle_p50,0.0,11,14,specter,scincl,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,specter,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,specter2,scincl,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,scincl,scibert,1,-1,-1,-1,False,False
angle_p50,0.0,11,14,scincl,bert,1,-1,-1,-1,False,False
angle_p50,0.0,11,14,scincl,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,11,14,scincl,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,14,scibert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,bert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,mpnet,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,14,pubmedbert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,15,specter,minilm,-1,1,0,0,False,False
angle_p50,0.0,11,15,specter2,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,15,scincl,minilm,-1,1,0,0,False,False
angle_p50,0.0,11,15,scibert,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,15,bert,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,15,minilm,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,15,minilm,biobert,1,-1,0,-1,False,False
angle_p50,0.0,11,15,minilm,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,16,specter,pubmedbert,-1,1,0,-1,False,False
angle_p50,0.0,11,16,specter,biobert,-1,1,0,-1,False,False
angle_p50,0.0,11,16,specter2,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,scincl,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,scincl,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,scibert,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,scibert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,bert,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,bert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,mpnet,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,mpnet,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,minilm,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,minilm,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,16,pubmedbert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,16,biobert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,17,specter,scibert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,specter,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,specter,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,specter2,scibert,1,-1,-1,-1,False,False
angle_p50,0.0,11,17,specter2,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,17,specter2,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,11,17,scincl,scibert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,scincl,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,scincl,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,scibert,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,17,scibert,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,17,mpnet,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,mpnet,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,minilm,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,17,minilm,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,18,specter,scincl,-1,1,1,1,False,False
angle_p50,0.0,11,18,specter,mpnet,-1,1,1,1,False,False
angle_p50,0.0,11,18,specter,minilm,-1,1,1,1,False,False
angle_p50,0.0,11,18,specter,simcse,-1,1,1,-1,False,True
angle_p50,0.0,11,18,specter2,scincl,-1,1,0,1,False,False
angle_p50,0.0,11,18,specter2,mpnet,-1,1,0,1,False,False
angle_p50,0.0,11,18,specter2,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,18,specter2,simcse,-1,1,0,-1,False,False
angle_p50,0.0,11,18,scincl,scibert,1,-1,1,0,False,False
angle_p50,0.0,11,18,scincl,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,11,18,scibert,mpnet,-1,1,0,1,False,False
angle_p50,0.0,11,18,scibert,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,18,scibert,simcse,-1,1,0,-1,False,False
angle_p50,0.0,11,18,mpnet,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,11,18,minilm,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,11,18,pubmedbert,simcse,-1,1,0,-1,False,False
angle_p50,0.0,11,19,specter,specter2,-1,1,-1,-1,False,False
angle_p50,0.0,11,19,specter,bert,-1,1,-1,0,False,False
angle_p50,0.0,11,19,specter,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,19,specter,simcse,-1,1,-1,0,False,False
angle_p50,0.0,11,19,specter2,scincl,1,-1,-1,-1,False,False
angle_p50,0.0,11,19,specter2,scibert,1,-1,-1,-1,False,False
angle_p50,0.0,11,19,specter2,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,19,scincl,bert,-1,1,-1,0,False,False
angle_p50,0.0,11,19,scincl,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,19,scincl,simcse,-1,1,-1,0,False,False
angle_p50,0.0,11,19,scibert,bert,-1,1,-1,0,False,False
angle_p50,0.0,11,19,scibert,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,19,scibert,simcse,-1,1,-1,0,False,False
angle_p50,0.0,11,19,bert,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,19,mpnet,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,19,pubmedbert,simcse,-1,1,-1,0,False,False
angle_p50,0.0,11,20,specter,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,specter,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,20,specter,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,20,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,specter,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,specter2,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,specter2,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,20,specter2,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,20,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,scibert,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,scibert,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,20,scibert,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,20,scibert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,scibert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,bert,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,20,mpnet,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,20,minilm,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,20,pubmedbert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,20,pubmedbert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,21,specter,scincl,-1,1,1,1,False,False
angle_p50,0.0,11,21,specter,bert,-1,1,1,0,False,False
angle_p50,0.0,11,21,specter,mpnet,-1,1,1,1,False,False
angle_p50,0.0,11,21,specter,minilm,-1,1,1,1,False,False
angle_p50,0.0,11,21,specter,simcse,-1,1,1,0,False,False
angle_p50,0.0,11,22,specter,scibert,1,-1,1,0,False,False
angle_p50,0.0,11,22,specter,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,22,specter2,scibert,1,-1,-1,0,False,False
angle_p50,0.0,11,22,specter2,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,22,scincl,scibert,1,-1,1,0,False,False
angle_p50,0.0,11,22,scincl,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,22,scibert,mpnet,-1,1,0,1,False,False
angle_p50,0.0,11,22,scibert,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,22,scibert,simcse,-1,1,0,0,False,False
angle_p50,0.0,11,22,mpnet,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,22,minilm,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,22,pubmedbert,simcse,-1,1,-1,0,False,False
angle_p50,0.0,11,23,specter,scincl,-1,1,1,1,False,False
angle_p50,0.0,11,23,specter,bert,-1,1,1,1,False,False
angle_p50,0.0,11,23,specter,mpnet,-1,1,1,1,False,False
angle_p50,0.0,11,23,specter,minilm,-1,1,1,1,False,False
angle_p50,0.0,11,23,specter,simcse,-1,1,1,1,False,False
angle_p50,0.0,11,25,specter,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,25,scincl,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,25,scibert,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,25,bert,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,25,minilm,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,25,minilm,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,11,25,minilm,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,26,specter,scincl,-1,1,-1,0,False,False
angle_p50,0.0,11,26,specter,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,specter,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,26,specter,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,26,specter,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,specter2,scincl,-1,1,-1,0,False,False
angle_p50,0.0,11,26,specter2,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,specter2,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,26,specter2,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,26,specter2,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,26,scincl,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,26,bert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,26,mpnet,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,26,minilm,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,26,pubmedbert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,26,biobert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,27,specter,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,specter,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,specter,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,27,specter2,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,specter2,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,specter2,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,27,scincl,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,scincl,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,scincl,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,27,bert,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,27,bert,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,27,mpnet,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,mpnet,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,27,minilm,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,27,minilm,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,28,specter,specter2,-1,1,1,-1,False,True
angle_p50,0.0,11,28,specter,scincl,-1,1,1,1,False,False
angle_p50,0.0,11,28,specter,mpnet,-1,1,1,0,False,False
angle_p50,0.0,11,28,specter,minilm,-1,1,1,0,False,False
angle_p50,0.0,11,28,specter2,scibert,1,-1,-1,0,False,False
angle_p50,0.0,11,28,specter2,bert,1,-1,-1,-1,False,False
angle_p50,0.0,11,28,specter2,pubmedbert,1,-1,-1,-1,False,False
angle_p50,0.0,11,28,specter2,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,11,28,specter2,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,28,scincl,scibert,1,-1,1,0,False,False
angle_p50,0.0,11,28,scincl,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,28,scincl,pubmedbert,1,-1,1,-1,True,False
angle_p50,0.0,11,28,scincl,biobert,1,-1,1,-1,True,False
angle_p50,0.0,11,28,scincl,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,28,scibert,mpnet,-1,1,0,0,False,False
angle_p50,0.0,11,28,scibert,minilm,-1,1,0,0,False,False
angle_p50,0.0,11,28,bert,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,28,bert,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,28,mpnet,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,28,mpnet,biobert,1,-1,0,-1,False,False
angle_p50,0.0,11,28,mpnet,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,28,minilm,pubmedbert,1,-1,0,-1,False,False
angle_p50,0.0,11,28,minilm,biobert,1,-1,0,-1,False,False
angle_p50,0.0,11,28,minilm,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,29,specter,specter2,1,-1,1,0,False,False
angle_p50,0.0,11,29,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,11,29,specter,biobert,1,-1,1,0,False,False
angle_p50,0.0,11,29,specter2,scincl,-1,1,0,1,False,False
angle_p50,0.0,11,29,specter2,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,29,scincl,bert,1,-1,1,0,False,False
angle_p50,0.0,11,29,scincl,biobert,1,-1,1,0,False,False
angle_p50,0.0,11,29,bert,minilm,-1,1,0,1,False,False
angle_p50,0.0,11,29,minilm,biobert,1,-1,1,0,False,False
angle_p50,0.0,11,30,specter,specter2,1,-1,1,-1,True,False
angle_p50,0.0,11,30,specter,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,30,specter,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,11,30,specter,minilm,1,-1,1,-1,True,False
angle_p50,0.0,11,30,specter,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,30,specter2,scibert,-1,1,-1,1,True,False
angle_p50,0.0,11,30,specter2,pubmedbert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,specter2,biobert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,scibert,bert,1,-1,1,-1,True,False
angle_p50,0.0,11,30,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,11,30,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,11,30,scibert,simcse,1,-1,1,-1,True,False
angle_p50,0.0,11,30,bert,pubmedbert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,bert,biobert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,mpnet,pubmedbert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,mpnet,biobert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,minilm,pubmedbert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,minilm,biobert,-1,1,-1,0,False,False
angle_p50,0.0,11,30,pubmedbert,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,30,biobert,simcse,1,-1,0,-1,False,False
angle_p50,0.0,11,31,specter,specter2,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,specter,scincl,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,specter,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,specter,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,specter2,scibert,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,specter2,bert,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,specter2,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,scincl,scibert,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,scincl,bert,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,scincl,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,scibert,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,scibert,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,bert,mpnet,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,bert,minilm,-1,1,-1,-1,False,False
angle_p50,0.0,11,31,mpnet,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,31,minilm,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,11,32,specter,scincl,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,32,specter,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,32,specter2,scincl,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter2,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter2,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,32,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,32,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,32,scincl,bert,1,-1,0,-1,False,False
angle_p50,0.0,11,32,bert,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,11,32,bert,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,32,bert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,32,bert,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter,scincl,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter2,scincl,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter2,bert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter2,mpnet,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter2,minilm,-1,1,-1,1,True,False
angle_p50,0.0,11,33,specter2,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,11,33,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,11,36,specter,scincl,-1,1,0,1,False,False
angle_p50,0.0,11,36,specter,minilm,-1,1,0,0,False,False
angle_p50,0.0,11,36,specter,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,11,36,specter,biobert,-1,1,0,1,False,False
angle_p50,0.0,11,36,specter,simcse,-1,1,0,0,False,False
angle_p50,0.0,11,36,specter2,scincl,-1,1,-1,1,True,False
angle_p50,0.0,11,36,specter2,minilm,-1,1,-1,0,False,False
angle_p50,0.0,11,36,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,11,36,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,11,36,specter2,simcse,-1,1,-1,0,False,False
angle_p50,0.0,12,13,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,12,13,specter,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,13,specter,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,13,specter2,bert,1,-1,1,0,False,False
angle_p50,0.0,12,13,specter2,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,13,specter2,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,13,scincl,bert,1,-1,1,0,False,False
angle_p50,0.0,12,13,scincl,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,13,scincl,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,13,scibert,bert,1,-1,1,0,False,False
angle_p50,0.0,12,13,scibert,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,13,scibert,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,13,bert,mpnet,-1,1,0,1,False,False
angle_p50,0.0,12,13,mpnet,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,13,mpnet,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,12,14,specter,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,14,specter,minilm,1,-1,1,0,False,False
angle_p50,0.0,12,14,specter,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,14,specter2,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter2,bert,1,-1,1,0,False,False
angle_p50,0.0,12,14,specter2,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,14,specter2,minilm,1,-1,1,0,False,False
angle_p50,0.0,12,14,specter2,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter2,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,14,specter2,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,14,scincl,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,14,scincl,bert,1,-1,1,0,False,False
angle_p50,0.0,12,14,scincl,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,14,scincl,minilm,1,-1,1,0,False,False
angle_p50,0.0,12,14,scincl,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,14,scincl,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,14,scincl,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,15,specter,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,12,15,specter,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,15,specter,minilm,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter2,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter2,bert,1,-1,1,0,False,False
angle_p50,0.0,12,15,specter2,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,15,specter2,minilm,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter2,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter2,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,15,specter2,simcse,1,-1,1,1,False,False
angle_p50,0.0,12,16,specter,scincl,1,-1,1,1,False,False
angle_p50,0.0,12,16,specter,bert,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter,minilm,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,16,specter,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter2,scincl,1,-1,1,1,False,False
angle_p50,0.0,12,16,specter2,bert,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter2,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter2,minilm,1,-1,1,-1,True,False
angle_p50,0.0,12,16,specter2,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,16,specter2,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,16,scincl,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,12,16,bert,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,12,16,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,12,16,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,12,16,pubmedbert,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,16,pubmedbert,simcse,1,-1,1,-1,True,False
angle_p50,0.0,12,17,specter,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,17,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,12,17,specter,pubmedbert,1,-1,1,1,False,False
angle_p50,0.0,12,17,specter,biobert,1,-1,1,1,False,False
angle_p50,0.0,12,17,specter,simcse,1,-1,1,0,False,False
angle_p50,0.0,12,17,specter2,scibert,1,-1,1,1,False,False
angle_p50,0.0,12,17,specter2,bert,1,-1,1,0,False,False
