metric,cutoff,field_a,field_b,model_a,model_b,original_direction_a,original_direction_b,centered_direction_a,centered_direction_b,same_directions,both_reversed
angle_p50,0.0,16,33,specter2,bert,-1,1,0,1,False,False
angle_p50,0.0,16,33,specter2,mpnet,-1,1,0,1,False,False
angle_p50,0.0,16,33,specter2,minilm,-1,1,0,1,False,False
angle_p50,0.0,16,33,specter2,biobert,-1,1,0,1,False,False
angle_p50,0.0,16,33,specter2,simcse,-1,1,0,1,False,False
angle_p50,0.0,16,33,scincl,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,16,33,bert,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,16,33,mpnet,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,16,33,minilm,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,16,33,pubmedbert,biobert,-1,1,0,1,False,False
angle_p50,0.0,16,33,pubmedbert,simcse,-1,1,0,1,False,False
angle_p50,0.0,16,34,specter,specter2,1,-1,0,-1,False,False
angle_p50,0.0,16,34,specter,scibert,1,-1,0,1,False,False
angle_p50,0.0,16,34,specter,bert,1,-1,0,1,False,False
angle_p50,0.0,16,34,specter,minilm,1,-1,0,-1,False,False
angle_p50,0.0,16,34,specter,pubmedbert,1,-1,0,0,False,False
angle_p50,0.0,16,34,specter,biobert,1,-1,0,0,False,False
angle_p50,0.0,16,34,specter2,scincl,-1,1,-1,1,True,False
angle_p50,0.0,16,34,scincl,scibert,1,-1,1,1,False,False
angle_p50,0.0,16,34,scincl,bert,1,-1,1,1,False,False
angle_p50,0.0,16,34,scincl,minilm,1,-1,1,-1,True,False
angle_p50,0.0,16,34,scincl,pubmedbert,1,-1,1,0,False,False
angle_p50,0.0,16,34,scincl,biobert,1,-1,1,0,False,False
angle_p50,0.0,16,36,specter,specter2,1,-1,1,1,False,False
angle_p50,0.0,16,36,specter2,scincl,-1,1,1,1,False,False
angle_p50,0.0,16,36,specter2,scibert,-1,1,1,1,False,False
angle_p50,0.0,16,36,specter2,bert,-1,1,1,1,False,False
angle_p50,0.0,16,36,specter2,mpnet,-1,1,1,1,False,False
angle_p50,0.0,16,36,specter2,minilm,-1,1,1,1,False,False
angle_p50,0.0,16,36,specter2,simcse,-1,1,1,1,False,False
angle_p50,0.0,17,18,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,18,specter2,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,18,scincl,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,18,mpnet,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,18,minilm,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,19,specter,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,19,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,19,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,19,specter2,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,19,specter2,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,19,specter2,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,19,scincl,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,19,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,19,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,19,scibert,mpnet,1,-1,0,-1,False,False
angle_p50,0.0,17,19,scibert,minilm,1,-1,0,-1,False,False
angle_p50,0.0,17,19,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,19,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,19,mpnet,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,19,minilm,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,20,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter,simcse,-1,1,-1,0,False,False
angle_p50,0.0,17,20,specter2,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,20,specter2,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,specter2,simcse,-1,1,-1,0,False,False
angle_p50,0.0,17,20,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,20,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,scincl,simcse,-1,1,-1,0,False,False
angle_p50,0.0,17,20,scibert,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,17,20,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,20,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,20,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,20,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,mpnet,simcse,-1,1,-1,0,False,False
angle_p50,0.0,17,20,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,20,minilm,simcse,-1,1,-1,0,False,False
angle_p50,0.0,17,21,specter,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter2,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter2,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,specter2,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,21,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,21,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,21,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,21,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,21,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,mpnet,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,21,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,21,minilm,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,22,specter,scincl,1,-1,1,0,False,False
angle_p50,0.0,17,22,scincl,scibert,-1,1,0,1,False,False
angle_p50,0.0,17,22,scincl,mpnet,-1,1,0,1,False,False
angle_p50,0.0,17,22,scincl,minilm,-1,1,0,1,False,False
angle_p50,0.0,17,22,scincl,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,22,scincl,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,23,specter,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,23,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,23,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,23,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,23,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,23,specter2,scibert,-1,1,1,1,False,False
angle_p50,0.0,17,23,specter2,bert,-1,1,1,1,False,False
angle_p50,0.0,17,23,specter2,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,23,specter2,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,23,specter2,simcse,-1,1,1,1,False,False
angle_p50,0.0,17,23,scincl,scibert,-1,1,0,1,False,False
angle_p50,0.0,17,23,scincl,bert,-1,1,0,1,False,False
angle_p50,0.0,17,23,scincl,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,23,scincl,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,23,scincl,simcse,-1,1,0,1,False,False
angle_p50,0.0,17,23,scibert,mpnet,1,-1,1,1,False,False
angle_p50,0.0,17,23,scibert,minilm,1,-1,1,0,False,False
angle_p50,0.0,17,23,bert,mpnet,1,-1,1,1,False,False
angle_p50,0.0,17,23,bert,minilm,1,-1,1,0,False,False
angle_p50,0.0,17,23,mpnet,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,23,mpnet,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,23,mpnet,simcse,-1,1,1,1,False,False
angle_p50,0.0,17,23,minilm,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,23,minilm,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,23,minilm,simcse,-1,1,0,1,False,False
angle_p50,0.0,17,24,specter,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,24,specter2,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,24,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,24,scibert,bert,1,-1,-1,-1,False,False
angle_p50,0.0,17,24,scibert,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,17,24,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,24,scibert,biobert,1,-1,-1,0,False,False
angle_p50,0.0,17,24,scibert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,specter,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter,bert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,17,26,specter,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter2,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter2,bert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter2,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,17,26,specter2,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,scincl,bert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,scincl,mpnet,-1,1,-1,0,False,False
angle_p50,0.0,17,26,scincl,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,scincl,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,scibert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,bert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,bert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,mpnet,minilm,1,-1,0,-1,False,False
angle_p50,0.0,17,26,mpnet,simcse,1,-1,0,-1,False,False
angle_p50,0.0,17,26,minilm,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,minilm,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,26,pubmedbert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,26,biobert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,27,specter,specter2,1,-1,1,1,False,False
angle_p50,0.0,17,27,specter,scincl,1,-1,1,1,False,False
angle_p50,0.0,17,27,specter,bert,1,-1,1,0,False,False
angle_p50,0.0,17,27,specter,mpnet,1,-1,1,1,False,False
angle_p50,0.0,17,27,specter,minilm,1,-1,1,1,False,False
angle_p50,0.0,17,27,specter,simcse,1,-1,1,0,False,False
angle_p50,0.0,17,27,specter2,scibert,-1,1,1,1,False,False
angle_p50,0.0,17,27,specter2,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,27,scincl,scibert,-1,1,1,1,False,False
angle_p50,0.0,17,27,scincl,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,27,scibert,bert,1,-1,1,0,False,False
angle_p50,0.0,17,27,scibert,mpnet,1,-1,1,1,False,False
angle_p50,0.0,17,27,scibert,minilm,1,-1,1,1,False,False
angle_p50,0.0,17,27,scibert,simcse,1,-1,1,0,False,False
angle_p50,0.0,17,27,bert,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,27,mpnet,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,27,minilm,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,27,pubmedbert,simcse,1,-1,1,0,False,False
angle_p50,0.0,17,28,specter,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,specter2,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,scibert,bert,1,-1,1,1,False,False
angle_p50,0.0,17,28,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,28,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,28,scibert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,28,bert,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,28,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,28,pubmedbert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,29,specter,specter2,1,-1,1,1,False,False
angle_p50,0.0,17,29,specter,scincl,1,-1,1,0,False,False
angle_p50,0.0,17,29,specter,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,29,specter,minilm,1,-1,1,0,False,False
angle_p50,0.0,17,29,specter,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,29,specter2,scibert,-1,1,1,1,False,False
angle_p50,0.0,17,29,specter2,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,29,specter2,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,29,scincl,scibert,-1,1,0,1,False,False
angle_p50,0.0,17,29,scincl,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,29,scincl,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,29,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,29,scibert,minilm,1,-1,1,0,False,False
angle_p50,0.0,17,29,scibert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,29,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,29,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,29,minilm,pubmedbert,-1,1,0,1,False,False
angle_p50,0.0,17,29,minilm,biobert,-1,1,0,1,False,False
angle_p50,0.0,17,29,pubmedbert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,29,biobert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,30,specter2,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,scibert,bert,1,-1,1,1,False,False
angle_p50,0.0,17,30,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,30,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,30,scibert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,30,bert,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,30,bert,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,30,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,30,pubmedbert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,30,biobert,simcse,1,-1,1,1,False,False
angle_p50,0.0,17,31,specter,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,specter,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,specter,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,scincl,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,scincl,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,scibert,bert,1,-1,-1,-1,False,False
angle_p50,0.0,17,31,scibert,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,17,31,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,31,scibert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,31,bert,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,bert,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,mpnet,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,mpnet,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,minilm,pubmedbert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,minilm,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,17,31,pubmedbert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,31,biobert,simcse,1,-1,-1,-1,False,False
angle_p50,0.0,17,32,specter,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter2,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,specter2,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,32,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,32,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,32,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,32,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,mpnet,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,32,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,32,minilm,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,33,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter2,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,33,specter2,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter2,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter2,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,specter2,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,33,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,17,33,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,33,scibert,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,17,33,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,17,33,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,33,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,33,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,mpnet,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,33,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,33,minilm,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,34,specter,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,34,specter2,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,34,scincl,scibert,-1,1,-1,0,False,False
angle_p50,0.0,17,34,scibert,bert,1,-1,0,1,False,False
angle_p50,0.0,17,34,scibert,mpnet,1,-1,0,-1,False,False
angle_p50,0.0,17,34,scibert,minilm,1,-1,0,-1,False,False
angle_p50,0.0,17,34,scibert,biobert,1,-1,0,1,False,False
angle_p50,0.0,17,34,scibert,simcse,1,-1,0,-1,False,False
angle_p50,0.0,17,36,specter,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,specter,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,specter,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,specter,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,36,specter2,scibert,-1,1,1,1,False,False
angle_p50,0.0,17,36,specter2,bert,-1,1,1,1,False,False
angle_p50,0.0,17,36,specter2,pubmedbert,-1,1,1,1,False,False
angle_p50,0.0,17,36,specter2,biobert,-1,1,1,1,False,False
angle_p50,0.0,17,36,specter2,simcse,-1,1,1,1,False,False
angle_p50,0.0,17,36,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,scincl,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,36,scibert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,36,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,36,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,17,36,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,17,36,mpnet,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,mpnet,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,mpnet,simcse,-1,1,-1,1,True,False
angle_p50,0.0,17,36,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,minilm,biobert,-1,1,-1,1,True,False
angle_p50,0.0,17,36,minilm,simcse,-1,1,-1,1,True,False
angle_p50,0.0,18,19,specter,specter2,-1,1,-1,-1,False,False
angle_p50,0.0,18,19,specter,bert,-1,1,-1,1,True,False
angle_p50,0.0,18,19,specter2,scincl,1,-1,-1,-1,False,False
angle_p50,0.0,18,19,specter2,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,18,19,specter2,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,18,19,specter2,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,18,19,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,18,19,bert,mpnet,1,-1,1,-1,True,False
angle_p50,0.0,18,19,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,18,19,bert,biobert,1,-1,1,-1,True,False
angle_p50,0.0,18,20,specter2,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,specter2,bert,-1,1,-1,0,False,False
angle_p50,0.0,18,20,specter2,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,specter2,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,scincl,scibert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,scincl,bert,-1,1,-1,0,False,False
angle_p50,0.0,18,20,scincl,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,scincl,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,scibert,mpnet,1,-1,-1,-1,False,False
angle_p50,0.0,18,20,scibert,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,18,20,bert,mpnet,1,-1,0,-1,False,False
angle_p50,0.0,18,20,bert,minilm,1,-1,0,-1,False,False
angle_p50,0.0,18,20,mpnet,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,mpnet,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,minilm,biobert,-1,1,-1,-1,False,False
angle_p50,0.0,18,20,minilm,simcse,-1,1,-1,-1,False,False
angle_p50,0.0,18,21,specter,scincl,1,-1,-1,-1,False,False
angle_p50,0.0,18,21,specter,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,18,21,specter2,scincl,1,-1,-1,-1,False,False
angle_p50,0.0,18,21,specter2,minilm,1,-1,-1,-1,False,False
angle_p50,0.0,18,21,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,18,21,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,18,21,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,18,21,scibert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,18,21,bert,minilm,1,-1,1,-1,True,False
angle_p50,0.0,18,21,minilm,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,18,22,specter,biobert,1,-1,1,-1,True,False
angle_p50,0.0,18,22,specter2,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,18,22,scincl,biobert,1,-1,0,-1,False,False
angle_p50,0.0,18,22,scibert,biobert,1,-1,0,-1,False,False
angle_p50,0.0,18,22,mpnet,biobert,1,-1,1,-1,True,False
angle_p50,0.0,18,22,minilm,biobert,1,-1,1,-1,True,False
angle_p50,0.0,18,22,pubmedbert,biobert,1,-1,-1,-1,False,False
angle_p50,0.0,18,23,specter,scincl,1,-1,0,-1,False,False
angle_p50,0.0,18,23,specter,minilm,1,-1,0,0,False,False
angle_p50,0.0,18,23,specter2,scincl,1,-1,1,-1,True,False
angle_p50,0.0,18,23,specter2,minilm,1,-1,1,0,False,False
angle_p50,0.0,18,23,scincl,scibert,-1,1,-1,1,True,False
angle_p50,0.0,18,23,scincl,bert,-1,1,-1,1,True,False
angle_p50,0.0,18,23,scincl,pubmedbert,-1,1,-1,1,True,False
angle_p50,0.0,18,23,scincl,simcse,-1,1,-1,1,True,False
angle_p50,0.0,18,23,scibert,minilm,1,-1,1,0,False,False
angle_p50,0.0,18,23,bert,minilm,1,-1,1,0,False,False
