scope,k,model_a,model_b,n,mean,median,p025,p975,min,max
1024,50,scincl,pubmedbert,130,0.679846153846154,0.5900000000000016,-0.05549999999999944,1.866499999999998,-0.2799999999999969,2.400000000000002
1024,10,scincl,biobert,130,0.45615384615384624,0.40000000000000036,-0.7550000000000007,1.955,-1.1999999999999984,3.0
1024,25,scincl,biobert,130,0.6153846153846154,0.5400000000000016,-0.39100000000000007,2.0529999999999977,-0.6799999999999973,2.5600000000000014
1024,50,scincl,biobert,130,0.7478461538461537,0.6000000000000005,-0.07100000000000203,2.2064999999999997,-0.3599999999999992,2.579999999999999
1024,10,scincl,simcse,130,0.27615384615384614,0.24999999999999883,-0.9774999999999987,1.6999999999999988,-1.4000000000000012,2.9000000000000026
1024,25,scincl,simcse,130,0.33692307692307677,0.31999999999999806,-0.741999999999999,1.36,-1.16,2.7599999999999985
1024,50,scincl,simcse,130,0.44938461538461516,0.32000000000000084,-0.16650000000000262,1.5354999999999972,-0.33999999999999586,1.9600000000000006
1024,10,scibert,bert,130,-0.36,-0.30000000000000027,-2.1324999999999976,0.9775,-2.399999999999997,1.7000000000000015
1024,25,scibert,bert,130,-0.3535384615384618,-0.2599999999999991,-1.5110000000000001,0.661999999999993,-1.9600000000000006,1.1199999999999988
1024,50,scibert,bert,130,-0.4336923076923082,-0.32999999999999696,-1.2864999999999915,0.3309999999999965,-2.52,0.539999999999996
1024,10,scibert,mpnet,130,0.20384615384615384,0.20000000000000018,-0.9999999999999997,1.577499999999998,-2.599999999999997,2.1999999999999966
1024,25,scibert,mpnet,130,0.3286153846153848,0.24000000000000132,-0.573000000000001,1.4219999999999968,-1.0000000000000009,2.1199999999999997
1024,50,scibert,mpnet,130,0.37830769230769223,0.30999999999999917,-0.3354999999999976,1.4000000000000012,-0.7199999999999984,1.5999999999999959
1024,10,scibert,minilm,130,0.133846153846154,0.050000000000000044,-0.9999999999999997,2.3324999999999956,-1.799999999999996,2.5999999999999996
1024,25,scibert,minilm,130,0.18646153846153776,0.20000000000000018,-0.7330000000000043,1.0710000000000026,-1.0000000000000009,1.9600000000000006
1024,50,scibert,minilm,130,0.20476923076923062,0.14000000000000123,-0.49100000000000016,1.1574999999999969,-0.6799999999999973,1.6199999999999992
1024,10,scibert,pubmedbert,130,-0.25384615384615417,-0.20000000000000018,-1.5775000000000015,1.0999999999999985,-2.0999999999999908,1.9000000000000017
1024,25,scibert,pubmedbert,130,-0.27169230769230757,-0.28000000000000247,-1.2800000000000034,0.7420000000000039,-1.8399999999999972,1.2400000000000078
1024,50,scibert,pubmedbert,130,-0.22292307692307706,-0.20000000000000018,-1.3729999999999931,0.44650000000000334,-1.7799999999999927,0.9000000000000008
1024,10,scibert,biobert,130,-0.256153846153846,-0.20000000000000018,-2.1550000000000007,1.4775000000000005,-4.399999999999999,1.6000000000000014
1024,25,scibert,biobert,130,-0.1818461538461534,-0.20000000000000018,-1.1109999999999984,0.8840000000000073,-1.4399999999999968,1.4800000000000035
1024,50,scibert,biobert,130,-0.1583076923076922,-0.15000000000000013,-1.2955000000000017,0.5600000000000024,-2.2199999999999998,1.1199999999999988
1024,10,scibert,simcse,130,-0.29153846153846136,-0.30000000000000027,-1.6000000000000014,1.0000000000000009,-3.299999999999997,1.5000000000000013
1024,25,scibert,simcse,130,-0.2827692307692307,-0.31999999999999806,-1.36,0.6620000000000016,-1.6400000000000026,1.4000000000000012
1024,50,scibert,simcse,130,-0.31661538461538474,-0.31999999999999806,-0.9910000000000007,0.3599999999999992,-1.479999999999998,0.6800000000000028
1024,10,bert,mpnet,130,0.3376923076923078,0.30000000000000027,-0.9549999999999986,1.9000000000000017,-1.2999999999999985,3.2
1024,25,bert,mpnet,130,0.3963076923076921,0.2799999999999969,-0.5329999999999998,1.7599999999999998,-0.8000000000000007,3.0000000000000027
1024,50,bert,mpnet,130,0.4686153846153844,0.40000000000000313,-0.36200000000000204,1.5574999999999972,-0.9000000000000008,2.2399999999999975
1024,10,bert,minilm,130,0.16692307692307687,0.10000000000000009,-1.2775000000000012,1.7000000000000008,-1.8000000000000016,2.5999999999999996
1024,25,bert,minilm,130,0.2310769230769229,0.20000000000000018,-0.7240000000000041,1.2800000000000034,-1.16,1.5600000000000003
1024,50,bert,minilm,130,0.2486153846153849,0.20000000000000018,-0.4754999999999976,1.0755000000000023,-0.9599999999999997,1.9999999999999962
1024,10,bert,pubmedbert,130,-0.4253846153846154,-0.3500000000000003,-2.077500000000002,1.154999999999995,-3.599999999999998,1.9000000000000017
1024,25,bert,pubmedbert,130,-0.4784615384615384,-0.3599999999999992,-1.901999999999999,0.736999999999999,-2.4799999999999986,1.3200000000000045
1024,50,bert,pubmedbert,130,-0.5779999999999994,-0.5199999999999982,-1.6619999999999946,0.15550000000000241,-2.2600000000000007,0.33999999999999586
1024,10,bert,biobert,130,-0.38461538461538486,-0.40000000000000036,-2.0549999999999975,1.177499999999996,-2.200000000000002,2.2999999999999963
1024,25,bert,biobert,130,-0.4575384615384616,-0.40000000000000036,-1.6129999999999975,0.391000000000001,-2.4799999999999986,0.5199999999999982
1024,50,bert,biobert,130,-0.5026153846153845,-0.4400000000000015,-1.7464999999999964,0.22000000000000228,-2.52,0.44000000000000705
1024,10,bert,simcse,130,-0.24153846153846162,-0.20000000000000018,-2.0775000000000006,1.177499999999996,-2.599999999999997,2.2999999999999963
1024,25,bert,simcse,130,-0.14953846153846154,-0.11999999999999789,-1.1019999999999983,0.6710000000000023,-1.2800000000000034,1.2800000000000034
1024,50,bert,simcse,130,-0.16338461538461532,-0.12000000000000066,-0.9555000000000002,0.4909999999999998,-1.319999999999999,0.6599999999999995
1024,10,mpnet,minilm,130,0.16000000000000014,0.15000000000000013,-1.3774999999999926,1.5000000000000013,-1.5999999999999903,3.099999999999997
1024,25,mpnet,minilm,130,0.19846153846153883,0.21999999999999797,-0.875000000000001,1.493000000000003,-1.4000000000000012,1.9199999999999995
1024,50,mpnet,minilm,130,0.17000000000000018,0.14000000000000679,-0.47549999999999454,1.0819999999999999,-1.1399999999999966,1.6799999999999926
1024,10,mpnet,pubmedbert,130,0.2707692307692308,0.2500000000000002,-1.1774999999999989,1.8000000000000016,-1.8000000000000016,2.2999999999999994
1024,25,mpnet,pubmedbert,130,0.3809230769230771,0.2799999999999969,-0.510999999999998,1.6749999999999976,-0.68,2.0400000000000027
1024,50,mpnet,pubmedbert,130,0.4666153846153848,0.39000000000000146,-0.2954999999999995,1.3755000000000026,-0.539999999999996,1.680000000000001
1024,10,mpnet,biobert,130,0.2761538461538461,0.2999999999999975,-0.7775000000000006,1.6000000000000014,-1.200000000000001,2.9
1024,25,mpnet,biobert,130,0.39261538461538453,0.33999999999999864,-0.45299999999999757,1.5819999999999965,-0.6799999999999973,2.400000000000002
1024,50,mpnet,biobert,130,0.5050769230769233,0.41999999999999815,-0.20000000000000018,1.6509999999999998,-0.599999999999995,1.8399999999999972
1024,10,mpnet,simcse,130,0.1730769230769231,0.10000000000000009,-0.9000000000000008,1.6775,-1.100000000000001,2.8
1024,25,mpnet,simcse,130,0.24369230769230743,0.21999999999999936,-0.741999999999999,1.403999999999999,-1.200000000000001,2.0399999999999974
1024,50,mpnet,simcse,130,0.272153846153846,0.24000000000000132,-0.49100000000000016,1.1509999999999994,-0.9399999999999964,1.6400000000000026
1024,10,minilm,pubmedbert,130,0.0076923076923076225,0.0,-1.4324999999999992,1.2774999999999996,-1.6000000000000014,1.6999999999999988
1024,25,minilm,pubmedbert,130,0.18123076923076936,0.16000000000000042,-0.661999999999998,1.3999999999999986,-1.36,1.5999999999999988
1024,50,minilm,pubmedbert,130,0.2478461538461536,0.19000000000000128,-0.5064999999999985,1.275499999999998,-0.7799999999999974,1.9400000000000028
1024,10,minilm,biobert,130,0.17153846153846158,0.1999999999999988,-0.9775000000000008,1.8000000000000016,-1.8000000000000016,2.100000000000002
1024,25,minilm,biobert,130,0.1769230769230771,0.16000000000000042,-0.8619999999999969,1.2709999999999984,-1.2800000000000034,1.7600000000000005
1024,50,minilm,biobert,130,0.29907692307692274,0.24000000000000132,-0.36650000000000155,1.1509999999999994,-0.6400000000000017,1.5600000000000003
1024,10,minilm,simcse,130,0.04307692307692309,0.0,-1.2000000000000004,1.6774999999999993,-2.300000000000002,2.200000000000002
1024,25,minilm,simcse,130,0.10338461538461562,0.08000000000000229,-0.9330000000000002,1.2479999999999953,-2.0400000000000027,1.4400000000000024
1024,50,minilm,simcse,130,0.1723076923076923,0.14000000000000123,-0.5355000000000009,0.9800000000000019,-0.8799999999999975,1.3400000000000023
1024,10,pubmedbert,biobert,130,-0.41384615384615375,-0.30000000000000027,-2.100000000000002,1.0775000000000001,-2.6999999999999913,1.5000000000000013
1024,25,pubmedbert,biobert,130,-0.33538461538461545,-0.27999999999999137,-1.860999999999996,0.6930000000000065,-2.9200000000000004,1.759999999999995
1024,50,pubmedbert,biobert,130,-0.3384615384615386,-0.30000000000000027,-1.5085000000000064,0.40199999999999697,-2.0999999999999908,0.660000000000005
1024,10,pubmedbert,simcse,130,-0.32230769230769246,-0.30000000000000027,-1.7325000000000015,0.8775,-2.099999999999999,1.799999999999996
1024,25,pubmedbert,simcse,130,-0.2646153846153844,-0.31999999999999806,-1.16,0.8000000000000007,-1.8399999999999972,1.4800000000000035
1024,50,pubmedbert,simcse,130,-0.35476923076923067,-0.3400000000000014,-1.1419999999999995,0.32649999999999685,-1.9400000000000028,0.6599999999999995
1024,10,biobert,simcse,130,-0.22076923076923072,-0.20000000000000018,-1.5000000000000013,0.9000000000000001,-2.2999999999999963,1.200000000000001
1024,25,biobert,simcse,130,-0.23784615384615418,-0.20000000000000018,-1.3730000000000018,0.6400000000000017,-1.5600000000000003,0.9599999999999997
1024,50,biobert,simcse,130,-0.3035384615384613,-0.30000000000000027,-1.1109999999999984,0.5664999999999981,-1.5999999999999959,0.7599999999999996
2048,10,specter,specter2,63,0.31904761904761925,0.20000000000000018,-1.0450000000000008,2.100000000000002,-1.200000000000001,2.500000000000002
2048,25,specter,specter2,63,0.34412698412698406,0.3200000000000036,-0.5960000000000004,1.5699999999999996,-0.6799999999999973,1.759999999999995
2048,50,specter,specter2,63,0.3704761904761904,0.31999999999999806,-0.29400000000000037,1.36,-0.38000000000000256,1.379999999999998
2048,10,specter,scincl,63,0.16507936507936496,0.20000000000000018,-1.2350000000000012,1.7449999999999957,-1.7000000000000015,1.8000000000000016
2048,25,specter,scincl,63,0.2412698412698421,0.24000000000000687,-0.6539999999999996,1.4319999999999984,-0.8400000000000074,1.8799999999999983
2048,50,specter,scincl,63,0.190476190476191,0.15999999999999903,-0.3469999999999976,0.8160000000000011,-0.41999999999999815,1.0800000000000032
2048,10,specter,scibert,63,0.22222222222222224,0.20000000000000018,-0.7900000000000007,1.445000000000001,-1.0000000000000009,2.0000000000000018
2048,25,specter,scibert,63,0.207619047619048,0.20000000000000018,-0.45799999999999796,0.8399999999999991,-0.8000000000000007,0.9199999999999986
2048,50,specter,scibert,63,0.3196825396825398,0.30000000000000027,-0.21999999999999797,0.8920000000000015,-0.3799999999999998,1.0599999999999998
2048,10,specter,bert,63,0.16507936507936502,0.10000000000000009,-0.6000000000000005,1.3450000000000009,-0.7000000000000006,1.4000000000000012
2048,25,specter,bert,63,0.1961904761904761,0.20000000000000018,-0.3999999999999988,1.0099999999999978,-0.9599999999999997,1.3200000000000016
2048,50,specter,bert,63,0.3453968253968257,0.3599999999999992,-0.29000000000000026,1.0010000000000003,-0.4799999999999971,1.200000000000001
2048,10,specter,mpnet,63,0.12539682539682523,0.10000000000000009,-1.199999999999998,1.7999999999999985,-1.4999999999999958,1.8999999999999961
2048,25,specter,mpnet,63,0.22539682539682557,0.31999999999999806,-0.7199999999999984,0.9739999999999971,-1.36,1.16
2048,50,specter,mpnet,63,0.17714285714285577,0.17999999999999683,-0.27799999999999964,0.5690000000000008,-0.37999999999999146,0.7399999999999962
2048,10,specter,minilm,63,0.16031746031746025,0.10000000000000009,-0.9899999999999978,1.4900000000000004,-1.200000000000001,2.4999999999999964
2048,25,specter,minilm,63,0.1447619047619045,0.23999999999999577,-0.7200000000000009,1.0760000000000027,-1.1199999999999988,1.36
2048,50,specter,minilm,63,0.1307936507936505,0.08000000000000229,-0.3089999999999993,0.7340000000000013,-0.3599999999999992,0.8399999999999963
2048,10,specter,pubmedbert,63,0.23968253968253977,0.20000000000000018,-0.6900000000000006,1.489999999999999,-0.8000000000000007,2.099999999999999
2048,25,specter,pubmedbert,63,0.281904761904762,0.28000000000000247,-0.4939999999999975,1.0540000000000007,-0.9199999999999986,1.6399999999999997
2048,50,specter,pubmedbert,63,0.3853968253968256,0.33999999999999586,-0.1089999999999991,0.9559999999999993,-0.15999999999999903,1.2800000000000007
2048,10,specter,biobert,63,0.25555555555555554,0.20000000000000018,-0.8449999999999995,1.3450000000000009,-0.9000000000000008,2.3999999999999995
2048,25,specter,biobert,63,0.32698412698412715,0.32000000000000084,-0.41000000000000064,0.9740000000000002,-0.7200000000000012,1.1199999999999988
2048,50,specter,biobert,63,0.42476190476190545,0.42000000000000093,-0.30000000000000027,1.1519999999999966,-0.3999999999999948,1.6199999999999992
2048,10,specter,simcse,63,0.2555555555555556,0.10000000000000009,-0.599999999999999,1.679999999999997,-0.6000000000000005,2.099999999999999
2048,25,specter,simcse,63,0.17650793650793647,0.15999999999999903,-0.31999999999999806,0.7779999999999974,-0.3599999999999992,0.8399999999999991
2048,50,specter,simcse,63,0.21428571428571405,0.17999999999999683,-0.3359999999999988,0.9859999999999971,-0.4399999999999987,1.2599999999999971
2048,10,specter2,scincl,63,0.33968253968253953,0.30000000000000027,-1.245000000000001,1.9999999999999987,-1.5000000000000013,3.6999999999999975
2048,25,specter2,scincl,63,0.3815873015873014,0.3200000000000036,-0.5519999999999992,1.8979999999999986,-0.9200000000000041,2.0799999999999983
2048,50,specter2,scincl,63,0.4292063492063494,0.43999999999999595,-0.3630000000000008,1.3560000000000028,-0.7800000000000029,1.8999999999999961
2048,10,specter2,scibert,63,0.48095238095238074,0.49999999999999767,-0.8000000000000007,1.8699999999999979,-0.899999999999998,2.200000000000002
2048,25,specter2,scibert,63,0.6533333333333335,0.5199999999999982,-0.15599999999999892,1.756,-0.2799999999999997,2.0799999999999983
2048,50,specter2,scibert,63,0.8050793650793651,0.6800000000000028,0.0840000000000024,2.234,0.019999999999997797,2.400000000000002
2048,10,specter2,bert,63,0.46349206349206384,0.40000000000000036,-0.4450000000000004,1.5999999999999999,-0.5000000000000004,1.799999999999999
2048,25,specter2,bert,63,0.5669841269841269,0.40000000000000036,-0.23599999999999996,1.614,-0.32000000000000084,2.04
2048,50,specter2,bert,63,0.7107936507936505,0.58,-0.05800000000000166,2.027000000000001,-0.32000000000000084,2.100000000000002
2048,10,specter2,mpnet,63,0.342857142857143,0.30000000000000027,-0.9000000000000008,1.9899999999999982,-1.0000000000000009,2.100000000000002
2048,25,specter2,mpnet,63,0.4736507936507935,0.40000000000000036,-0.7260000000000016,1.8719999999999974,-0.880000000000003,2.4399999999999977
2048,50,specter2,mpnet,63,0.5298412698412693,0.5199999999999982,-0.2160000000000009,1.6779999999999982,-0.4400000000000015,1.8000000000000016
2048,10,specter2,minilm,63,0.3825396825396822,0.40000000000000036,-0.8000000000000007,1.8699999999999968,-1.0000000000000009,2.6000000000000023
2048,25,specter2,minilm,63,0.527619047619048,0.48000000000000265,-0.5339999999999986,1.6639999999999995,-0.6000000000000005,2.0399999999999974
2048,50,specter2,minilm,63,0.5730158730158729,0.599999999999995,-0.2350000000000002,1.4789999999999985,-0.40000000000000036,1.7799999999999983
2048,10,specter2,pubmedbert,63,0.5888888888888888,0.5000000000000004,-0.3350000000000003,2.090000000000001,-1.1999999999999984,2.5999999999999996
2048,25,specter2,pubmedbert,63,0.6203174603174605,0.5200000000000038,-0.2799999999999997,1.654,-0.40000000000000036,2.160000000000001
2048,50,specter2,pubmedbert,63,0.7361904761904763,0.6199999999999983,0.0,1.6890000000000012,-0.18000000000000238,2.099999999999996
2048,10,specter2,biobert,63,0.5523809523809523,0.30000000000000027,-0.40000000000000036,2.1899999999999995,-0.6999999999999978,2.5999999999999996
2048,25,specter2,biobert,63,0.7212698412698414,0.6000000000000005,-0.17800000000000107,1.955999999999999,-0.3599999999999992,2.4799999999999986
2048,50,specter2,biobert,63,0.8212698412698409,0.7400000000000018,0.012999999999996074,2.078999999999999,-0.060000000000004494,2.460000000000001
2048,10,specter2,simcse,63,0.3492063492063492,0.30000000000000027,-0.49000000000000044,1.3349999999999986,-0.6000000000000005,1.899999999999999
2048,25,specter2,simcse,63,0.4539682539682541,0.40000000000000036,-0.17799999999999983,1.1479999999999988,-0.20000000000000018,1.36
2048,50,specter2,simcse,63,0.5698412698412698,0.47999999999999987,-0.049000000000001404,1.435999999999998,-0.10000000000000009,1.5000000000000013
2048,10,scincl,scibert,63,0.29523809523809524,0.20000000000000018,-0.6899999999999978,1.3899999999999977,-0.8000000000000007,2.5999999999999996
2048,25,scincl,scibert,63,0.3796825396825396,0.3599999999999992,-0.2399999999999998,1.319999999999999,-0.31999999999999806,1.4000000000000012
2048,50,scincl,scibert,63,0.48285714285714304,0.41999999999999815,-0.009000000000000256,1.423,-0.05999999999999894,1.7199999999999993
2048,10,scincl,bert,63,0.24126984126984127,0.20000000000000018,-0.5450000000000005,1.3900000000000003,-0.7000000000000006,1.6000000000000014
2048,25,scincl,bert,63,0.3739682539682539,0.2799999999999997,-0.16000000000000028,1.4499999999999993,-0.20000000000000018,1.8399999999999999
2048,50,scincl,bert,63,0.47809523809523796,0.40000000000000036,-0.0689999999999992,1.4180000000000001,-0.08000000000000229,1.579999999999998
2048,10,scincl,mpnet,63,0.3079365079365079,0.30000000000000027,-1.325000000000001,2.100000000000002,-2.0000000000000018,2.200000000000002
2048,25,scincl,mpnet,63,0.32190476190476275,0.23999999999999577,-0.40000000000000036,1.551999999999997,-0.48000000000000265,1.9600000000000006
2048,50,scincl,mpnet,63,0.27015873015873054,0.21999999999999797,-0.3469999999999976,1.1319999999999972,-0.5000000000000004,1.5199999999999991
2048,10,scincl,minilm,63,0.3730158730158729,0.30000000000000027,-0.6800000000000006,1.5999999999999983,-1.0000000000000009,2.300000000000002
2048,25,scincl,minilm,63,0.32761904761904836,0.28000000000000247,-0.5559999999999993,1.4980000000000038,-0.6000000000000005,1.6000000000000014
2048,50,scincl,minilm,63,0.28095238095238,0.20000000000000018,-0.29799999999999993,1.1230000000000029,-0.38000000000000256,1.8399999999999972
2048,10,scincl,pubmedbert,63,0.3428571428571427,0.20000000000000018,-0.6900000000000006,1.6449999999999996,-0.899999999999998,2.1999999999999993
2048,25,scincl,pubmedbert,63,0.35936507936507917,0.2799999999999997,-0.29799999999999865,1.2139999999999984,-0.68,1.2800000000000007
2048,50,scincl,pubmedbert,63,0.5095238095238094,0.4599999999999993,-0.08700000000000097,1.4049999999999998,-0.21999999999999797,1.5199999999999991
2048,10,scincl,biobert,63,0.35396825396825365,0.20000000000000018,-0.5000000000000004,1.9899999999999998,-0.6000000000000005,2.099999999999999
2048,25,scincl,biobert,63,0.46031746031746074,0.4400000000000015,-0.23999999999999855,1.3520000000000008,-0.40000000000000036,1.5999999999999988
2048,50,scincl,biobert,63,0.539047619047619,0.539999999999996,-0.049000000000000155,1.3360000000000007,-0.15999999999999903,1.6799999999999982
2048,10,scincl,simcse,63,0.3,0.30000000000000027,-0.5450000000000005,1.3999999999999997,-0.9000000000000008,1.4000000000000012
2048,25,scincl,simcse,63,0.32761904761904775,0.24000000000000132,-0.2360000000000012,1.067999999999998,-0.40000000000000036,1.200000000000001
2048,50,scincl,simcse,63,0.34444444444444444,0.30000000000000027,-0.08899999999999825,1.1159999999999985,-0.28000000000000247,1.16
2048,10,scibert,bert,63,-0.2952380952380954,-0.30000000000000027,-1.6250000000000013,0.6450000000000001,-2.4999999999999964,1.1999999999999955
2048,25,scibert,bert,63,-0.25587301587301625,-0.23999999999999577,-1.462000000000001,0.6759999999999968,-1.9600000000000006,0.8000000000000007
2048,50,scibert,bert,63,-0.275238095238096,-0.22000000000000353,-1.2230000000000005,0.31999999999999806,-1.4399999999999968,0.3599999999999992
2048,10,scibert,mpnet,63,0.20317460317460329,0.10000000000000009,-0.7350000000000007,1.9049999999999967,-1.0000000000000009,3.0
2048,25,scibert,mpnet,63,0.2507936507936509,0.20000000000000018,-0.5559999999999993,1.1659999999999964,-0.6400000000000017,2.400000000000002
2048,50,scibert,mpnet,63,0.3209523809523806,0.30000000000000027,-0.1890000000000014,0.8719999999999996,-0.22000000000000353,1.419999999999999
2048,10,scibert,minilm,63,0.1301587301587303,0.0,-0.644999999999999,1.4349999999999987,-1.4999999999999987,1.8000000000000016
2048,25,scibert,minilm,63,0.10984126984127013,0.11999999999999789,-0.493999999999999,0.7779999999999999,-0.7199999999999984,1.2800000000000034
2048,50,scibert,minilm,63,0.15492063492063504,0.14000000000000123,-0.30499999999999916,0.7359999999999958,-0.38000000000000256,0.8200000000000041
2048,10,scibert,pubmedbert,63,-0.17460317460317473,-0.10000000000000009,-1.5350000000000015,1.3699999999999906,-2.100000000000002,1.9000000000000017
2048,25,scibert,pubmedbert,63,-0.25079365079365,-0.12000000000000344,-1.2759999999999951,0.450000000000004,-1.5599999999999947,0.9199999999999986
2048,50,scibert,pubmedbert,63,-0.22444444444444334,-0.20000000000000018,-0.804999999999994,0.26000000000000467,-1.2399999999999967,0.6399999999999961
2048,10,scibert,biobert,63,-0.15555555555555559,-0.20000000000000018,-1.4800000000000013,1.3900000000000003,-2.100000000000002,2.599999999999997
2048,25,scibert,biobert,63,-0.1904761904761902,-0.20000000000000018,-1.1480000000000026,0.5960000000000025,-1.7199999999999938,1.0399999999999965
2048,50,scibert,biobert,63,-0.1476190476190479,-0.08000000000000229,-0.9400000000000044,0.5180000000000063,-1.1399999999999966,0.660000000000005
2048,10,scibert,simcse,63,-0.126984126984127,-0.10000000000000009,-1.2449999999999999,0.9999999999999981,-1.5999999999999988,1.0000000000000009
2048,25,scibert,simcse,63,-0.12063492063492057,-0.11999999999999789,-0.9960000000000023,0.5559999999999964,-1.1199999999999988,1.0799999999999976
2048,50,scibert,simcse,63,-0.19111111111111098,-0.15999999999999903,-0.7299999999999992,0.2690000000000005,-1.4600000000000002,0.4799999999999971
2048,10,bert,mpnet,63,0.1476190476190476,0.20000000000000018,-1.1449999999999998,1.200000000000001,-1.4000000000000012,1.5000000000000013
2048,25,bert,mpnet,63,0.2634920634920631,0.20000000000000018,-0.4359999999999989,1.2179999999999989,-0.48000000000000265,1.2800000000000007
2048,50,bert,mpnet,63,0.3628571428571432,0.30000000000000027,-0.2399999999999998,1.2290000000000034,-0.24000000000000132,1.7199999999999993
2048,10,bert,minilm,63,0.006349206349206355,0.0,-0.7450000000000007,0.7899999999999986,-1.200000000000001,1.200000000000001
2048,25,bert,minilm,63,0.07301587301587284,0.08000000000000229,-0.458000000000002,0.6599999999999984,-0.7599999999999996,1.6000000000000014
2048,50,bert,minilm,63,0.1580952380952383,0.11999999999999789,-0.38500000000000145,0.945999999999999,-0.7199999999999984,1.2400000000000022
2048,10,bert,pubmedbert,63,-0.33015873015873,-0.30000000000000027,-1.4900000000000013,0.6000000000000005,-1.9999999999999962,0.6999999999999951
2048,25,bert,pubmedbert,63,-0.3009523809523807,-0.24000000000000132,-1.246,0.3200000000000036,-1.4400000000000024,0.40000000000000036
2048,50,bert,pubmedbert,63,-0.38634920634920605,-0.30000000000000027,-1.4889999999999994,0.24099999999999933,-1.6000000000000014,0.3400000000000014
2048,10,bert,biobert,63,-0.26825396825396847,-0.30000000000000027,-1.200000000000001,1.0000000000000009,-1.3000000000000012,1.0000000000000009
2048,25,bert,biobert,63,-0.31936507936507896,-0.28000000000000247,-1.1379999999999992,0.4400000000000015,-1.7600000000000005,1.0000000000000009
2048,50,bert,biobert,63,-0.3774603174603176,-0.2799999999999969,-1.2049999999999998,0.24900000000000025,-1.7000000000000015,0.30000000000000027
2048,10,bert,simcse,63,-0.2000000000000001,-0.20000000000000018,-1.5900000000000014,0.9450000000000004,-2.8000000000000025,1.100000000000001
2048,25,bert,simcse,63,-0.2603174603174604,-0.23999999999999577,-1.1959999999999984,0.6500000000000011,-1.7200000000000049,1.1999999999999955
2048,50,bert,simcse,63,-0.14825396825396805,-0.18000000000000238,-0.7069999999999967,0.4689999999999982,-0.7599999999999996,0.5000000000000004
2048,10,mpnet,minilm,63,0.1809523809523809,0.10000000000000009,-1.145000000000001,1.6450000000000011,-2.100000000000002,3.200000000000003
2048,25,mpnet,minilm,63,0.21523809523809537,0.20000000000000018,-0.48000000000000265,0.9780000000000031,-0.6400000000000072,1.0000000000000009
2048,50,mpnet,minilm,63,0.15206349206349118,0.11999999999999789,-0.37200000000000233,0.8570000000000033,-0.48000000000000265,1.4399999999999968
2048,10,mpnet,pubmedbert,63,0.2031746031746031,0.10000000000000009,-0.5900000000000005,1.3899999999999997,-0.8000000000000007,1.899999999999999
2048,25,mpnet,pubmedbert,63,0.24507936507936498,0.2799999999999997,-0.2940000000000001,1.0019999999999984,-0.4799999999999971,1.680000000000001
2048,50,mpnet,pubmedbert,63,0.33142857142857124,0.26000000000000467,-0.1180000000000006,1.1889999999999992,-0.26000000000000467,1.319999999999999
2048,10,mpnet,biobert,63,0.22857142857142848,0.20000000000000018,-0.7999999999999992,1.3999999999999997,-1.0000000000000009,2.8
2048,25,mpnet,biobert,63,0.32634920634920633,0.28000000000000247,-0.27599999999999986,1.0859999999999972,-0.3200000000000036,1.2799999999999978
2048,50,mpnet,biobert,63,0.38444444444444464,0.31999999999999806,-0.12499999999999678,0.9559999999999983,-0.20000000000000018,1.3800000000000008
2048,10,mpnet,simcse,63,0.17777777777777784,0.10000000000000009,-0.9450000000000008,1.9349999999999992,-1.799999999999999,2.100000000000002
2048,25,mpnet,simcse,63,0.18984126984126984,0.15999999999999903,-0.511999999999998,0.8679999999999991,-0.8000000000000007,1.16
2048,50,mpnet,simcse,63,0.20412698412698413,0.14000000000000123,-0.2399999999999998,1.0980000000000005,-0.6199999999999983,1.36
2048,10,minilm,pubmedbert,63,0.07460317460317437,0.0,-0.7000000000000006,0.8449999999999991,-0.8000000000000007,0.9000000000000008
2048,25,minilm,pubmedbert,63,0.11809523809523817,0.11999999999999789,-0.529999999999999,0.7779999999999999,-0.68,0.9599999999999997
2048,50,minilm,pubmedbert,63,0.19015873015873014,0.14000000000000123,-0.2690000000000006,0.881000000000001,-0.5199999999999982,1.0000000000000009
2048,10,minilm,biobert,63,0.0603174603174602,0.0,-1.1249999999999998,1.3449999999999982,-1.799999999999999,1.9000000000000017
2048,25,minilm,biobert,63,0.15365079365079362,0.20000000000000018,-0.5600000000000006,0.8979999999999994,-0.6400000000000017,1.2399999999999993
2048,50,minilm,biobert,63,0.25936507936507974,0.20000000000000018,-0.26700000000000085,1.0960000000000005,-0.40000000000000036,1.200000000000001
2048,10,minilm,simcse,63,0.09365079365079343,0.0,-0.7449999999999994,1.1900000000000002,-0.8000000000000007,1.4000000000000012
2048,25,minilm,simcse,63,0.09079365079365055,0.07999999999999674,-0.4980000000000004,0.7739999999999995,-0.6000000000000005,0.8799999999999975
2048,50,minilm,simcse,63,0.055555555555555754,0.02000000000000335,-0.4450000000000004,0.5269999999999997,-0.5599999999999994,0.7999999999999952
2048,10,pubmedbert,biobert,63,-0.18888888888888905,-0.10000000000000009,-1.3899999999999957,0.6899999999999997,-2.100000000000002,1.0999999999999899
2048,25,pubmedbert,biobert,63,-0.31809523809523876,-0.20000000000000018,-1.2680000000000036,0.2760000000000026,-1.4399999999999968,0.8000000000000007
2048,50,pubmedbert,biobert,63,-0.2777777777777775,-0.23999999999999577,-1.1249999999999971,0.31999999999999806,-1.6599999999999948,0.35999999999999366
