model,field_id,field,period_start,cohort,rows,truncated,truncated_percent
pubmedbert,28,Neuroscience,2015,base,1640,60,3.658536585365854
pubmedbert,28,Neuroscience,2015,extra,526,19,3.612167300380228
pubmedbert,28,Neuroscience,2020,base,2053,80,3.896736483195324
pubmedbert,28,Neuroscience,2020,extra,113,8,7.079646017699115
pubmedbert,29,Nursing,2000,base,182,11,6.043956043956044
pubmedbert,29,Nursing,2000,extra,1984,116,5.846774193548387
pubmedbert,29,Nursing,2005,base,285,20,7.017543859649122
pubmedbert,29,Nursing,2005,extra,1881,100,5.31632110579479
pubmedbert,29,Nursing,2010,base,453,21,4.635761589403973
pubmedbert,29,Nursing,2010,extra,1713,88,5.137186223000584
pubmedbert,29,Nursing,2015,base,497,32,6.438631790744467
pubmedbert,29,Nursing,2015,extra,1669,128,7.669263031755542
pubmedbert,29,Nursing,2020,base,660,52,7.878787878787879
pubmedbert,29,Nursing,2020,extra,1506,102,6.772908366533865
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2000,base,154,7,4.545454545454546
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2000,extra,2012,98,4.870775347912525
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2005,base,272,9,3.3088235294117645
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2005,extra,1894,71,3.7486800422386484
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2010,base,442,21,4.751131221719457
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2010,extra,1724,45,2.6102088167053363
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2015,base,376,22,5.851063829787234
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2015,extra,1790,115,6.424581005586592
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2020,base,471,25,5.307855626326964
pubmedbert,30,"Pharmacology, Toxicology and Pharmaceutics",2020,extra,1695,90,5.3097345132743365
pubmedbert,31,Physics and Astronomy,2000,base,2116,45,2.126654064272212
pubmedbert,31,Physics and Astronomy,2000,extra,50,1,2.0
pubmedbert,31,Physics and Astronomy,2005,base,2704,70,2.588757396449704
pubmedbert,31,Physics and Astronomy,2010,base,3094,75,2.4240465416936003
pubmedbert,31,Physics and Astronomy,2015,base,3388,71,2.0956316410861864
pubmedbert,31,Physics and Astronomy,2020,base,3470,87,2.5072046109510087
pubmedbert,32,Psychology,2000,base,838,34,4.05727923627685
pubmedbert,32,Psychology,2000,extra,1328,59,4.442771084337349
pubmedbert,32,Psychology,2005,base,1342,59,4.396423248882265
pubmedbert,32,Psychology,2005,extra,824,37,4.490291262135922
pubmedbert,32,Psychology,2010,base,2089,84,4.02106270943035
pubmedbert,32,Psychology,2010,extra,77,3,3.896103896103896
pubmedbert,32,Psychology,2015,base,2577,101,3.9192859914629414
pubmedbert,32,Psychology,2020,base,3970,200,5.037783375314861
pubmedbert,33,Social Sciences,2000,base,2776,138,4.971181556195965
pubmedbert,33,Social Sciences,2005,base,4893,310,6.33558144287758
pubmedbert,33,Social Sciences,2010,base,7110,402,5.654008438818566
pubmedbert,33,Social Sciences,2015,base,8891,576,6.478461365425711
pubmedbert,33,Social Sciences,2020,base,13879,854,6.153181064918222
pubmedbert,34,Veterinary,2000,base,58,1,1.7241379310344827
pubmedbert,34,Veterinary,2000,extra,2108,123,5.834914611005693
pubmedbert,34,Veterinary,2005,base,100,10,10.0
pubmedbert,34,Veterinary,2005,extra,2066,123,5.953533397870281
pubmedbert,34,Veterinary,2010,base,107,10,9.345794392523365
pubmedbert,34,Veterinary,2010,extra,2058,125,6.073858114674441
pubmedbert,34,Veterinary,2015,base,165,12,7.2727272727272725
pubmedbert,34,Veterinary,2015,extra,2000,138,6.9
pubmedbert,34,Veterinary,2020,base,212,25,11.79245283018868
pubmedbert,34,Veterinary,2020,extra,1953,186,9.523809523809524
pubmedbert,35,Dentistry,2000,base,159,5,3.1446540880503147
pubmedbert,35,Dentistry,2000,extra,2006,83,4.137587238285144
pubmedbert,35,Dentistry,2005,base,260,12,4.615384615384615
pubmedbert,35,Dentistry,2005,extra,1905,53,2.7821522309711284
pubmedbert,35,Dentistry,2010,base,441,11,2.494331065759637
pubmedbert,35,Dentistry,2010,extra,1724,56,3.2482598607888633
pubmedbert,35,Dentistry,2015,base,544,25,4.595588235294118
pubmedbert,35,Dentistry,2015,extra,1621,60,3.7014188772362737
pubmedbert,35,Dentistry,2020,base,834,40,4.796163069544365
pubmedbert,35,Dentistry,2020,extra,1331,63,4.73328324567994
pubmedbert,36,Health Professions,2000,base,589,45,7.6400679117147705
pubmedbert,36,Health Professions,2000,extra,1576,123,7.804568527918781
pubmedbert,36,Health Professions,2005,base,933,48,5.144694533762058
pubmedbert,36,Health Professions,2005,extra,1232,86,6.98051948051948
pubmedbert,36,Health Professions,2010,base,1504,104,6.914893617021277
pubmedbert,36,Health Professions,2010,extra,661,46,6.959152798789712
pubmedbert,36,Health Professions,2015,base,1877,134,7.13905167820991
pubmedbert,36,Health Professions,2015,extra,288,19,6.597222222222222
pubmedbert,36,Health Professions,2020,base,2833,221,7.800917755030004
biobert,11,Agricultural and Biological Sciences,2000,base,1663,140,8.418520745640409
biobert,11,Agricultural and Biological Sciences,2000,extra,503,42,8.34990059642147
biobert,11,Agricultural and Biological Sciences,2005,base,2528,243,9.612341772151899
biobert,11,Agricultural and Biological Sciences,2010,base,3940,382,9.695431472081218
biobert,11,Agricultural and Biological Sciences,2015,base,4298,505,11.749651000465333
biobert,11,Agricultural and Biological Sciences,2020,base,6491,827,12.740717917116006
biobert,12,Arts and Humanities,2000,base,847,95,11.216056670602125
biobert,12,Arts and Humanities,2000,extra,1319,142,10.765731614859742
biobert,12,Arts and Humanities,2005,base,1551,177,11.411992263056092
biobert,12,Arts and Humanities,2005,extra,615,82,13.333333333333334
biobert,12,Arts and Humanities,2010,base,2186,238,10.887465690759377
biobert,12,Arts and Humanities,2015,base,2732,288,10.541727672035138
biobert,12,Arts and Humanities,2020,base,3380,459,13.579881656804734
biobert,13,"Biochemistry, Genetics and Molecular Biology",2000,base,2739,346,12.632347572106609
biobert,13,"Biochemistry, Genetics and Molecular Biology",2005,base,4071,499,12.257430606730534
biobert,13,"Biochemistry, Genetics and Molecular Biology",2010,base,5251,683,13.007046276899638
biobert,13,"Biochemistry, Genetics and Molecular Biology",2015,base,5596,868,15.51107934238742
biobert,13,"Biochemistry, Genetics and Molecular Biology",2020,base,6840,1094,15.994152046783626
biobert,14,"Business, Management and Accounting",2000,base,762,28,3.674540682414698
biobert,14,"Business, Management and Accounting",2000,extra,1404,41,2.92022792022792
biobert,14,"Business, Management and Accounting",2005,base,1489,51,3.4251175285426463
biobert,14,"Business, Management and Accounting",2005,extra,677,19,2.806499261447563
biobert,14,"Business, Management and Accounting",2010,base,2186,70,3.202195791399817
biobert,14,"Business, Management and Accounting",2015,base,2660,120,4.511278195488722
biobert,14,"Business, Management and Accounting",2020,base,4040,157,3.886138613861386
biobert,15,Chemical Engineering,2000,base,161,10,6.211180124223603
biobert,15,Chemical Engineering,2000,extra,2005,67,3.341645885286783
biobert,15,Chemical Engineering,2005,base,214,7,3.2710280373831777
biobert,15,Chemical Engineering,2005,extra,1952,87,4.456967213114754
biobert,15,Chemical Engineering,2010,base,246,12,4.878048780487805
biobert,15,Chemical Engineering,2010,extra,1920,90,4.6875
biobert,15,Chemical Engineering,2015,base,255,10,3.9215686274509802
biobert,15,Chemical Engineering,2015,extra,1911,83,4.343275771847201
biobert,15,Chemical Engineering,2020,base,319,13,4.075235109717869
biobert,15,Chemical Engineering,2020,extra,1847,98,5.305901461829994
biobert,16,Chemistry,2000,base,931,56,6.015037593984962
biobert,16,Chemistry,2000,extra,1235,89,7.206477732793522
biobert,16,Chemistry,2005,base,1358,79,5.817378497790869
biobert,16,Chemistry,2005,extra,808,58,7.178217821782178
biobert,16,Chemistry,2010,base,1686,114,6.761565836298932
biobert,16,Chemistry,2010,extra,480,37,7.708333333333333
biobert,16,Chemistry,2015,base,1555,90,5.787781350482315
biobert,16,Chemistry,2015,extra,611,43,7.037643207855973
biobert,16,Chemistry,2020,base,1760,119,6.761363636363637
biobert,16,Chemistry,2020,extra,406,33,8.12807881773399
biobert,17,Computer Science,2000,base,3310,41,1.2386706948640482
biobert,17,Computer Science,2005,base,5594,70,1.2513407222023596
biobert,17,Computer Science,2010,base,7094,90,1.2686777558500142
biobert,17,Computer Science,2015,base,6858,160,2.3330417031204433
biobert,17,Computer Science,2020,base,9972,276,2.7677496991576414
biobert,18,Decision Sciences,2000,base,290,8,2.7586206896551726
biobert,18,Decision Sciences,2000,extra,1876,61,3.251599147121535
biobert,18,Decision Sciences,2005,base,567,27,4.761904761904762
biobert,18,Decision Sciences,2005,extra,1599,44,2.7517198248905568
biobert,18,Decision Sciences,2010,base,883,29,3.2842582106455267
biobert,18,Decision Sciences,2010,extra,1283,42,3.273577552611068
biobert,18,Decision Sciences,2015,base,921,33,3.583061889250814
biobert,18,Decision Sciences,2015,extra,1245,41,3.2931726907630523
biobert,18,Decision Sciences,2020,base,1156,44,3.8062283737024223
biobert,18,Decision Sciences,2020,extra,1010,37,3.6633663366336635
biobert,19,Earth and Planetary Sciences,2000,base,851,78,9.165687426556993
biobert,19,Earth and Planetary Sciences,2000,extra,1315,128,9.73384030418251
biobert,19,Earth and Planetary Sciences,2005,base,1203,100,8.31255195344971
biobert,19,Earth and Planetary Sciences,2005,extra,963,79,8.203530633437175
biobert,19,Earth and Planetary Sciences,2010,base,1604,135,8.41645885286783
biobert,19,Earth and Planetary Sciences,2010,extra,562,47,8.362989323843417
biobert,19,Earth and Planetary Sciences,2015,base,1716,161,9.382284382284382
biobert,19,Earth and Planetary Sciences,2015,extra,450,56,12.444444444444445
biobert,19,Earth and Planetary Sciences,2020,base,1882,205,10.892667375132838
biobert,19,Earth and Planetary Sciences,2020,extra,284,30,10.56338028169014
biobert,20,"Economics, Econometrics and Finance",2000,base,773,36,4.657179818887451
biobert,20,"Economics, Econometrics and Finance",2000,extra,1393,67,4.809763101220388
biobert,20,"Economics, Econometrics and Finance",2005,base,1236,60,4.854368932038835
biobert,20,"Economics, Econometrics and Finance",2005,extra,930,37,3.978494623655914
biobert,20,"Economics, Econometrics and Finance",2010,base,1849,102,5.516495402920498
biobert,20,"Economics, Econometrics and Finance",2010,extra,317,13,4.100946372239748
biobert,20,"Economics, Econometrics and Finance",2015,base,1917,103,5.372978612415232
biobert,20,"Economics, Econometrics and Finance",2015,extra,249,10,4.016064257028113
biobert,20,"Economics, Econometrics and Finance",2020,base,2845,185,6.502636203866432
biobert,21,Energy,2000,base,116,2,1.7241379310344827
biobert,21,Energy,2000,extra,2050,90,4.390243902439025
biobert,21,Energy,2005,base,240,8,3.3333333333333335
biobert,21,Energy,2005,extra,1926,61,3.167185877466251
biobert,21,Energy,2010,base,591,24,4.060913705583756
biobert,21,Energy,2010,extra,1575,48,3.0476190476190474
biobert,21,Energy,2015,base,680,31,4.5588235294117645
biobert,21,Energy,2015,extra,1486,53,3.566621803499327
biobert,21,Energy,2020,base,990,34,3.4343434343434343
biobert,21,Energy,2020,extra,1176,47,3.996598639455782
biobert,22,Engineering,2000,base,6990,121,1.7310443490701002
biobert,22,Engineering,2005,base,11310,215,1.900972590627763
biobert,22,Engineering,2010,base,15203,302,1.9864500427547194
biobert,22,Engineering,2015,base,14738,408,2.768353915049532
biobert,22,Engineering,2020,base,18907,600,3.1734278309620776
biobert,23,Environmental Science,2000,base,1751,109,6.225014277555682
biobert,23,Environmental Science,2000,extra,415,27,6.506024096385542
biobert,23,Environmental Science,2005,base,2876,180,6.258692628650904
biobert,23,Environmental Science,2010,base,4005,256,6.392009987515605
biobert,23,Environmental Science,2015,base,4018,349,8.685913389746142
biobert,23,Environmental Science,2020,base,5919,502,8.481162358506504
biobert,24,Immunology and Microbiology,2000,base,534,70,13.108614232209737
biobert,24,Immunology and Microbiology,2000,extra,1632,239,14.644607843137255
biobert,24,Immunology and Microbiology,2005,base,764,119,15.575916230366492
biobert,24,Immunology and Microbiology,2005,extra,1402,200,14.265335235378032
biobert,24,Immunology and Microbiology,2010,base,924,141,15.25974025974026
biobert,24,Immunology and Microbiology,2010,extra,1242,213,17.14975845410628
biobert,24,Immunology and Microbiology,2015,base,1028,201,19.55252918287938
biobert,24,Immunology and Microbiology,2015,extra,1138,206,18.101933216168717
biobert,24,Immunology and Microbiology,2020,base,1206,264,21.890547263681594
biobert,24,Immunology and Microbiology,2020,extra,960,208,21.666666666666668
biobert,25,Materials Science,2000,base,1292,43,3.328173374613003
biobert,25,Materials Science,2000,extra,874,23,2.6315789473684212
biobert,25,Materials Science,2005,base,2142,76,3.5480859010270773
biobert,25,Materials Science,2005,extra,24,1,4.166666666666667
biobert,25,Materials Science,2010,base,2962,86,2.9034436191762323
biobert,25,Materials Science,2015,base,3152,141,4.473350253807107
biobert,25,Materials Science,2020,base,3787,223,5.888566147346184
biobert,26,Mathematics,2000,base,386,9,2.33160621761658
biobert,26,Mathematics,2000,extra,1780,39,2.191011235955056
biobert,26,Mathematics,2005,base,639,12,1.8779342723004695
biobert,26,Mathematics,2005,extra,1527,24,1.5717092337917484
biobert,26,Mathematics,2010,base,893,16,1.7917133258678613
biobert,26,Mathematics,2010,extra,1273,23,1.8067556952081696
biobert,26,Mathematics,2015,base,1108,28,2.527075812274368
biobert,26,Mathematics,2015,extra,1058,19,1.7958412098298677
biobert,26,Mathematics,2020,base,1555,48,3.0868167202572345
biobert,26,Mathematics,2020,extra,611,26,4.25531914893617
biobert,27,Medicine,2000,base,7128,1087,15.249719416386084
biobert,27,Medicine,2005,base,10946,1700,15.530787502283939
biobert,27,Medicine,2010,base,15771,2818,17.868239173165936
biobert,27,Medicine,2015,base,18629,4021,21.58462612056471
biobert,27,Medicine,2020,base,26195,6063,23.145638480626072
biobert,28,Neuroscience,2000,base,718,72,10.027855153203342
biobert,28,Neuroscience,2000,extra,1448,163,11.256906077348066
biobert,28,Neuroscience,2005,base,1005,115,11.442786069651742
biobert,28,Neuroscience,2005,extra,1161,123,10.594315245478036
biobert,28,Neuroscience,2010,base,1408,137,9.730113636363637
biobert,28,Neuroscience,2010,extra,758,71,9.366754617414248
biobert,28,Neuroscience,2015,base,1640,186,11.341463414634147
biobert,28,Neuroscience,2015,extra,526,60,11.406844106463879
biobert,28,Neuroscience,2020,base,2053,249,12.128592303945446
biobert,28,Neuroscience,2020,extra,113,19,16.8141592920354
biobert,29,Nursing,2000,base,182,23,12.637362637362637
biobert,29,Nursing,2000,extra,1984,240,12.096774193548388
biobert,29,Nursing,2005,base,285,36,12.631578947368421
biobert,29,Nursing,2005,extra,1881,202,10.738968633705475
biobert,29,Nursing,2010,base,453,40,8.830022075055188
biobert,29,Nursing,2010,extra,1713,200,11.675423234092236
biobert,29,Nursing,2015,base,497,75,15.090543259557345
biobert,29,Nursing,2015,extra,1669,268,16.057519472738168
biobert,29,Nursing,2020,base,660,108,16.363636363636363
biobert,29,Nursing,2020,extra,1506,238,15.803452855245684
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2000,base,154,16,10.38961038961039
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2000,extra,2012,234,11.630218687872764
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2005,base,272,25,9.191176470588236
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2005,extra,1894,172,9.081309398099261
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2010,base,442,48,10.85972850678733
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2010,extra,1724,132,7.65661252900232
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2015,base,376,54,14.361702127659575
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2015,extra,1790,286,15.977653631284916
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2020,base,471,66,14.012738853503185
biobert,30,"Pharmacology, Toxicology and Pharmaceutics",2020,extra,1695,256,15.103244837758112
biobert,31,Physics and Astronomy,2000,base,2116,61,2.8827977315689983
biobert,31,Physics and Astronomy,2000,extra,50,1,2.0
biobert,31,Physics and Astronomy,2005,base,2704,94,3.4763313609467454
biobert,31,Physics and Astronomy,2010,base,3094,119,3.8461538461538463
biobert,31,Physics and Astronomy,2015,base,3388,117,3.4533648170011806
biobert,31,Physics and Astronomy,2020,base,3470,131,3.7752161383285303
biobert,32,Psychology,2000,base,838,46,5.4892601431980905
biobert,32,Psychology,2000,extra,1328,66,4.969879518072289
biobert,32,Psychology,2005,base,1342,70,5.216095380029806
biobert,32,Psychology,2005,extra,824,48,5.825242718446602
biobert,32,Psychology,2010,base,2089,108,5.169937769267592
biobert,32,Psychology,2010,extra,77,3,3.896103896103896
biobert,32,Psychology,2015,base,2577,154,5.975941016686069
biobert,32,Psychology,2020,base,3970,315,7.934508816120907
biobert,33,Social Sciences,2000,base,2776,145,5.223342939481268
biobert,33,Social Sciences,2005,base,4893,323,6.601267116288575
biobert,33,Social Sciences,2010,base,7110,429,6.033755274261603
biobert,33,Social Sciences,2015,base,8891,637,7.164548419750309
biobert,33,Social Sciences,2020,base,13879,957,6.895309460335759
biobert,34,Veterinary,2000,base,58,4,6.896551724137931
biobert,34,Veterinary,2000,extra,2108,278,13.18785578747628
biobert,34,Veterinary,2005,base,100,15,15.0
biobert,34,Veterinary,2005,extra,2066,282,13.649564375605033
biobert,34,Veterinary,2010,base,107,19,17.757009345794394
biobert,34,Veterinary,2010,extra,2058,300,14.577259475218659
biobert,34,Veterinary,2015,base,165,32,19.393939393939394
biobert,34,Veterinary,2015,extra,2000,362,18.1
biobert,34,Veterinary,2020,base,212,45,21.22641509433962
biobert,34,Veterinary,2020,extra,1953,391,20.02048131080389
biobert,35,Dentistry,2000,base,159,15,9.433962264150944
biobert,35,Dentistry,2000,extra,2006,190,9.471585244267198
biobert,35,Dentistry,2005,base,260,26,10.0
biobert,35,Dentistry,2005,extra,1905,140,7.349081364829396
biobert,35,Dentistry,2010,base,441,34,7.709750566893424
biobert,35,Dentistry,2010,extra,1724,162,9.39675174013921
biobert,35,Dentistry,2015,base,544,67,12.316176470588236
biobert,35,Dentistry,2015,extra,1621,175,10.795805058605799
biobert,35,Dentistry,2020,base,834,111,13.309352517985612
biobert,35,Dentistry,2020,extra,1331,201,15.101427498121714
biobert,36,Health Professions,2000,base,589,52,8.828522920203735
biobert,36,Health Professions,2000,extra,1576,139,8.819796954314722
biobert,36,Health Professions,2005,base,933,71,7.609860664523044
biobert,36,Health Professions,2005,extra,1232,113,9.172077922077921
biobert,36,Health Professions,2010,base,1504,140,9.308510638297872
biobert,36,Health Professions,2010,extra,661,58,8.774583963691377
biobert,36,Health Professions,2015,base,1877,201,10.708577517314865
biobert,36,Health Professions,2015,extra,288,25,8.680555555555555
biobert,36,Health Professions,2020,base,2833,350,12.354394634662901
simcse,11,Agricultural and Biological Sciences,2000,base,1663,110,6.61455201443175
simcse,11,Agricultural and Biological Sciences,2000,extra,503,31,6.163021868787276
simcse,11,Agricultural and Biological Sciences,2005,base,2528,198,7.832278481012659
simcse,11,Agricultural and Biological Sciences,2010,base,3940,298,7.563451776649746
simcse,11,Agricultural and Biological Sciences,2015,base,4298,378,8.794788273615636
simcse,11,Agricultural and Biological Sciences,2020,base,6491,625,9.62871668464027
simcse,12,Arts and Humanities,2000,base,847,89,10.50767414403778
simcse,12,Arts and Humanities,2000,extra,1319,130,9.855951478392722
simcse,12,Arts and Humanities,2005,base,1551,169,10.896196002578982
simcse,12,Arts and Humanities,2005,extra,615,77,12.520325203252032
simcse,12,Arts and Humanities,2010,base,2186,225,10.292772186642269
simcse,12,Arts and Humanities,2015,base,2732,271,9.919472913616397
simcse,12,Arts and Humanities,2020,base,3380,423,12.514792899408285
simcse,13,"Biochemistry, Genetics and Molecular Biology",2000,base,2739,254,9.273457466228551
simcse,13,"Biochemistry, Genetics and Molecular Biology",2005,base,4071,362,8.892164087447801
simcse,13,"Biochemistry, Genetics and Molecular Biology",2010,base,5251,489,9.312511902494762
simcse,13,"Biochemistry, Genetics and Molecular Biology",2015,base,5596,633,11.311651179413866
simcse,13,"Biochemistry, Genetics and Molecular Biology",2020,base,6840,747,10.921052631578947
simcse,14,"Business, Management and Accounting",2000,base,762,28,3.674540682414698
simcse,14,"Business, Management and Accounting",2000,extra,1404,29,2.0655270655270654
simcse,14,"Business, Management and Accounting",2005,base,1489,48,3.223640026863667
simcse,14,"Business, Management and Accounting",2005,extra,677,18,2.658788774002954
simcse,14,"Business, Management and Accounting",2010,base,2186,64,2.92772186642269
simcse,14,"Business, Management and Accounting",2015,base,2660,109,4.097744360902255
simcse,14,"Business, Management and Accounting",2020,base,4040,133,3.292079207920792
simcse,15,Chemical Engineering,2000,base,161,5,3.1055900621118013
simcse,15,Chemical Engineering,2000,extra,2005,54,2.693266832917706
simcse,15,Chemical Engineering,2005,base,214,4,1.8691588785046729
simcse,15,Chemical Engineering,2005,extra,1952,62,3.1762295081967213
simcse,15,Chemical Engineering,2010,base,246,9,3.658536585365854
simcse,15,Chemical Engineering,2010,extra,1920,73,3.8020833333333335
simcse,15,Chemical Engineering,2015,base,255,6,2.3529411764705883
simcse,15,Chemical Engineering,2015,extra,1911,63,3.2967032967032965
simcse,15,Chemical Engineering,2020,base,319,8,2.5078369905956115
simcse,15,Chemical Engineering,2020,extra,1847,63,3.410936654033568
simcse,16,Chemistry,2000,base,931,45,4.833512352309345
simcse,16,Chemistry,2000,extra,1235,74,5.991902834008097
simcse,16,Chemistry,2005,base,1358,54,3.976435935198822
simcse,16,Chemistry,2005,extra,808,48,5.9405940594059405
simcse,16,Chemistry,2010,base,1686,81,4.804270462633452
simcse,16,Chemistry,2010,extra,480,25,5.208333333333333
simcse,16,Chemistry,2015,base,1555,69,4.437299035369775
simcse,16,Chemistry,2015,extra,611,31,5.073649754500818
simcse,16,Chemistry,2020,base,1760,84,4.7727272727272725
simcse,16,Chemistry,2020,extra,406,28,6.896551724137931
simcse,17,Computer Science,2000,base,3310,48,1.4501510574018126
simcse,17,Computer Science,2005,base,5594,82,1.465856274579907
simcse,17,Computer Science,2010,base,7094,119,1.6774739216239076
simcse,17,Computer Science,2015,base,6858,161,2.347623213764946
simcse,17,Computer Science,2020,base,9972,219,2.1961492178098676
simcse,18,Decision Sciences,2000,base,290,8,2.7586206896551726
simcse,18,Decision Sciences,2000,extra,1876,51,2.718550106609808
simcse,18,Decision Sciences,2005,base,567,23,4.056437389770723
simcse,18,Decision Sciences,2005,extra,1599,41,2.5641025641025643
simcse,18,Decision Sciences,2010,base,883,33,3.737259343148358
simcse,18,Decision Sciences,2010,extra,1283,43,3.3515198752922837
simcse,18,Decision Sciences,2015,base,921,34,3.6916395222584146
simcse,18,Decision Sciences,2015,extra,1245,42,3.3734939759036147
simcse,18,Decision Sciences,2020,base,1156,33,2.8546712802768166
simcse,18,Decision Sciences,2020,extra,1010,30,2.9702970297029703
simcse,19,Earth and Planetary Sciences,2000,base,851,65,7.63807285546416
simcse,19,Earth and Planetary Sciences,2000,extra,1315,111,8.44106463878327
simcse,19,Earth and Planetary Sciences,2005,base,1203,88,7.315045719035744
simcse,19,Earth and Planetary Sciences,2005,extra,963,66,6.853582554517134
simcse,19,Earth and Planetary Sciences,2010,base,1604,113,7.0448877805486285
simcse,19,Earth and Planetary Sciences,2010,extra,562,39,6.93950177935943
simcse,19,Earth and Planetary Sciences,2015,base,1716,132,7.6923076923076925
simcse,19,Earth and Planetary Sciences,2015,extra,450,44,9.777777777777779
simcse,19,Earth and Planetary Sciences,2020,base,1882,157,8.342189160467587
simcse,19,Earth and Planetary Sciences,2020,extra,284,20,7.042253521126761
simcse,20,"Economics, Econometrics and Finance",2000,base,773,34,4.3984476067270375
simcse,20,"Economics, Econometrics and Finance",2000,extra,1393,57,4.0918880114860015
simcse,20,"Economics, Econometrics and Finance",2005,base,1236,54,4.368932038834951
simcse,20,"Economics, Econometrics and Finance",2005,extra,930,34,3.6559139784946235
simcse,20,"Economics, Econometrics and Finance",2010,base,1849,89,4.813412655489453
simcse,20,"Economics, Econometrics and Finance",2010,extra,317,13,4.100946372239748
simcse,20,"Economics, Econometrics and Finance",2015,base,1917,91,4.747000521648409
simcse,20,"Economics, Econometrics and Finance",2015,extra,249,10,4.016064257028113
simcse,20,"Economics, Econometrics and Finance",2020,base,2845,152,5.3427065026362035
simcse,21,Energy,2000,base,116,2,1.7241379310344827
simcse,21,Energy,2000,extra,2050,73,3.5609756097560976
simcse,21,Energy,2005,base,240,8,3.3333333333333335
simcse,21,Energy,2005,extra,1926,47,2.4402907580477673
simcse,21,Energy,2010,base,591,17,2.8764805414551606
simcse,21,Energy,2010,extra,1575,36,2.2857142857142856
simcse,21,Energy,2015,base,680,25,3.676470588235294
simcse,21,Energy,2015,extra,1486,34,2.288021534320323
simcse,21,Energy,2020,base,990,26,2.6262626262626263
simcse,21,Energy,2020,extra,1176,35,2.9761904761904763
simcse,22,Engineering,2000,base,6990,102,1.4592274678111588
simcse,22,Engineering,2005,base,11310,192,1.6976127320954908
simcse,22,Engineering,2010,base,15203,303,1.993027691902914
simcse,22,Engineering,2015,base,14738,362,2.456235581490026
simcse,22,Engineering,2020,base,18907,441,2.332469455757127
simcse,23,Environmental Science,2000,base,1751,83,4.7401484865790975
simcse,23,Environmental Science,2000,extra,415,24,5.783132530120482
simcse,23,Environmental Science,2005,base,2876,147,5.111265646731572
simcse,23,Environmental Science,2010,base,4005,220,5.493133583021224
simcse,23,Environmental Science,2015,base,4018,265,6.595321055251369
simcse,23,Environmental Science,2020,base,5919,375,6.3355296502787635
simcse,24,Immunology and Microbiology,2000,base,534,43,8.05243445692884
simcse,24,Immunology and Microbiology,2000,extra,1632,162,9.926470588235293
simcse,24,Immunology and Microbiology,2005,base,764,81,10.602094240837696
simcse,24,Immunology and Microbiology,2005,extra,1402,138,9.843081312410842
simcse,24,Immunology and Microbiology,2010,base,924,98,10.606060606060606
simcse,24,Immunology and Microbiology,2010,extra,1242,150,12.077294685990339
simcse,24,Immunology and Microbiology,2015,base,1028,135,13.132295719844358
simcse,24,Immunology and Microbiology,2015,extra,1138,140,12.302284710017574
simcse,24,Immunology and Microbiology,2020,base,1206,180,14.925373134328359
simcse,24,Immunology and Microbiology,2020,extra,960,149,15.520833333333334
simcse,25,Materials Science,2000,base,1292,36,2.7863777089783284
simcse,25,Materials Science,2000,extra,874,16,1.8306636155606408
simcse,25,Materials Science,2005,base,2142,57,2.661064425770308
simcse,25,Materials Science,2005,extra,24,1,4.166666666666667
simcse,25,Materials Science,2010,base,2962,70,2.363268062120189
simcse,25,Materials Science,2015,base,3152,106,3.3629441624365484
simcse,25,Materials Science,2020,base,3787,170,4.489041457618168
simcse,26,Mathematics,2000,base,386,7,1.8134715025906736
simcse,26,Mathematics,2000,extra,1780,32,1.797752808988764
simcse,26,Mathematics,2005,base,639,9,1.408450704225352
simcse,26,Mathematics,2005,extra,1527,15,0.9823182711198428
simcse,26,Mathematics,2010,base,893,12,1.343784994400896
simcse,26,Mathematics,2010,extra,1273,22,1.7282010997643362
simcse,26,Mathematics,2015,base,1108,26,2.3465703971119134
simcse,26,Mathematics,2015,extra,1058,17,1.606805293005671
simcse,26,Mathematics,2020,base,1555,43,2.765273311897106
simcse,26,Mathematics,2020,extra,611,23,3.7643207855973815
simcse,27,Medicine,2000,base,7128,813,11.405723905723907
simcse,27,Medicine,2005,base,10946,1217,11.118216700164444
simcse,27,Medicine,2010,base,15771,1971,12.497622217995055
simcse,27,Medicine,2015,base,18629,2866,15.384615384615385
simcse,27,Medicine,2020,base,26195,4406,16.820003817522426
simcse,28,Neuroscience,2000,base,718,52,7.242339832869081
