model,field_id,field,period_start,cohort,rows,truncated,truncated_percent
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2000,base,154,34,22.07792207792208
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2000,extra,2012,501,24.900596421471175
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2005,base,272,61,22.426470588235293
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2005,extra,1894,387,20.43294614572334
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2010,base,442,113,25.56561085972851
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2010,extra,1724,414,24.013921113689094
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2015,base,376,125,33.244680851063826
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2015,extra,1790,628,35.08379888268156
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2020,base,471,173,36.73036093418259
mpnet,30,"Pharmacology, Toxicology and Pharmaceutics",2020,extra,1695,635,37.46312684365782
mpnet,31,Physics and Astronomy,2000,base,2116,148,6.994328922495274
mpnet,31,Physics and Astronomy,2000,extra,50,4,8.0
mpnet,31,Physics and Astronomy,2005,base,2704,239,8.838757396449704
mpnet,31,Physics and Astronomy,2010,base,3094,300,9.696186166774401
mpnet,31,Physics and Astronomy,2015,base,3388,346,10.212514757969304
mpnet,31,Physics and Astronomy,2020,base,3470,430,12.39193083573487
mpnet,32,Psychology,2000,base,838,67,7.995226730310263
mpnet,32,Psychology,2000,extra,1328,114,8.58433734939759
mpnet,32,Psychology,2005,base,1342,131,9.761549925484351
mpnet,32,Psychology,2005,extra,824,85,10.315533980582524
mpnet,32,Psychology,2010,base,2089,234,11.201531833413116
mpnet,32,Psychology,2010,extra,77,12,15.584415584415584
mpnet,32,Psychology,2015,base,2577,389,15.095071788901825
mpnet,32,Psychology,2020,base,3970,778,19.596977329974813
mpnet,33,Social Sciences,2000,base,2776,219,7.889048991354467
mpnet,33,Social Sciences,2005,base,4893,473,9.666871040261599
mpnet,33,Social Sciences,2010,base,7110,723,10.168776371308017
mpnet,33,Social Sciences,2015,base,8891,1124,12.641997525587673
mpnet,33,Social Sciences,2020,base,13879,1938,13.963542041933858
mpnet,34,Veterinary,2000,base,58,16,27.586206896551722
mpnet,34,Veterinary,2000,extra,2108,663,31.451612903225808
mpnet,34,Veterinary,2005,base,100,29,29.0
mpnet,34,Veterinary,2005,extra,2066,668,32.33301064859632
mpnet,34,Veterinary,2010,base,107,39,36.44859813084112
mpnet,34,Veterinary,2010,extra,2058,712,34.59669582118562
mpnet,34,Veterinary,2015,base,165,68,41.21212121212121
mpnet,34,Veterinary,2015,extra,2000,814,40.7
mpnet,34,Veterinary,2020,base,212,95,44.81132075471698
mpnet,34,Veterinary,2020,extra,1953,878,44.95647721454173
mpnet,35,Dentistry,2000,base,159,42,26.41509433962264
mpnet,35,Dentistry,2000,extra,2006,492,24.52642073778664
mpnet,35,Dentistry,2005,base,260,62,23.846153846153847
mpnet,35,Dentistry,2005,extra,1905,465,24.409448818897637
mpnet,35,Dentistry,2010,base,441,121,27.43764172335601
mpnet,35,Dentistry,2010,extra,1724,443,25.696055684454755
mpnet,35,Dentistry,2015,base,544,187,34.375
mpnet,35,Dentistry,2015,extra,1621,525,32.387415175817395
mpnet,35,Dentistry,2020,base,834,312,37.410071942446045
mpnet,35,Dentistry,2020,extra,1331,521,39.143501126972204
mpnet,36,Health Professions,2000,base,589,86,14.601018675721562
mpnet,36,Health Professions,2000,extra,1576,225,14.276649746192893
mpnet,36,Health Professions,2005,base,933,131,14.040728831725616
mpnet,36,Health Professions,2005,extra,1232,202,16.396103896103895
mpnet,36,Health Professions,2010,base,1504,305,20.279255319148938
mpnet,36,Health Professions,2010,extra,661,126,19.062027231467475
mpnet,36,Health Professions,2015,base,1877,452,24.080980287693126
mpnet,36,Health Professions,2015,extra,288,67,23.26388888888889
mpnet,36,Health Professions,2020,base,2833,779,27.497352629721142
minilm,11,Agricultural and Biological Sciences,2000,base,1663,905,54.41972339146121
minilm,11,Agricultural and Biological Sciences,2000,extra,503,248,49.30417495029821
minilm,11,Agricultural and Biological Sciences,2005,base,2528,1425,56.36867088607595
minilm,11,Agricultural and Biological Sciences,2010,base,3940,2418,61.370558375634516
minilm,11,Agricultural and Biological Sciences,2015,base,4298,3039,70.70730572359237
minilm,11,Agricultural and Biological Sciences,2020,base,6491,4976,76.65999075643198
minilm,12,Arts and Humanities,2000,base,847,259,30.578512396694215
minilm,12,Arts and Humanities,2000,extra,1319,386,29.264594389689158
minilm,12,Arts and Humanities,2005,base,1551,489,31.528046421663444
minilm,12,Arts and Humanities,2005,extra,615,208,33.82113821138211
minilm,12,Arts and Humanities,2010,base,2186,778,35.590118938700826
minilm,12,Arts and Humanities,2015,base,2732,1124,41.142020497803806
minilm,12,Arts and Humanities,2020,base,3380,1611,47.662721893491124
minilm,13,"Biochemistry, Genetics and Molecular Biology",2000,base,2739,1746,63.74589266155531
minilm,13,"Biochemistry, Genetics and Molecular Biology",2005,base,4071,2598,63.81724392041267
minilm,13,"Biochemistry, Genetics and Molecular Biology",2010,base,5251,3542,67.45381832031994
minilm,13,"Biochemistry, Genetics and Molecular Biology",2015,base,5596,4037,72.14081486776269
minilm,13,"Biochemistry, Genetics and Molecular Biology",2020,base,6840,5215,76.24269005847954
minilm,14,"Business, Management and Accounting",2000,base,762,131,17.191601049868765
minilm,14,"Business, Management and Accounting",2000,extra,1404,217,15.455840455840455
minilm,14,"Business, Management and Accounting",2005,base,1489,290,19.476158495634653
minilm,14,"Business, Management and Accounting",2005,extra,677,124,18.31610044313146
minilm,14,"Business, Management and Accounting",2010,base,2186,514,23.513266239707228
minilm,14,"Business, Management and Accounting",2015,base,2660,910,34.21052631578947
minilm,14,"Business, Management and Accounting",2020,base,4040,1749,43.29207920792079
minilm,15,Chemical Engineering,2000,base,161,63,39.130434782608695
minilm,15,Chemical Engineering,2000,extra,2005,721,35.96009975062344
minilm,15,Chemical Engineering,2005,base,214,87,40.654205607476634
minilm,15,Chemical Engineering,2005,extra,1952,762,39.03688524590164
minilm,15,Chemical Engineering,2010,base,246,98,39.83739837398374
minilm,15,Chemical Engineering,2010,extra,1920,848,44.166666666666664
minilm,15,Chemical Engineering,2015,base,255,127,49.80392156862745
minilm,15,Chemical Engineering,2015,extra,1911,965,50.49712192569336
minilm,15,Chemical Engineering,2020,base,319,203,63.63636363636363
minilm,15,Chemical Engineering,2020,extra,1847,1194,64.64537087168381
minilm,16,Chemistry,2000,base,931,384,41.245972073039745
minilm,16,Chemistry,2000,extra,1235,517,41.86234817813765
minilm,16,Chemistry,2005,base,1358,558,41.089837997054495
minilm,16,Chemistry,2005,extra,808,349,43.193069306930695
minilm,16,Chemistry,2010,base,1686,742,44.009489916963226
minilm,16,Chemistry,2010,extra,480,207,43.125
minilm,16,Chemistry,2015,base,1555,732,47.07395498392283
minilm,16,Chemistry,2015,extra,611,291,47.62684124386252
minilm,16,Chemistry,2020,base,1760,958,54.43181818181818
minilm,16,Chemistry,2020,extra,406,240,59.11330049261084
minilm,17,Computer Science,2000,base,3310,386,11.661631419939576
minilm,17,Computer Science,2005,base,5594,696,12.441902037897748
minilm,17,Computer Science,2010,base,7094,1160,16.351846630955738
minilm,17,Computer Science,2015,base,6858,1914,27.909011373578302
minilm,17,Computer Science,2020,base,9972,4225,42.36863217007621
minilm,18,Decision Sciences,2000,base,290,55,18.96551724137931
minilm,18,Decision Sciences,2000,extra,1876,353,18.816631130063964
minilm,18,Decision Sciences,2005,base,567,115,20.282186948853617
minilm,18,Decision Sciences,2005,extra,1599,297,18.574108818011258
minilm,18,Decision Sciences,2010,base,883,220,24.91506228765572
minilm,18,Decision Sciences,2010,extra,1283,293,22.837100545596257
minilm,18,Decision Sciences,2015,base,921,296,32.13897937024973
minilm,18,Decision Sciences,2015,extra,1245,407,32.69076305220884
minilm,18,Decision Sciences,2020,base,1156,472,40.83044982698962
minilm,18,Decision Sciences,2020,extra,1010,404,40.0
minilm,19,Earth and Planetary Sciences,2000,base,851,397,46.650998824911866
minilm,19,Earth and Planetary Sciences,2000,extra,1315,656,49.88593155893536
minilm,19,Earth and Planetary Sciences,2005,base,1203,592,49.21030756442228
minilm,19,Earth and Planetary Sciences,2005,extra,963,450,46.728971962616825
minilm,19,Earth and Planetary Sciences,2010,base,1604,867,54.052369077306736
minilm,19,Earth and Planetary Sciences,2010,extra,562,282,50.1779359430605
minilm,19,Earth and Planetary Sciences,2015,base,1716,1066,62.121212121212125
minilm,19,Earth and Planetary Sciences,2015,extra,450,291,64.66666666666667
minilm,19,Earth and Planetary Sciences,2020,base,1882,1273,67.64080765143464
minilm,19,Earth and Planetary Sciences,2020,extra,284,194,68.30985915492958
minilm,20,"Economics, Econometrics and Finance",2000,base,773,145,18.758085381630014
minilm,20,"Economics, Econometrics and Finance",2000,extra,1393,256,18.377602297200287
minilm,20,"Economics, Econometrics and Finance",2005,base,1236,233,18.851132686084142
minilm,20,"Economics, Econometrics and Finance",2005,extra,930,168,18.06451612903226
minilm,20,"Economics, Econometrics and Finance",2010,base,1849,478,25.85181179015684
minilm,20,"Economics, Econometrics and Finance",2010,extra,317,73,23.028391167192428
minilm,20,"Economics, Econometrics and Finance",2015,base,1917,658,34.3244653103808
minilm,20,"Economics, Econometrics and Finance",2015,extra,249,86,34.53815261044177
minilm,20,"Economics, Econometrics and Finance",2020,base,2845,1350,47.45166959578207
minilm,21,Energy,2000,base,116,30,25.862068965517242
minilm,21,Energy,2000,extra,2050,587,28.634146341463413
minilm,21,Energy,2005,base,240,62,25.833333333333332
minilm,21,Energy,2005,extra,1926,501,26.01246105919003
minilm,21,Energy,2010,base,591,210,35.53299492385787
minilm,21,Energy,2010,extra,1575,570,36.19047619047619
minilm,21,Energy,2015,base,680,324,47.64705882352941
minilm,21,Energy,2015,extra,1486,681,45.82772543741588
minilm,21,Energy,2020,base,990,576,58.18181818181818
minilm,21,Energy,2020,extra,1176,742,63.095238095238095
minilm,22,Engineering,2000,base,6990,1276,18.254649499284692
minilm,22,Engineering,2005,base,11310,2092,18.49690539345712
minilm,22,Engineering,2010,base,15203,3497,23.00203907123594
minilm,22,Engineering,2015,base,14738,5169,35.072601438458406
minilm,22,Engineering,2020,base,18907,9225,48.79145290104194
minilm,23,Environmental Science,2000,base,1751,835,47.68703597944032
minilm,23,Environmental Science,2000,extra,415,206,49.63855421686747
minilm,23,Environmental Science,2005,base,2876,1383,48.087621696801115
minilm,23,Environmental Science,2010,base,4005,2099,52.40948813982522
minilm,23,Environmental Science,2015,base,4018,2536,63.115978098556496
minilm,23,Environmental Science,2020,base,5919,4136,69.87666835614124
minilm,24,Immunology and Microbiology,2000,base,534,393,73.59550561797752
minilm,24,Immunology and Microbiology,2000,extra,1632,1177,72.12009803921569
minilm,24,Immunology and Microbiology,2005,base,764,545,71.33507853403141
minilm,24,Immunology and Microbiology,2005,extra,1402,1007,71.82596291012838
minilm,24,Immunology and Microbiology,2010,base,924,685,74.13419913419914
minilm,24,Immunology and Microbiology,2010,extra,1242,937,75.44283413848632
minilm,24,Immunology and Microbiology,2015,base,1028,818,79.57198443579766
minilm,24,Immunology and Microbiology,2015,extra,1138,898,78.9103690685413
minilm,24,Immunology and Microbiology,2020,base,1206,975,80.8457711442786
minilm,24,Immunology and Microbiology,2020,extra,960,784,81.66666666666667
minilm,25,Materials Science,2000,base,1292,407,31.5015479876161
minilm,25,Materials Science,2000,extra,874,274,31.35011441647597
minilm,25,Materials Science,2005,base,2142,701,32.72642390289449
minilm,25,Materials Science,2005,extra,24,11,45.833333333333336
minilm,25,Materials Science,2010,base,2962,1114,37.60972316002701
minilm,25,Materials Science,2015,base,3152,1571,49.84137055837564
minilm,25,Materials Science,2020,base,3787,2329,61.49986796936889
minilm,26,Mathematics,2000,base,386,73,18.911917098445596
minilm,26,Mathematics,2000,extra,1780,273,15.337078651685394
minilm,26,Mathematics,2005,base,639,92,14.397496087636933
minilm,26,Mathematics,2005,extra,1527,251,16.437459070072038
minilm,26,Mathematics,2010,base,893,145,16.237402015677493
minilm,26,Mathematics,2010,extra,1273,199,15.632364493322859
minilm,26,Mathematics,2015,base,1108,254,22.924187725631768
minilm,26,Mathematics,2015,extra,1058,259,24.480151228733458
minilm,26,Mathematics,2020,base,1555,468,30.09646302250804
minilm,26,Mathematics,2020,extra,611,180,29.459901800327334
minilm,27,Medicine,2000,base,7128,4581,64.26767676767676
minilm,27,Medicine,2005,base,10946,7003,63.97770875205555
minilm,27,Medicine,2010,base,15771,10928,69.29173800012681
minilm,27,Medicine,2015,base,18629,13990,75.09796553760266
minilm,27,Medicine,2020,base,26195,20782,79.3357510975377
minilm,28,Neuroscience,2000,base,718,450,62.674094707520894
minilm,28,Neuroscience,2000,extra,1448,876,60.49723756906077
minilm,28,Neuroscience,2005,base,1005,634,63.08457711442786
minilm,28,Neuroscience,2005,extra,1161,713,61.41257536606374
minilm,28,Neuroscience,2010,base,1408,931,66.1221590909091
minilm,28,Neuroscience,2010,extra,758,499,65.8311345646438
minilm,28,Neuroscience,2015,base,1640,1082,65.97560975609755
minilm,28,Neuroscience,2015,extra,526,374,71.10266159695817
minilm,28,Neuroscience,2020,base,2053,1437,69.99512907939601
minilm,28,Neuroscience,2020,extra,113,72,63.716814159292035
minilm,29,Nursing,2000,base,182,91,50.0
minilm,29,Nursing,2000,extra,1984,1198,60.38306451612903
minilm,29,Nursing,2005,base,285,176,61.75438596491228
minilm,29,Nursing,2005,extra,1881,1138,60.49973418394471
minilm,29,Nursing,2010,base,453,311,68.65342163355409
minilm,29,Nursing,2010,extra,1713,1097,64.03969643899592
minilm,29,Nursing,2015,base,497,371,74.64788732394366
minilm,29,Nursing,2015,extra,1669,1280,76.69263031755543
minilm,29,Nursing,2020,base,660,527,79.84848484848484
minilm,29,Nursing,2020,extra,1506,1192,79.15006640106242
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2000,base,154,79,51.298701298701296
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2000,extra,2012,1084,53.87673956262425
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2005,base,272,146,53.6764705882353
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2005,extra,1894,1035,54.64625131995776
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2010,base,442,275,62.217194570135746
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2010,extra,1724,1066,61.832946635730856
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2015,base,376,256,68.08510638297872
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2015,extra,1790,1278,71.39664804469274
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2020,base,471,367,77.91932059447983
minilm,30,"Pharmacology, Toxicology and Pharmaceutics",2020,extra,1695,1259,74.27728613569322
minilm,31,Physics and Astronomy,2000,base,2116,526,24.858223062381853
minilm,31,Physics and Astronomy,2000,extra,50,15,30.0
minilm,31,Physics and Astronomy,2005,base,2704,775,28.661242603550296
minilm,31,Physics and Astronomy,2010,base,3094,968,31.286360698125403
minilm,31,Physics and Astronomy,2015,base,3388,1261,37.21959858323495
minilm,31,Physics and Astronomy,2020,base,3470,1540,44.38040345821326
minilm,32,Psychology,2000,base,838,225,26.84964200477327
minilm,32,Psychology,2000,extra,1328,375,28.237951807228917
minilm,32,Psychology,2005,base,1342,397,29.582712369597616
minilm,32,Psychology,2005,extra,824,245,29.733009708737864
minilm,32,Psychology,2010,base,2089,794,38.00861656294878
minilm,32,Psychology,2010,extra,77,28,36.36363636363637
minilm,32,Psychology,2015,base,2577,1248,48.428405122235155
minilm,32,Psychology,2020,base,3970,2386,60.1007556675063
minilm,33,Social Sciences,2000,base,2776,614,22.118155619596543
minilm,33,Social Sciences,2005,base,4893,1162,23.74821173104435
minilm,33,Social Sciences,2010,base,7110,2022,28.438818565400844
minilm,33,Social Sciences,2015,base,8891,3431,38.589584973568776
minilm,33,Social Sciences,2020,base,13879,6772,48.793140716189924
minilm,34,Veterinary,2000,base,58,40,68.96551724137932
minilm,34,Veterinary,2000,extra,2108,1386,65.74952561669829
minilm,34,Veterinary,2005,base,100,60,60.0
minilm,34,Veterinary,2005,extra,2066,1341,64.90803484995159
minilm,34,Veterinary,2010,base,107,74,69.1588785046729
minilm,34,Veterinary,2010,extra,2058,1454,70.6511175898931
minilm,34,Veterinary,2015,base,165,125,75.75757575757575
minilm,34,Veterinary,2015,extra,2000,1525,76.25
minilm,34,Veterinary,2020,base,212,175,82.54716981132076
minilm,34,Veterinary,2020,extra,1953,1595,81.66922683051715
minilm,35,Dentistry,2000,base,159,113,71.06918238993711
minilm,35,Dentistry,2000,extra,2006,1231,61.36590229312064
minilm,35,Dentistry,2005,base,260,182,70.0
minilm,35,Dentistry,2005,extra,1905,1204,63.202099737532805
minilm,35,Dentistry,2010,base,441,306,69.38775510204081
minilm,35,Dentistry,2010,extra,1724,1193,69.19953596287704
minilm,35,Dentistry,2015,base,544,412,75.73529411764706
minilm,35,Dentistry,2015,extra,1621,1209,74.58359037631092
minilm,35,Dentistry,2020,base,834,675,80.93525179856115
minilm,35,Dentistry,2020,extra,1331,1048,78.73779113448535
minilm,36,Health Professions,2000,base,589,221,37.521222410865875
minilm,36,Health Professions,2000,extra,1576,546,34.64467005076142
minilm,36,Health Professions,2005,base,933,376,40.30010718113612
minilm,36,Health Professions,2005,extra,1232,512,41.55844155844156
minilm,36,Health Professions,2010,base,1504,714,47.473404255319146
minilm,36,Health Professions,2010,extra,661,326,49.319213313161875
minilm,36,Health Professions,2015,base,1877,1091,58.124667021843365
minilm,36,Health Professions,2015,extra,288,171,59.375
minilm,36,Health Professions,2020,base,2833,1893,66.81962583833392
pubmedbert,11,Agricultural and Biological Sciences,2000,base,1663,85,5.111244738424534
pubmedbert,11,Agricultural and Biological Sciences,2000,extra,503,23,4.572564612326044
pubmedbert,11,Agricultural and Biological Sciences,2005,base,2528,143,5.656645569620253
pubmedbert,11,Agricultural and Biological Sciences,2010,base,3940,220,5.583756345177665
pubmedbert,11,Agricultural and Biological Sciences,2015,base,4298,251,5.8399255467659374
pubmedbert,11,Agricultural and Biological Sciences,2020,base,6491,425,6.547527345555384
pubmedbert,12,Arts and Humanities,2000,base,847,93,10.979929161747343
pubmedbert,12,Arts and Humanities,2000,extra,1319,138,10.462471569370736
pubmedbert,12,Arts and Humanities,2005,base,1551,173,11.154094132817537
pubmedbert,12,Arts and Humanities,2005,extra,615,82,13.333333333333334
pubmedbert,12,Arts and Humanities,2010,base,2186,239,10.933211344922233
pubmedbert,12,Arts and Humanities,2015,base,2732,281,10.285505124450951
pubmedbert,12,Arts and Humanities,2020,base,3380,448,13.254437869822485
pubmedbert,13,"Biochemistry, Genetics and Molecular Biology",2000,base,2739,110,4.016064257028113
pubmedbert,13,"Biochemistry, Genetics and Molecular Biology",2005,base,4071,188,4.618029968066814
pubmedbert,13,"Biochemistry, Genetics and Molecular Biology",2010,base,5251,236,4.49438202247191
pubmedbert,13,"Biochemistry, Genetics and Molecular Biology",2015,base,5596,319,5.700500357398141
pubmedbert,13,"Biochemistry, Genetics and Molecular Biology",2020,base,6840,338,4.941520467836257
pubmedbert,14,"Business, Management and Accounting",2000,base,762,25,3.2808398950131235
pubmedbert,14,"Business, Management and Accounting",2000,extra,1404,33,2.3504273504273505
pubmedbert,14,"Business, Management and Accounting",2005,base,1489,48,3.223640026863667
pubmedbert,14,"Business, Management and Accounting",2005,extra,677,19,2.806499261447563
pubmedbert,14,"Business, Management and Accounting",2010,base,2186,59,2.698993595608417
pubmedbert,14,"Business, Management and Accounting",2015,base,2660,104,3.9097744360902253
pubmedbert,14,"Business, Management and Accounting",2020,base,4040,129,3.1930693069306932
pubmedbert,15,Chemical Engineering,2000,base,161,1,0.6211180124223602
pubmedbert,15,Chemical Engineering,2000,extra,2005,35,1.745635910224439
pubmedbert,15,Chemical Engineering,2005,base,214,3,1.4018691588785046
pubmedbert,15,Chemical Engineering,2005,extra,1952,43,2.2028688524590163
pubmedbert,15,Chemical Engineering,2010,base,246,7,2.845528455284553
pubmedbert,15,Chemical Engineering,2010,extra,1920,52,2.7083333333333335
pubmedbert,15,Chemical Engineering,2015,base,255,2,0.7843137254901961
pubmedbert,15,Chemical Engineering,2015,extra,1911,33,1.7268445839874411
pubmedbert,15,Chemical Engineering,2020,base,319,7,2.19435736677116
pubmedbert,15,Chemical Engineering,2020,extra,1847,46,2.490525175961018
pubmedbert,16,Chemistry,2000,base,931,30,3.2223415682062297
pubmedbert,16,Chemistry,2000,extra,1235,48,3.88663967611336
pubmedbert,16,Chemistry,2005,base,1358,33,2.430044182621502
pubmedbert,16,Chemistry,2005,extra,808,32,3.9603960396039604
pubmedbert,16,Chemistry,2010,base,1686,54,3.202846975088968
pubmedbert,16,Chemistry,2010,extra,480,16,3.3333333333333335
pubmedbert,16,Chemistry,2015,base,1555,37,2.379421221864952
pubmedbert,16,Chemistry,2015,extra,611,18,2.9459901800327333
pubmedbert,16,Chemistry,2020,base,1760,53,3.0113636363636362
pubmedbert,16,Chemistry,2020,extra,406,20,4.926108374384237
pubmedbert,17,Computer Science,2000,base,3310,35,1.0574018126888218
pubmedbert,17,Computer Science,2005,base,5594,64,1.144082946013586
pubmedbert,17,Computer Science,2010,base,7094,72,1.0149422046800112
pubmedbert,17,Computer Science,2015,base,6858,115,1.6768737241178187
pubmedbert,17,Computer Science,2020,base,9972,206,2.0657841957480945
pubmedbert,18,Decision Sciences,2000,base,290,7,2.413793103448276
pubmedbert,18,Decision Sciences,2000,extra,1876,49,2.611940298507463
pubmedbert,18,Decision Sciences,2005,base,567,22,3.880070546737213
pubmedbert,18,Decision Sciences,2005,extra,1599,36,2.25140712945591
pubmedbert,18,Decision Sciences,2010,base,883,28,3.1710079275198186
pubmedbert,18,Decision Sciences,2010,extra,1283,35,2.7279812938425567
pubmedbert,18,Decision Sciences,2015,base,921,28,3.040173724212812
pubmedbert,18,Decision Sciences,2015,extra,1245,34,2.7309236947791167
pubmedbert,18,Decision Sciences,2020,base,1156,30,2.5951557093425603
pubmedbert,18,Decision Sciences,2020,extra,1010,30,2.9702970297029703
pubmedbert,19,Earth and Planetary Sciences,2000,base,851,61,7.1680376028202115
pubmedbert,19,Earth and Planetary Sciences,2000,extra,1315,100,7.604562737642586
pubmedbert,19,Earth and Planetary Sciences,2005,base,1203,82,6.816292601828762
pubmedbert,19,Earth and Planetary Sciences,2005,extra,963,55,5.711318795430945
pubmedbert,19,Earth and Planetary Sciences,2010,base,1604,98,6.109725685785536
pubmedbert,19,Earth and Planetary Sciences,2010,extra,562,37,6.5836298932384345
pubmedbert,19,Earth and Planetary Sciences,2015,base,1716,125,7.284382284382285
pubmedbert,19,Earth and Planetary Sciences,2015,extra,450,41,9.11111111111111
pubmedbert,19,Earth and Planetary Sciences,2020,base,1882,139,7.385759829968119
pubmedbert,19,Earth and Planetary Sciences,2020,extra,284,20,7.042253521126761
pubmedbert,20,"Economics, Econometrics and Finance",2000,base,773,34,4.3984476067270375
pubmedbert,20,"Economics, Econometrics and Finance",2000,extra,1393,58,4.1636755204594404
pubmedbert,20,"Economics, Econometrics and Finance",2005,base,1236,56,4.53074433656958
pubmedbert,20,"Economics, Econometrics and Finance",2005,extra,930,34,3.6559139784946235
pubmedbert,20,"Economics, Econometrics and Finance",2010,base,1849,93,5.02974580854516
pubmedbert,20,"Economics, Econometrics and Finance",2010,extra,317,12,3.7854889589905363
pubmedbert,20,"Economics, Econometrics and Finance",2015,base,1917,86,4.486176317162233
pubmedbert,20,"Economics, Econometrics and Finance",2015,extra,249,9,3.6144578313253013
pubmedbert,20,"Economics, Econometrics and Finance",2020,base,2845,151,5.30755711775044
pubmedbert,21,Energy,2000,base,116,2,1.7241379310344827
pubmedbert,21,Energy,2000,extra,2050,58,2.8292682926829267
pubmedbert,21,Energy,2005,base,240,7,2.9166666666666665
pubmedbert,21,Energy,2005,extra,1926,42,2.1806853582554515
pubmedbert,21,Energy,2010,base,591,10,1.6920473773265652
pubmedbert,21,Energy,2010,extra,1575,21,1.3333333333333333
pubmedbert,21,Energy,2015,base,680,15,2.2058823529411766
pubmedbert,21,Energy,2015,extra,1486,26,1.749663526244953
pubmedbert,21,Energy,2020,base,990,13,1.3131313131313131
pubmedbert,21,Energy,2020,extra,1176,22,1.870748299319728
pubmedbert,22,Engineering,2000,base,6990,92,1.3161659513590844
pubmedbert,22,Engineering,2005,base,11310,157,1.3881520778072503
pubmedbert,22,Engineering,2010,base,15203,194,1.2760639347497205
pubmedbert,22,Engineering,2015,base,14738,282,1.9134210883430587
pubmedbert,22,Engineering,2020,base,18907,361,1.9093457449621833
pubmedbert,23,Environmental Science,2000,base,1751,67,3.8263849229011995
pubmedbert,23,Environmental Science,2000,extra,415,22,5.301204819277109
pubmedbert,23,Environmental Science,2005,base,2876,118,4.1029207232267035
pubmedbert,23,Environmental Science,2010,base,4005,172,4.294631710362047
pubmedbert,23,Environmental Science,2015,base,4018,221,5.500248880039821
pubmedbert,23,Environmental Science,2020,base,5919,278,4.696739314073323
pubmedbert,24,Immunology and Microbiology,2000,base,534,18,3.3707865168539324
pubmedbert,24,Immunology and Microbiology,2000,extra,1632,76,4.6568627450980395
pubmedbert,24,Immunology and Microbiology,2005,base,764,44,5.7591623036649215
pubmedbert,24,Immunology and Microbiology,2005,extra,1402,74,5.2781740370898715
pubmedbert,24,Immunology and Microbiology,2010,base,924,53,5.735930735930736
pubmedbert,24,Immunology and Microbiology,2010,extra,1242,71,5.71658615136876
pubmedbert,24,Immunology and Microbiology,2015,base,1028,73,7.101167315175097
pubmedbert,24,Immunology and Microbiology,2015,extra,1138,67,5.8875219683655535
pubmedbert,24,Immunology and Microbiology,2020,base,1206,94,7.794361525704809
pubmedbert,24,Immunology and Microbiology,2020,extra,960,65,6.770833333333333
pubmedbert,25,Materials Science,2000,base,1292,23,1.7801857585139318
pubmedbert,25,Materials Science,2000,extra,874,10,1.1441647597254005
pubmedbert,25,Materials Science,2005,base,2142,39,1.8207282913165266
pubmedbert,25,Materials Science,2005,extra,24,1,4.166666666666667
pubmedbert,25,Materials Science,2010,base,2962,41,1.3841998649561107
pubmedbert,25,Materials Science,2015,base,3152,60,1.9035532994923858
pubmedbert,25,Materials Science,2020,base,3787,122,3.221547398996567
pubmedbert,26,Mathematics,2000,base,386,7,1.8134715025906736
pubmedbert,26,Mathematics,2000,extra,1780,32,1.797752808988764
pubmedbert,26,Mathematics,2005,base,639,7,1.0954616588419406
pubmedbert,26,Mathematics,2005,extra,1527,14,0.91683038637852
pubmedbert,26,Mathematics,2010,base,893,11,1.2318029115341544
pubmedbert,26,Mathematics,2010,extra,1273,17,1.335428122545169
pubmedbert,26,Mathematics,2015,base,1108,24,2.1660649819494586
pubmedbert,26,Mathematics,2015,extra,1058,16,1.5122873345935728
pubmedbert,26,Mathematics,2020,base,1555,41,2.6366559485530545
pubmedbert,26,Mathematics,2020,extra,611,20,3.2733224222585924
pubmedbert,27,Medicine,2000,base,7128,469,6.579685746352413
pubmedbert,27,Medicine,2005,base,10946,762,6.961447103964919
pubmedbert,27,Medicine,2010,base,15771,1257,7.970325280578277
pubmedbert,27,Medicine,2015,base,18629,1726,9.265124268613452
pubmedbert,27,Medicine,2020,base,26195,2580,9.849207864096202
pubmedbert,28,Neuroscience,2000,base,718,23,3.203342618384401
pubmedbert,28,Neuroscience,2000,extra,1448,62,4.281767955801105
pubmedbert,28,Neuroscience,2005,base,1005,37,3.681592039800995
pubmedbert,28,Neuroscience,2005,extra,1161,37,3.1869078380706286
pubmedbert,28,Neuroscience,2010,base,1408,54,3.835227272727273
pubmedbert,28,Neuroscience,2010,extra,758,27,3.5620052770448547
